segment Argentina
-42.152 -71.802
-42.152 -71.791
-42.148 -71.777
-42.139 -71.769
-42.133 -71.762
-42.133 -71.757
-42.127 -71.743
-42.125 -71.741
-42.121 -71.732
-42.115 -71.728
-42.106 -71.732
-42.083 -71.738
-42.073 -71.74
-42.064 -71.737
-42.055 -71.729
-42.048 -71.727
-42.04 -71.731
-42.034 -71.744
-42.028 -71.753
-42.021 -71.759
-42.009 -71.763
-42 -71.764
-41.997 -71.765
-41.973 -71.754
-41.961 -71.751
-41.949 -71.751
-41.898 -71.757
-41.888 -71.756
-41.882 -71.757
-41.868 -71.762
-41.859 -71.77
-41.847 -71.781
-41.837 -71.79
-41.816 -71.802
-41.811 -71.807
-41.806 -71.815
-41.798 -71.822
-41.791 -71.826
-41.772 -71.833
-41.732 -71.834
-41.714 -71.843
-41.709 -71.848
-41.686 -71.865
-41.682 -71.871
-41.671 -71.879
-41.647 -71.892
-41.639 -71.893
-41.625 -71.892
-41.615 -71.886
-41.603 -71.876
-41.597 -71.865
-41.583 -71.831
-41.577 -71.823
-41.571 -71.819
-41.566 -71.821
-41.556 -71.828
-41.539 -71.847
-41.527 -71.853
-41.514 -71.857
-41.508 -71.859
-41.499 -71.858
-41.493 -71.858
-41.483 -71.857
-41.472 -71.855
-41.463 -71.854
-41.453 -71.853
-41.437 -71.857
-41.415 -71.869
-41.391 -71.873
-41.386 -71.874
-41.371 -71.879
-41.361 -71.876
-41.351 -71.871
-41.341 -71.868
-41.33 -71.868
-41.323 -71.868
-41.313 -71.867
-41.3 -71.862
-41.29 -71.857
-41.275 -71.849
-41.256 -71.842
-41.249 -71.843
-41.229 -71.849
-41.208 -71.859
-41.187 -71.874
-41.177 -71.878
-41.171 -71.879
-41.166 -71.876
-41.165 -71.868
-41.168 -71.859
-41.171 -71.849
-41.167 -71.843
-41.158 -71.84
-41.15 -71.841
-41.144 -71.841
-41.124 -71.838
-41.11 -71.838
-41.094 -71.844
-41.086 -71.845
-41.08 -71.843
-41.076 -71.839
-41.065 -71.831
-41.061 -71.828
-41.053 -71.829
-41.039 -71.838
-41.032 -71.846
-41.018 -71.857
-40.998 -71.877
-40.987 -71.889
-40.978 -71.894
-40.973 -71.893
-40.969 -71.884
-40.964 -71.864
-40.962 -71.858
-40.956 -71.853
-40.949 -71.852
-40.938 -71.854
-40.913 -71.858
-40.899 -71.863
-40.892 -71.87
-40.884 -71.877
-40.87 -71.884
-40.856 -71.89
-40.835 -71.903
-40.827 -71.905
-40.813 -71.905
-40.799 -71.909
-40.766 -71.933
-40.746 -71.946
-40.74 -71.947
-40.73 -71.946
-40.721 -71.937
-40.711 -71.924
-40.697 -71.904
-40.687 -71.892
-40.679 -71.881
-40.668 -71.869
-40.665 -71.863
-40.661 -71.859
-40.645 -71.841
-40.633 -71.833
-40.624 -71.83
-40.615 -71.83
-40.609 -71.832
-40.596 -71.838
-40.588 -71.846
-40.581 -71.857
-40.566 -71.875
-40.558 -71.883
-40.554 -71.878
-40.557 -71.871
-40.563 -71.853
-40.56 -71.85
-40.547 -71.847
-40.532 -71.846
-40.496 -71.838
-40.459 -71.826
-40.45 -71.824
-40.434 -71.816
-40.427 -71.815
-40.412 -71.805
-40.409 -71.799
-40.407 -71.791
-40.407 -71.781
-40.41 -71.772
-40.416 -71.764
-40.425 -71.757
-40.434 -71.747
-40.436 -71.741
-40.438 -71.732
-40.438 -71.719
-40.432 -71.711
-40.424 -71.706
-40.413 -71.7
-40.407 -71.692
-40.402 -71.685
-40.388 -71.682
-40.385 -71.68
-40.377 -71.662
-40.373 -71.657
-40.369 -71.654
-40.361 -71.655
-40.35 -71.66
-40.343 -71.662
-40.329 -71.665
-40.318 -71.669
-40.308 -71.674
-40.3 -71.681
-40.295 -71.689
-40.281 -71.713
-40.282 -71.718
-40.298 -71.722
-40.305 -71.726
-40.309 -71.733
-40.309 -71.742
-40.307 -71.749
-40.303 -71.755
-40.292 -71.758
-40.284 -71.759
-40.278 -71.762
-40.274 -71.766
-40.27 -71.775
-40.266 -71.781
-40.254 -71.787
-40.242 -71.795
-40.241 -71.801
-40.236 -71.809
-40.234 -71.819
-40.229 -71.825
-40.226 -71.83
-40.222 -71.831
-40.216 -71.826
-40.199 -71.804
-40.192 -71.8
-40.189 -71.801
-40.177 -71.813
-40.171 -71.817
-40.163 -71.814
-40.15 -71.805
-40.139 -71.8
-40.131 -71.797
-40.12 -71.797
-40.108 -71.797
-40.106 -71.797
-40.104 -71.801
-40.104 -71.809
-40.106 -71.815
-40.104 -71.819
-40.097 -71.82
-40.088 -71.816
-40.081 -71.808
-40.078 -71.799
-40.078 -71.789
-40.091 -71.771
-40.094 -71.756
-40.095 -71.751
-40.097 -71.746
-40.099 -71.739
-40.111 -71.718
-40.113 -71.71
-40.115 -71.7
-40.112 -71.689
-40.106 -71.676
-40.104 -71.671
-40.097 -71.669
-40.088 -71.668
-40.081 -71.665
-40.069 -71.667
-40.044 -71.684
-40.033 -71.686
-40.026 -71.684
-40.017 -71.674
-40.013 -71.672
-40.011 -71.671
-40 -71.653
-39.973 -71.632
-39.966 -71.618
-39.963 -71.614
-39.958 -71.613
-39.952 -71.609
-39.948 -71.607
-39.939 -71.6
-39.933 -71.599
-39.903 -71.59
-39.897 -71.589
-39.892 -71.592
-39.888 -71.599
-39.883 -71.619
-39.88 -71.623
-39.876 -71.633
-39.872 -71.635
-39.864 -71.634
-39.856 -71.635
-39.854 -71.638
-39.853 -71.647
-39.854 -71.654
-39.857 -71.662
-39.857 -71.67
-39.857 -71.672
-39.854 -71.678
-39.848 -71.685
-39.841 -71.689
-39.83 -71.691
-39.815 -71.688
-39.805 -71.689
-39.796 -71.687
-39.785 -71.688
-39.771 -71.685
-39.757 -71.687
-39.745 -71.695
-39.738 -71.701
-39.729 -71.71
-39.722 -71.713
-39.712 -71.709
-39.694 -71.69
-39.683 -71.681
-39.678 -71.682
-39.672 -71.685
-39.668 -71.689
-39.658 -71.703
-39.653 -71.709
-39.647 -71.716
-39.643 -71.719
-39.638 -71.719
-39.63 -71.716
-39.628 -71.713
-39.619 -71.705
-39.596 -71.703
-39.587 -71.701
-39.582 -71.699
-39.573 -71.691
-39.571 -71.688
-39.571 -71.682
-39.573 -71.668
-39.582 -71.647
-39.59 -71.638
-39.604 -71.628
-39.623 -71.614
-39.627 -71.606
-39.627 -71.593
-39.623 -71.581
-39.621 -71.569
-39.619 -71.561
-39.618 -71.548
-39.62 -71.539
-39.621 -71.533
-39.625 -71.52
-39.627 -71.512
-39.625 -71.508
-39.625 -71.501
-39.617 -71.492
-39.59 -71.481
-39.576 -71.481
-39.568 -71.482
-39.561 -71.488
-39.555 -71.494
-39.555 -71.499
-39.551 -71.506
-39.543 -71.524
-39.538 -71.532
-39.531 -71.534
-39.522 -71.533
-39.517 -71.53
-39.507 -71.517
-39.501 -71.506
-39.498 -71.497
-39.494 -71.476
-39.491 -71.471
-39.484 -71.467
-39.474 -71.464
-39.468 -71.465
-39.458 -71.464
-39.45 -71.461
-39.442 -71.451
-39.435 -71.447
-39.432 -71.448
-39.427 -71.45
-39.423 -71.455
-39.418 -71.464
-39.413 -71.472
-39.41 -71.473
-39.402 -71.472
-39.396 -71.469
-39.384 -71.458
-39.378 -71.458
-39.372 -71.454
-39.365 -71.442
-39.355 -71.429
-39.347 -71.419
-39.339 -71.41
-39.329 -71.405
-39.324 -71.401
-39.303 -71.391
-39.296 -71.388
-39.284 -71.386
-39.275 -71.387
-39.27 -71.391
-39.261 -71.398
-39.253 -71.398
-39.237 -71.392
-39.216 -71.386
-39.207 -71.388
-39.196 -71.394
-39.192 -71.398
-39.182 -71.405
-39.176 -71.406
-39.16 -71.416
-39.148 -71.417
-39.14 -71.42
-39.129 -71.421
-39.115 -71.419
-39.1 -71.416
-39.088 -71.417
-39.069 -71.425
-39.053 -71.434
-39.043 -71.437
-39.034 -71.437
-39.025 -71.429
-39.021 -71.423
-39.016 -71.418
-39.006 -71.412
-38.996 -71.414
-38.992 -71.413
-38.988 -71.414
-38.982 -71.419
-38.975 -71.424
-38.97 -71.423
-38.959 -71.415
-38.94 -71.427
-38.933 -71.429
-38.93 -71.428
-38.924 -71.422
-38.922 -71.419
-38.917 -71.406
-38.908 -71.391
-38.903 -71.381
-38.898 -71.371
-38.89 -71.356
-38.885 -71.343
-38.88 -71.331
-38.873 -71.314
-38.865 -71.295
-38.861 -71.286
-38.851 -71.267
-38.841 -71.254
-38.832 -71.248
-38.823 -71.245
-38.809 -71.244
-38.806 -71.241
-38.806 -71.232
-38.808 -71.224
-38.814 -71.205
-38.813 -71.196
-38.808 -71.187
-38.804 -71.176
-38.793 -71.162
-38.786 -71.15
-38.785 -71.146
-38.78 -71.138
-38.762 -71.102
-38.752 -71.087
-38.742 -71.061
-38.74 -71.054
-38.741 -71.039
-38.743 -71.037
-38.746 -71.031
-38.749 -71.019
-38.751 -71.017
-38.753 -71.007
-38.756 -70.998
-38.757 -70.993
-38.757 -70.985
-38.756 -70.974
-38.752 -70.962
-38.745 -70.948
-38.738 -70.938
-38.722 -70.925
-38.716 -70.917
-38.691 -70.895
-38.683 -70.894
-38.677 -70.896
-38.672 -70.9
-38.664 -70.903
-38.657 -70.902
-38.643 -70.893
-38.623 -70.874
-38.611 -70.855
-38.601 -70.847
-38.581 -70.836
-38.573 -70.833
-38.567 -70.832
-38.558 -70.832
-38.543 -70.842
-38.534 -70.849
-38.524 -70.86
-38.519 -70.867
-38.511 -70.884
-38.498 -70.907
-38.486 -70.922
-38.472 -70.931
-38.46 -70.941
-38.457 -70.947
-38.449 -70.964
-38.442 -70.976
-38.424 -70.992
-38.41 -71.002
-38.406 -71.004
-38.394 -71.006
-38.371 -71.015
-38.324 -71.017
-38.315 -71.017
-38.296 -71.021
-38.281 -71.026
-38.259 -71.034
-38.25 -71.036
-38.239 -71.034
-38.226 -71.032
-38.184 -71.018
-38.168 -71.016
-38.161 -71.019
-38.155 -71.023
-38.152 -71.027
-38.145 -71.037
-38.141 -71.04
-38.133 -71.043
-38.126 -71.042
-38.12 -71.037
-38.116 -71.031
-38.114 -71.018
-38.112 -71.012
-38.102 -70.999
-38.098 -70.997
-38.094 -70.999
-38.089 -71.004
-38.084 -71.012
-38.07 -71.031
-38.063 -71.038
-38.048 -71.046
-38.026 -71.055
-38 -71.064
-37.995 -71.067
-37.985 -71.078
-37.976 -71.087
-37.968 -71.091
-37.94 -71.093
-37.924 -71.095
-37.901 -71.099
-37.884 -71.104
-37.875 -71.11
-37.869 -71.116
-37.861 -71.122
-37.846 -71.131
-37.825 -71.134
-37.808 -71.14
-37.797 -71.147
-37.792 -71.152
-37.784 -71.156
-37.773 -71.156
-37.765 -71.154
-37.757 -71.153
-37.736 -71.172
-37.728 -71.177
-37.721 -71.181
-37.715 -71.183
-37.704 -71.188
-37.698 -71.194
-37.695 -71.194
-37.687 -71.2
-37.68 -71.203
-37.672 -71.202
-37.643 -71.195
-37.637 -71.193
-37.612 -71.177
-37.608 -71.17
-37.601 -71.156
-37.595 -71.145
-37.593 -71.139
-37.589 -71.134
-37.581 -71.129
-37.569 -71.127
-37.558 -71.128
-37.543 -71.137
-37.538 -71.142
-37.528 -71.149
-37.522 -71.149
-37.509 -71.144
-37.495 -71.129
-37.488 -71.122
-37.481 -71.118
-37.472 -71.116
-37.456 -71.118
-37.446 -71.121
-37.441 -71.124
-37.425 -71.133
-37.424 -71.135
-37.413 -71.146
-37.405 -71.158
-37.401 -71.16
-37.39 -71.171
-37.388 -71.175
-37.385 -71.179
-37.375 -71.186
-37.373 -71.185
-37.353 -71.191
-37.331 -71.197
-37.323 -71.203
-37.315 -71.207
-37.306 -71.211
-37.298 -71.213
-37.284 -71.21
-37.28 -71.209
-37.272 -71.201
-37.263 -71.188
-37.256 -71.18
-37.251 -71.175
-37.217 -71.149
-37.207 -71.143
-37.196 -71.142
-37.185 -71.14
-37.176 -71.139
-37.166 -71.14
-37.146 -71.143
-37.139 -71.142
-37.133 -71.139
-37.127 -71.13
-37.119 -71.114
-37.114 -71.102
-37.109 -71.096
-37.103 -71.092
-37.1 -71.093
-37.097 -71.096
-37.094 -71.101
-37.081 -71.126
-37.076 -71.132
-37.069 -71.136
-37.049 -71.135
-37.037 -71.14
-37.03 -71.141
-37.013 -71.148
-37 -71.156
-36.997 -71.163
-36.992 -71.172
-36.99 -71.18
-36.985 -71.191
-36.981 -71.2
-36.975 -71.203
-36.97 -71.2
-36.966 -71.194
-36.964 -71.188
-36.964 -71.178
-36.966 -71.164
-36.967 -71.152
-36.968 -71.143
-36.971 -71.139
-36.973 -71.129
-36.973 -71.122
-36.969 -71.116
-36.956 -71.104
-36.95 -71.102
-36.943 -71.102
-36.939 -71.104
-36.932 -71.108
-36.925 -71.115
-36.919 -71.126
-36.918 -71.134
-36.914 -71.138
-36.912 -71.141
-36.906 -71.142
-36.891 -71.138
-36.882 -71.134
-36.868 -71.126
-36.861 -71.128
-36.858 -71.134
-36.859 -71.147
-36.862 -71.155
-36.862 -71.166
-36.855 -71.17
-36.846 -71.172
-36.839 -71.17
-36.833 -71.167
-36.826 -71.157
-36.823 -71.15
-36.819 -71.143
-36.811 -71.137
-36.793 -71.129
-36.789 -71.13
-36.773 -71.129
-36.756 -71.126
-36.751 -71.126
-36.734 -71.119
-36.729 -71.119
-36.724 -71.118
-36.718 -71.118
-36.69 -71.118
-36.664 -71.115
-36.659 -71.112
-36.657 -71.107
-36.657 -71.101
-36.66 -71.093
-36.667 -71.087
-36.674 -71.085
-36.684 -71.081
-36.693 -71.074
-36.695 -71.068
-36.695 -71.066
-36.692 -71.057
-36.688 -71.052
-36.687 -71.047
-36.682 -71.042
-36.67 -71.032
-36.667 -71.028
-36.664 -71.024
-36.655 -71.021
-36.65 -71.022
-36.614 -71.045
-36.598 -71.051
-36.586 -71.049
-36.576 -71.049
-36.558 -71.048
-36.546 -71.045
-36.529 -71.045
-36.516 -71.044
-36.503 -71.044
-36.471 -71.038
-36.465 -71.034
-36.462 -71.028
-36.459 -71.017
-36.461 -71.009
-36.465 -70.998
-36.473 -70.988
-36.475 -70.983
-36.483 -70.966
-36.483 -70.961
-36.484 -70.956
-36.473 -70.936
-36.469 -70.93
-36.454 -70.901
-36.446 -70.891
-36.442 -70.888
-36.432 -70.888
-36.418 -70.885
-36.411 -70.885
-36.403 -70.887
-36.396 -70.891
-36.393 -70.893
-36.386 -70.89
-36.383 -70.886
-36.382 -70.881
-36.398 -70.852
-36.397 -70.834
-36.394 -70.827
-36.394 -70.815
-36.398 -70.807
-36.41 -70.797
-36.412 -70.789
-36.402 -70.778
-36.4 -70.773
-36.397 -70.77
-36.398 -70.754
-36.409 -70.742
-36.412 -70.734
-36.412 -70.725
-36.411 -70.719
-36.411 -70.705
-36.411 -70.701
-36.407 -70.694
-36.398 -70.682
-36.391 -70.678
-36.375 -70.675
-36.363 -70.676
-36.361 -70.68
-36.346 -70.694
-36.331 -70.705
-36.328 -70.707
-36.326 -70.708
-36.323 -70.708
-36.316 -70.705
-36.306 -70.698
-36.298 -70.692
-36.294 -70.69
-36.282 -70.69
-36.274 -70.691
-36.264 -70.698
-36.255 -70.699
-36.25 -70.696
-36.245 -70.688
-36.24 -70.675
-36.238 -70.671
-36.237 -70.668
-36.236 -70.65
-36.234 -70.642
-36.231 -70.636
-36.226 -70.63
-36.21 -70.624
-36.204 -70.619
-36.2 -70.614
-36.197 -70.605
-36.193 -70.599
-36.184 -70.592
-36.168 -70.577
-36.163 -70.575
-36.154 -70.575
-36.152 -70.578
-36.142 -70.58
-36.13 -70.577
-36.126 -70.573
-36.124 -70.568
-36.126 -70.559
-36.134 -70.538
-36.144 -70.515
-36.157 -70.5
-36.158 -70.496
-36.167 -70.482
-36.169 -70.476
-36.171 -70.471
-36.172 -70.456
-36.171 -70.446
-36.167 -70.435
-36.164 -70.433
-36.153 -70.423
-36.145 -70.419
-36.115 -70.415
-36.078 -70.407
-36.063 -70.398
-36.059 -70.392
-36.049 -70.382
-36.043 -70.378
-36.037 -70.373
-36.034 -70.372
-36.027 -70.372
-36.019 -70.374
-36.009 -70.379
-35.988 -70.393
-35.972 -70.401
-35.962 -70.404
-35.954 -70.403
-35.949 -70.401
-35.941 -70.39
-35.933 -70.382
-35.928 -70.38
-35.923 -70.381
-35.92 -70.386
-35.92 -70.395
-35.921 -70.4
-35.92 -70.408
-35.917 -70.42
-35.915 -70.421
-35.91 -70.423
-35.902 -70.419
-35.887 -70.408
-35.873 -70.395
-35.858 -70.385
-35.848 -70.378
-35.842 -70.371
-35.834 -70.357
-35.828 -70.336
-35.824 -70.333
-35.82 -70.328
-35.815 -70.325
-35.811 -70.326
-35.801 -70.333
-35.795 -70.34
-35.783 -70.35
-35.771 -70.353
-35.756 -70.355
-35.742 -70.357
-35.712 -70.365
-35.691 -70.379
-35.688 -70.383
-35.681 -70.388
-35.663 -70.397
-35.648 -70.401
-35.638 -70.402
-35.633 -70.403
-35.621 -70.399
-35.61 -70.393
-35.607 -70.389
-35.6 -70.386
-35.593 -70.388
-35.577 -70.396
-35.554 -70.409
-35.552 -70.408
-35.543 -70.406
-35.538 -70.401
-35.524 -70.389
-35.52 -70.388
-35.514 -70.389
-35.506 -70.394
-35.498 -70.401
-35.489 -70.413
-35.479 -70.425
-35.466 -70.435
-35.46 -70.438
-35.45 -70.442
-35.433 -70.444
-35.416 -70.442
-35.403 -70.44
-35.398 -70.437
-35.386 -70.431
-35.38 -70.429
-35.367 -70.421
-35.359 -70.419
-35.357 -70.418
-35.343 -70.424
-35.333 -70.431
-35.327 -70.436
-35.321 -70.454
-35.316 -70.468
-35.314 -70.486
-35.313 -70.514
-35.309 -70.53
-35.306 -70.539
-35.3 -70.549
-35.285 -70.568
-35.28 -70.573
-35.272 -70.578
-35.267 -70.579
-35.258 -70.578
-35.246 -70.569
-35.239 -70.564
-35.22 -70.561
-35.212 -70.556
-35.206 -70.548
-35.202 -70.538
-35.2 -70.531
-35.2 -70.524
-35.198 -70.507
-35.2 -70.498
-35.202 -70.49
-35.203 -70.477
-35.205 -70.461
-35.203 -70.45
-35.198 -70.435
-35.196 -70.426
-35.192 -70.417
-35.185 -70.405
-35.176 -70.395
-35.156 -70.382
-35.149 -70.369
-35.142 -70.363
-35.133 -70.357
-35.127 -70.358
-35.112 -70.359
-35.098 -70.363
-35.092 -70.363
-35.077 -70.366
-35.063 -70.37
-35.049 -70.372
-35.031 -70.37
-35.015 -70.364
-35 -70.355
-34.996 -70.353
-34.981 -70.345
-34.952 -70.343
-34.933 -70.34
-34.927 -70.337
-34.911 -70.323
-34.887 -70.306
-34.872 -70.294
-34.853 -70.281
-34.84 -70.274
-34.824 -70.267
-34.804 -70.262
-34.797 -70.262
-34.793 -70.264
-34.787 -70.275
-34.769 -70.311
-34.766 -70.314
-34.756 -70.317
-34.749 -70.315
-34.742 -70.307
-34.738 -70.301
-34.734 -70.293
-34.733 -70.281
-34.731 -70.277
-34.729 -70.27
-34.723 -70.264
-34.717 -70.262
-34.704 -70.262
-34.698 -70.26
-34.692 -70.256
-34.688 -70.248
-34.681 -70.229
-34.678 -70.226
-34.673 -70.224
-34.663 -70.223
-34.643 -70.227
-34.633 -70.227
-34.621 -70.222
-34.611 -70.214
-34.601 -70.204
-34.595 -70.202
-34.584 -70.194
-34.567 -70.178
-34.544 -70.157
-34.535 -70.151
-34.52 -70.143
-34.495 -70.134
-34.488 -70.128
-34.477 -70.108
-34.474 -70.099
-34.464 -70.078
-34.458 -70.071
-34.453 -70.069
-34.443 -70.061
-34.43 -70.054
-34.428 -70.052
-34.427 -70.043
-34.424 -70.035
-34.409 -70.017
-34.402 -70.011
-34.39 -70.017
-34.383 -70.022
-34.374 -70.028
-34.367 -70.03
-34.362 -70.028
-34.355 -70.023
-34.341 -70.017
-34.331 -70.019
-34.308 -70.029
-34.292 -70.04
-34.287 -70.042
-34.283 -70.039
-34.282 -70.035
-34.283 -70.018
-34.281 -70.015
-34.273 -70.003
-34.269 -70
-34.266 -69.997
-34.256 -69.984
-34.253 -69.976
-34.254 -69.969
-34.261 -69.958
-34.275 -69.944
-34.284 -69.933
-34.287 -69.928
-34.296 -69.919
-34.297 -69.914
-34.293 -69.905
-34.286 -69.901
-34.275 -69.896
-34.27 -69.886
-34.265 -69.874
-34.258 -69.859
-34.251 -69.845
-34.246 -69.837
-34.236 -69.826
-34.231 -69.819
-34.224 -69.815
-34.22 -69.816
-34.212 -69.823
-34.208 -69.828
-34.208 -69.833
-34.196 -69.847
-34.188 -69.853
-34.177 -69.867
-34.163 -69.873
-34.151 -69.875
-34.144 -69.875
-34.136 -69.877
-34.131 -69.878
-34.111 -69.87
-34.099 -69.86
-34.085 -69.846
-34.08 -69.844
-34.075 -69.846
-34.065 -69.85
-34.051 -69.855
-34.042 -69.852
-34.022 -69.835
-34.008 -69.832
-33.99 -69.83
-33.98 -69.83
-33.975 -69.833
-33.97 -69.84
-33.967 -69.845
-33.965 -69.846
-33.963 -69.848
-33.959 -69.854
-33.952 -69.861
-33.941 -69.866
-33.932 -69.867
-33.909 -69.871
-33.897 -69.869
-33.89 -69.869
-33.862 -69.881
-33.841 -69.885
-33.829 -69.89
-33.81 -69.892
-33.8 -69.892
-33.791 -69.887
-33.784 -69.882
-33.774 -69.871
-33.761 -69.86
-33.757 -69.859
-33.752 -69.858
-33.747 -69.86
-33.739 -69.861
-33.73 -69.863
-33.724 -69.864
-33.713 -69.872
-33.704 -69.878
-33.698 -69.882
-33.688 -69.884
-33.68 -69.885
-33.662 -69.878
-33.653 -69.878
-33.63 -69.871
-33.618 -69.868
-33.589 -69.871
-33.576 -69.871
-33.567 -69.871
-33.561 -69.869
-33.547 -69.865
-33.545 -69.862
-33.54 -69.859
-33.528 -69.851
-33.513 -69.842
-33.5 -69.839
-33.495 -69.836
-33.485 -69.825
-33.478 -69.814
-33.474 -69.803
-33.467 -69.783
-33.463 -69.776
-33.453 -69.759
-33.448 -69.753
-33.433 -69.745
-33.426 -69.744
-33.408 -69.747
-33.396 -69.751
-33.385 -69.757
-33.38 -69.761
-33.367 -69.772
-33.363 -69.772
-33.345 -69.774
-33.337 -69.777
-33.33 -69.783
-33.319 -69.789
-33.307 -69.798
-33.302 -69.804
-33.296 -69.811
-33.29 -69.814
-33.28 -69.826
-33.265 -69.838
-33.253 -69.849
-33.245 -69.854
-33.236 -69.864
-33.225 -69.879
-33.222 -69.888
-33.222 -69.897
-33.224 -69.903
-33.23 -69.909
-33.237 -69.913
-33.251 -69.915
-33.26 -69.919
-33.265 -69.923
-33.276 -69.929
-33.282 -69.931
-33.293 -69.94
-33.313 -69.953
-33.321 -69.964
-33.328 -69.982
-33.33 -69.997
-33.33 -70
-33.33 -70.003
-33.327 -70.014
-33.321 -70.021
-33.314 -70.025
-33.306 -70.027
-33.285 -70.032
-33.265 -70.035
-33.248 -70.036
-33.212 -70.041
-33.185 -70.052
-33.172 -70.059
-33.165 -70.064
-33.156 -70.07
-33.15 -70.071
-33.14 -70.069
-33.13 -70.067
-33.111 -70.073
-33.102 -70.073
-33.095 -70.073
-33.083 -70.075
-33.056 -70.084
-33.042 -70.093
-33.04 -70.092
-33.036 -70.089
-33.029 -70.073
-33.021 -70.05
-33.016 -70.043
-33.013 -70.04
-33.001 -70.032
-32.991 -70.026
-32.988 -70.027
-32.979 -70.028
-32.966 -70.03
-32.937 -70.01
-32.919 -70.001
-32.917 -70
-32.908 -69.997
-32.902 -69.997
-32.895 -70
-32.889 -70.006
-32.883 -70.016
-32.88 -70.023
-32.878 -70.027
-32.876 -70.033
-32.872 -70.039
-32.864 -70.051
-32.856 -70.055
-32.846 -70.056
-32.834 -70.058
-32.83 -70.062
-32.827 -70.07
-32.818 -70.087
-32.811 -70.09
-32.807 -70.092
-32.804 -70.095
-32.801 -70.101
-32.798 -70.108
-32.795 -70.109
-32.781 -70.11
-32.772 -70.116
-32.768 -70.122
-32.76 -70.129
-32.745 -70.139
-32.731 -70.146
-32.722 -70.149
-32.71 -70.148
-32.674 -70.148
-32.659 -70.151
-32.648 -70.155
-32.634 -70.161
-32.622 -70.168
-32.613 -70.169
-32.603 -70.168
-32.597 -70.164
-32.588 -70.156
-32.575 -70.138
-32.572 -70.134
-32.565 -70.129
-32.548 -70.127
-32.532 -70.13
-32.516 -70.136
-32.504 -70.139
-32.495 -70.139
-32.484 -70.142
-32.473 -70.15
-32.465 -70.157
-32.459 -70.164
-32.453 -70.176
-32.45 -70.182
-32.447 -70.194
-32.441 -70.219
-32.437 -70.229
-32.432 -70.234
-32.425 -70.236
-32.415 -70.24
-32.398 -70.237
-32.387 -70.232
-32.379 -70.225
-32.371 -70.222
-32.367 -70.222
-32.359 -70.223
-32.347 -70.221
-32.339 -70.222
-32.332 -70.224
-32.324 -70.229
-32.313 -70.24
-32.304 -70.253
-32.295 -70.268
-32.286 -70.288
-32.282 -70.292
-32.276 -70.306
-32.271 -70.312
-32.267 -70.318
-32.261 -70.321
-32.255 -70.32
-32.243 -70.314
-32.238 -70.313
-32.227 -70.312
-32.216 -70.308
-32.203 -70.306
-32.19 -70.309
-32.183 -70.308
-32.169 -70.3
-32.155 -70.297
-32.145 -70.299
-32.137 -70.305
-32.136 -70.308
-32.131 -70.318
-32.127 -70.324
-32.12 -70.331
-32.115 -70.337
-32.107 -70.341
-32.093 -70.345
-32.085 -70.341
-32.081 -70.34
-32.076 -70.346
-32.066 -70.362
-32.063 -70.371
-32.058 -70.382
-32.056 -70.384
-32.051 -70.386
-32.043 -70.383
-32.035 -70.371
-32.032 -70.363
-32.033 -70.358
-32.037 -70.35
-32.046 -70.339
-32.046 -70.335
-32.049 -70.331
-32.052 -70.322
-32.052 -70.312
-32.05 -70.303
-32.044 -70.278
-32.041 -70.274
-32.036 -70.267
-32.013 -70.251
-32.007 -70.24
-32 -70.23
-31.99 -70.212
-31.982 -70.205
-31.97 -70.202
-31.957 -70.207
-31.939 -70.22
-31.933 -70.227
-31.907 -70.255
-31.896 -70.268
-31.89 -70.281
-31.888 -70.292
-31.891 -70.353
-31.89 -70.353
-31.889 -70.355
-31.888 -70.364
-31.884 -70.373
-31.882 -70.383
-31.865 -70.417
-31.858 -70.429
-31.848 -70.44
-31.837 -70.447
-31.824 -70.448
-31.81 -70.448
-31.791 -70.448
-31.777 -70.451
-31.722 -70.458
-31.701 -70.465
-31.691 -70.472
-31.69 -70.476
-31.689 -70.478
-31.692 -70.491
-31.69 -70.496
-31.668 -70.504
-31.655 -70.505
-31.64 -70.512
-31.615 -70.533
-31.601 -70.539
-31.591 -70.542
-31.56 -70.553
-31.543 -70.555
-31.519 -70.554
-31.502 -70.562
-31.482 -70.562
-31.471 -70.553
-31.467 -70.55
-31.453 -70.542
-31.443 -70.538
-31.394 -70.533
-31.348 -70.538
-31.338 -70.539
-31.323 -70.537
-31.276 -70.522
-31.227 -70.514
-31.224 -70.513
-31.163 -70.511
-31.148 -70.506
-31.131 -70.492
-31.111 -70.468
-31.107 -70.464
-31.092 -70.452
-31.09 -70.445
-31.091 -70.439
-31.109 -70.426
-31.149 -70.403
-31.166 -70.4
-31.171 -70.396
-31.171 -70.395
-31.171 -70.391
-31.167 -70.387
-31.153 -70.382
-31.144 -70.374
-31.134 -70.369
-31.116 -70.369
-31.107 -70.365
-31.1 -70.355
-31.094 -70.331
-31.085 -70.323
-31.076 -70.32
-31.057 -70.314
-31.048 -70.306
-31.039 -70.286
-31.028 -70.27
-31.024 -70.267
-31.016 -70.273
-31.014 -70.277
-31.014 -70.289
-31.012 -70.296
-31.006 -70.299
-30.99 -70.295
-30.971 -70.29
-30.961 -70.291
-30.918 -70.304
-30.891 -70.305
-30.887 -70.302
-30.868 -70.294
-30.845 -70.285
-30.789 -70.277
-30.754 -70.258
-30.748 -70.254
