Grid Index,Latitude,Longitude,Depth (km),Strike
355,19.1,-67.7,31.6,90.1
356,19.1,-67.6,31.6,90.2
357,19.1,-67.5,31.6,90.1
358,19.1,-67.4,31.6,90.0
359,19.1,-67.3,31.6,89.8
360,19.1,-67.2,31.6,89.7
361,19.1,-67.1,31.6,89.7
362,19.1,-67.0,31.7,89.6
363,19.1,-66.9,31.7,89.6
364,19.1,-66.8,31.7,89.6
365,19.1,-66.7,31.8,89.6
366,19.1,-66.6,31.8,89.7
367,19.1,-66.5,31.8,89.8
368,19.1,-66.4,31.8,90.1
369,19.1,-66.3,31.8,90.4
370,19.1,-66.2,31.8,90.9
371,19.1,-66.1,31.7,91.3
372,19.1,-66.0,31.5,91.8
373,19.1,-65.9,31.4,92.2
374,19.1,-65.8,31.2,92.5
375,19.1,-65.7,31.0,92.7
376,19.1,-65.6,30.7,92.8
377,19.1,-65.5,30.5,92.8
378,19.1,-65.4,30.3,92.7
379,19.1,-65.3,30.1,92.7
380,19.1,-65.2,29.9,92.7
381,19.1,-65.1,29.7,92.7
382,19.1,-65.0,29.5,92.9
383,19.1,-64.9,29.2,93.4
384,19.1,-64.8,29.0,94.0
385,19.1,-64.7,28.6,94.8
386,19.1,-64.6,28.3,95.8
387,19.1,-64.5,27.8,96.9
388,19.1,-64.4,27.3,98.1
389,19.1,-64.3,26.7,99.3
390,19.1,-64.2,26.1,100.5
391,19.1,-64.1,25.3,101.7
392,19.1,-64.0,24.6,102.7
393,19.1,-63.9,23.8,103.6
394,19.1,-63.8,22.9,104.4
395,19.1,-63.7,22.1,105.1
396,19.1,-63.6,21.3,105.7
397,19.1,-63.5,20.4,106.2
398,19.1,-63.4,19.6,106.7
399,19.1,-63.3,18.8,107.4
400,19.1,-63.2,18.0,108.2
401,19.1,-63.1,17.2,109.1
402,19.1,-63.0,16.4,110.2
403,19.1,-62.9,15.6,111.4
404,19.1,-62.8,14.9,112.6
405,19.1,-62.7,14.1,113.7
406,19.1,-62.6,13.4,114.6
407,19.1,-62.5,12.7,115.3
408,19.1,-62.4,12.0,115.6
409,19.1,-62.3,11.4,115.5
410,19.1,-62.2,10.8,114.9
411,19.1,-62.1,10.3,114.0
412,19.1,-62.0,9.9,112.8
413,19.1,-61.9,9.5,111.4
414,19.1,-61.8,10.2,109.4
415,19.2,-69.2,22.9,90.3
416,19.2,-69.1,22.8,90.4
417,19.2,-69.0,22.8,90.2
418,19.2,-68.9,22.8,89.8
419,19.2,-68.8,22.8,89.1
420,19.2,-68.7,23.0,88.2
421,19.2,-68.6,23.2,87.4
422,19.2,-68.5,23.5,86.8
423,19.2,-68.4,23.8,86.4
424,19.2,-68.3,24.2,86.3
425,19.2,-68.2,24.5,86.5
426,19.2,-68.1,24.9,86.9
427,19.2,-68.0,25.1,87.4
428,19.2,-67.9,25.3,87.8
429,19.2,-67.8,25.5,88.1
430,19.2,-67.7,25.7,88.3
431,19.2,-67.6,25.8,88.4
432,19.2,-67.5,26.0,88.4
433,19.2,-67.4,26.1,88.4
434,19.2,-67.3,26.2,88.4
435,19.2,-67.2,26.4,88.5
436,19.2,-67.1,26.5,88.6
437,19.2,-67.0,26.6,88.7
438,19.2,-66.9,26.7,88.8
439,19.2,-66.8,26.8,89.0
440,19.2,-66.7,26.8,89.1
441,19.2,-66.6,26.9,89.3
442,19.2,-66.5,26.9,89.6
443,19.2,-66.4,27.0,89.9
444,19.2,-66.3,26.9,90.3
445,19.2,-66.2,26.9,90.8
446,19.2,-66.1,26.8,91.2
447,19.2,-66.0,26.7,91.6
448,19.2,-65.9,26.6,92.0
449,19.2,-65.8,26.4,92.2
450,19.2,-65.7,26.3,92.3
451,19.2,-65.6,26.1,92.4
452,19.2,-65.5,25.9,92.3
453,19.2,-65.4,25.8,92.2
454,19.2,-65.3,25.6,92.1
455,19.2,-65.2,25.5,92.1
456,19.2,-65.1,25.3,92.2
457,19.2,-65.0,25.2,92.5
458,19.2,-64.9,25.0,92.9
459,19.2,-64.8,24.8,93.6
460,19.2,-64.7,24.5,94.5
461,19.2,-64.6,24.2,95.5
462,19.2,-64.5,23.8,96.6
463,19.2,-64.4,23.4,97.7
464,19.2,-64.3,22.9,98.9
465,19.2,-64.2,22.3,100.0
466,19.2,-64.1,21.7,101.0
467,19.2,-64.0,21.1,102.0
468,19.2,-63.9,20.4,102.8
469,19.2,-63.8,19.7,103.5
470,19.2,-63.7,19.0,104.2
471,19.2,-63.6,18.3,104.7
472,19.2,-63.5,17.6,105.2
473,19.2,-63.4,16.9,105.8
474,19.2,-63.3,16.3,106.4
475,19.2,-63.2,15.6,107.2
476,19.2,-63.1,15.0,108.2
477,19.2,-63.0,14.3,109.3
478,19.2,-62.9,13.7,110.5
479,19.2,-62.8,13.1,111.8
480,19.2,-62.7,12.4,113.0
481,19.2,-62.6,11.8,114.0
482,19.2,-62.5,11.2,114.8
483,19.2,-62.4,10.7,115.3
484,19.2,-62.3,10.2,115.5
485,19.2,-62.2,9.7,115.2
486,19.2,-62.1,9.3,114.6
487,19.2,-62.0,9.9,112.8
488,19.2,-61.9,9.5,111.4
489,19.2,-61.8,9.5,109.4
490,19.3,-70.0,18.5,95.1
491,19.3,-69.9,18.3,93.7
492,19.3,-69.8,18.0,92.5
493,19.3,-69.7,17.9,91.6
494,19.3,-69.6,17.8,91.1
495,19.3,-69.5,17.7,90.9
496,19.3,-69.4,17.7,90.9
497,19.3,-69.3,17.6,91.0
498,19.3,-69.2,17.5,91.0
499,19.3,-69.1,17.5,90.8
500,19.3,-69.0,17.4,90.3
501,19.3,-68.9,17.4,89.5
502,19.3,-68.8,17.5,88.5
503,19.3,-68.7,17.7,87.3
504,19.3,-68.6,17.9,86.3
505,19.3,-68.5,18.2,85.4
506,19.3,-68.4,18.6,84.9
507,19.3,-68.3,19.0,84.7
508,19.3,-68.2,19.4,84.8
509,19.3,-68.1,19.8,85.1
510,19.3,-68.0,20.1,85.6
511,19.3,-67.9,20.4,86.0
512,19.3,-67.8,20.7,86.4
513,19.3,-67.7,20.9,86.7
514,19.3,-67.6,21.1,86.8
515,19.3,-67.5,21.3,86.9
516,19.3,-67.4,21.5,87.1
517,19.3,-67.3,21.7,87.2
518,19.3,-67.2,21.9,87.4
519,19.3,-67.1,22.1,87.7
520,19.3,-67.0,22.2,87.9
521,19.3,-66.9,22.4,88.2
522,19.3,-66.8,22.5,88.5
523,19.3,-66.7,22.6,88.7
524,19.3,-66.6,22.6,89.0
525,19.3,-66.5,22.7,89.4
526,19.3,-66.4,22.7,89.8
527,19.3,-66.3,22.7,90.2
528,19.3,-66.2,22.7,90.7
529,19.3,-66.1,22.6,91.1
530,19.3,-66.0,22.5,91.5
531,19.3,-65.9,22.4,91.8
532,19.3,-65.8,22.3,92.0
533,19.3,-65.7,22.2,92.1
534,19.3,-65.6,22.1,92.1
535,19.3,-65.5,21.9,92.0
536,19.3,-65.4,21.8,91.8
537,19.3,-65.3,21.7,91.7
538,19.3,-65.2,21.6,91.7
539,19.3,-65.1,21.5,91.8
540,19.3,-65.0,21.4,92.1
541,19.3,-64.9,21.3,92.7
542,19.3,-64.8,21.1,93.4
543,19.3,-64.7,20.9,94.3
544,19.3,-64.6,20.6,95.3
545,19.3,-64.5,20.3,96.4
546,19.3,-64.4,19.9,97.5
547,19.3,-64.3,19.5,98.6
548,19.3,-64.2,19.0,99.6
549,19.3,-64.1,18.5,100.5
550,19.3,-64.0,17.9,101.3
551,19.3,-63.9,17.4,102.1
552,19.3,-63.8,16.8,102.7
553,19.3,-63.7,16.3,103.3
554,19.3,-63.6,15.7,103.8
555,19.3,-63.5,15.2,104.3
556,19.3,-63.4,14.6,104.8
557,19.3,-63.3,14.1,105.5
558,19.3,-63.2,13.6,106.3
559,19.3,-63.1,13.1,107.3
560,19.3,-63.0,12.5,108.4
561,19.3,-62.9,12.0,109.7
562,19.3,-62.8,11.5,111.0
563,19.3,-62.7,11.0,112.3
564,19.3,-62.6,10.5,113.4
565,19.3,-62.5,10.1,114.4
566,19.3,-62.4,9.6,115.1
567,19.3,-62.3,9.2,115.5
568,19.3,-62.2,9.7,115.2
569,19.3,-62.1,9.3,114.6
570,19.3,-62.0,9.3,112.8
571,19.3,-61.9,9.5,111.4
572,19.4,-70.6,18.0,99.8
573,19.4,-70.5,17.4,100.0
574,19.4,-70.4,16.9,100.0
575,19.4,-70.3,16.3,99.7
576,19.4,-70.2,15.8,99.0
577,19.4,-70.1,15.4,98.0
578,19.4,-70.0,15.0,96.8
579,19.4,-69.9,14.7,95.6
580,19.4,-69.8,14.4,94.4
581,19.4,-69.7,14.2,93.5
582,19.4,-69.6,14.0,92.9
583,19.4,-69.5,13.9,92.5
584,19.4,-69.4,13.8,92.2
585,19.4,-69.3,13.7,92.0
586,19.4,-69.2,13.6,91.7
587,19.4,-69.1,13.5,91.1
588,19.4,-69.0,13.4,90.2
589,19.4,-68.9,13.5,89.0
590,19.4,-68.8,13.6,87.6
591,19.4,-68.7,13.7,86.1
592,19.4,-68.6,14.0,84.7
593,19.4,-68.5,14.3,83.7
594,19.4,-68.4,14.7,83.0
595,19.4,-68.3,15.1,82.7
596,19.4,-68.2,15.5,82.8
597,19.4,-68.1,15.9,83.2
598,19.4,-68.0,16.2,83.7
599,19.4,-67.9,16.6,84.3
600,19.4,-67.8,16.9,84.7
601,19.4,-67.7,17.1,85.1
602,19.4,-67.6,17.4,85.4
603,19.4,-67.5,17.6,85.7
604,19.4,-67.4,17.9,86.0
605,19.4,-67.3,18.1,86.3
606,19.4,-67.2,18.3,86.6
607,19.4,-67.1,18.4,86.9
608,19.4,-67.0,18.6,87.3
609,19.4,-66.9,18.7,87.7
610,19.4,-66.8,18.9,88.0
611,19.4,-66.7,19.0,88.4
612,19.4,-66.6,19.0,88.8
613,19.4,-66.5,19.1,89.2
614,19.4,-66.4,19.1,89.6
615,19.4,-66.3,19.1,90.1
616,19.4,-66.2,19.1,90.6
617,19.4,-66.1,19.1,91.1
618,19.4,-66.0,19.0,91.5
619,19.4,-65.9,18.9,91.8
620,19.4,-65.8,18.8,91.9
621,19.4,-65.7,18.7,92.0
622,19.4,-65.6,18.6,91.9
623,19.4,-65.5,18.5,91.7
624,19.4,-65.4,18.4,91.5
625,19.4,-65.3,18.4,91.4
626,19.4,-65.2,18.3,91.4
627,19.4,-65.1,18.2,91.5
628,19.4,-65.0,18.1,91.9
629,19.4,-64.9,18.0,92.5
630,19.4,-64.8,17.9,93.3
631,19.4,-64.7,17.7,94.3
632,19.4,-64.6,17.5,95.3
633,19.4,-64.5,17.2,96.4
634,19.4,-64.4,16.9,97.4
635,19.4,-64.3,16.5,98.4
636,19.4,-64.2,16.1,99.3
637,19.4,-64.1,15.7,100.1
638,19.4,-64.0,15.3,100.8
639,19.4,-63.9,14.8,101.4
640,19.4,-63.8,14.4,102.0
641,19.4,-63.7,14.0,102.5
642,19.4,-63.6,13.5,102.9
643,19.4,-63.5,13.1,103.4
644,19.4,-63.4,12.7,103.9
645,19.4,-63.3,12.3,104.6
646,19.4,-63.2,11.9,105.4
647,19.4,-63.1,11.5,106.4
648,19.4,-63.0,11.1,107.6
649,19.4,-62.9,10.7,108.9
650,19.4,-62.8,10.3,110.2
651,19.4,-62.7,9.9,111.6
652,19.4,-62.6,9.5,112.8
653,19.4,-62.5,9.1,113.9
654,19.4,-62.4,9.6,115.1
655,19.4,-62.3,9.2,115.5
656,19.4,-62.2,9.2,115.2
657,19.5,-70.9,16.2,97.8
658,19.5,-70.8,15.8,98.7
659,19.5,-70.7,15.3,99.6
660,19.5,-70.6,14.9,100.2
661,19.5,-70.5,14.4,100.7
662,19.5,-70.4,13.9,100.8
663,19.5,-70.3,13.4,100.7
664,19.5,-70.2,13.0,100.2
665,19.5,-70.1,12.6,99.4
666,19.5,-70.0,12.2,98.4
667,19.5,-69.9,11.9,97.3
668,19.5,-69.8,11.7,96.2
669,19.5,-69.7,11.4,95.3
670,19.5,-69.6,11.2,94.6
671,19.5,-69.5,11.1,94.0
672,19.5,-69.4,10.9,93.5
673,19.5,-69.3,10.8,92.9
674,19.5,-69.2,10.7,92.2
675,19.5,-69.1,10.6,91.1
676,19.5,-69.0,10.6,89.8
677,19.5,-68.9,10.6,88.1
678,19.5,-68.8,10.7,86.3
679,19.5,-68.7,10.9,84.4
680,19.5,-68.6,11.2,82.8
681,19.5,-68.5,11.5,81.5
682,19.5,-68.4,11.8,80.7
683,19.5,-68.3,12.2,80.4
684,19.5,-68.2,12.6,80.5
685,19.5,-68.1,13.0,81.0
686,19.5,-68.0,13.3,81.7
687,19.5,-67.9,13.7,82.4
688,19.5,-67.8,14.0,83.1
689,19.5,-67.7,14.3,83.7
690,19.5,-67.6,14.5,84.2
691,19.5,-67.5,14.7,84.6
692,19.5,-67.4,15.0,85.1
693,19.5,-67.3,15.2,85.5
694,19.5,-67.2,15.3,85.9
695,19.5,-67.1,15.5,86.4
696,19.5,-67.0,15.7,86.8
697,19.5,-66.9,15.8,87.2
698,19.5,-66.8,15.9,87.7
699,19.5,-66.7,16.0,88.1
700,19.5,-66.6,16.1,88.5
701,19.5,-66.5,16.1,89.0
702,19.5,-66.4,16.1,89.5
703,19.5,-66.3,16.2,90.1
704,19.5,-66.2,16.1,90.6
705,19.5,-66.1,16.1,91.1
706,19.5,-66.0,16.0,91.5
707,19.5,-65.9,16.0,91.8
708,19.5,-65.8,15.9,91.9
709,19.5,-65.7,15.8,91.9
710,19.5,-65.6,15.7,91.7
711,19.5,-65.5,15.7,91.5
712,19.5,-65.4,15.6,91.3
713,19.5,-65.3,15.6,91.1
714,19.5,-65.2,15.5,91.1
715,19.5,-65.1,15.5,91.3
716,19.5,-65.0,15.4,91.8
717,19.5,-64.9,15.3,92.5
718,19.5,-64.8,15.2,93.4
719,19.5,-64.7,15.0,94.4
720,19.5,-64.6,14.9,95.4
721,19.5,-64.5,14.6,96.5
722,19.5,-64.4,14.4,97.4
723,19.5,-64.3,14.1,98.3
724,19.5,-64.2,13.7,99.1
725,19.5,-64.1,13.4,99.8
726,19.5,-64.0,13.1,100.4
727,19.5,-63.9,12.7,100.9
728,19.5,-63.8,12.4,101.3
729,19.5,-63.7,12.0,101.7
730,19.5,-63.6,11.7,102.1
731,19.5,-63.5,11.4,102.5
732,19.5,-63.4,11.1,103.0
733,19.5,-63.3,10.8,103.7
