EARTHQUAKE RATE UNCERTAINTY BRANCHES 
RData file,rate-unc-GNMI-All-beta-proface-1973.RData
Calculation start and end,Fri Jul 10 10:40:24 2026,Fri Jul 10 10:49:12 2026
Region name,GNMI-All
Version,beta-proface-1973
Catalog type,Prob
b mean,1.3
b sigma,0.101
max n sigma b,3
delta,0.1
M1,5
Mmax,8
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
default M sigma,0.2
max n sigma M,3
nsamples,1e+05
Magnitude corrections are recomputed 
catalog, from ../catalogs/izu_gnmi_betav2_separated_reclassified_v2.csv
n epochs,3
t start,t end,Mc
1973,1994.5,5
1994.5,2010,5.3
2010,2026,5.4
type of rate model,average
epoch weights,0.4056604,0.2924528,0.3018868
BRANCHES
Note: all rates are cumulative
Note: calculations assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,36.5,1.29
0.025,29.8,1.47
0.16,32.9,1.39
0.5,36.4,1.3
0.84,40.1,1.2
0.975,43.9,1.1
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,36.5,1.27
0.025,29.8,1.42
0.16,32.9,1.37
0.5,36.4,1.3
0.84,40.1,1.22
0.975,43.9,1.15
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
5,36.496,29.799,32.926,36.365,40.069,43.909
5.1,27.046,22.902,24.899,26.983,29.186,31.578
5.2,20.052,17.508,18.773,20.028,21.322,22.793
5.3,14.874,13.253,14.072,14.865,15.669,16.559
5.4,11.038,9.8997,10.464,11.032,11.613,12.221
5.5,8.1957,7.285,7.7185,8.183,8.672,9.1831
5.6,6.088,5.2956,5.6596,6.0676,6.517,6.9989
5.7,4.5245,3.8246,4.1322,4.4988,4.9157,5.3753
5.8,3.3641,2.7499,3.0098,3.3358,3.7179,4.1416
5.9,2.5026,1.9724,2.1896,2.4739,2.8146,3.1987
6,1.8625,1.412,1.5911,1.835,2.1322,2.4746
6.1,1.3869,1.0106,1.156,1.3611,1.6168,1.9152
6.2,1.0332,0.72256,0.83964,1.0097,1.2256,1.4833
6.3,0.77009,0.51632,0.60976,0.74901,0.92959,1.1479
6.4,0.57426,0.36869,0.44265,0.55585,0.70517,0.88923
6.5,0.42844,0.2635,0.32137,0.41232,0.53504,0.68932
6.6,0.3198,0.18815,0.23332,0.30589,0.40574,0.53443
6.7,0.23883,0.13433,0.16938,0.22689,0.30781,0.41435
6.8,0.17845,0.095876,0.12291,0.16831,0.23358,0.32137
6.9,0.1334,0.068427,0.089198,0.12486,0.17717,0.24922
7,0.099771,0.048823,0.064728,0.09263,0.13439,0.19316
7.1,0.074657,0.034832,0.046965,0.068723,0.10201,0.14977
7.2,0.055893,0.024843,0.034071,0.050985,0.077395,0.11617
7.3,0.041865,0.017728,0.024731,0.037826,0.058728,0.090129
7.4,0.031374,0.012642,0.01795,0.028063,0.044578,0.069888
7.5,0.023523,0.0090161,0.013026,0.020821,0.033832,0.054184
7.6,0.017646,0.0064313,0.0094501,0.015446,0.025685,0.042026
7.7,0.013243,0.0045854,0.0068578,0.011461,0.01949,0.032586
7.8,0.0099442,0.0032701,0.0049765,0.0085034,0.014788,0.025265
7.9,0.0074707,0.0023326,0.0036116,0.0063088,0.011222,0.019591
8,0.0056152,0.0016635,0.0026205,0.0046808,0.008519,0.015183
8.1,0.0042227,0.0011861,0.001902,0.003474,0.0064649,0.011769
8.2,0.0031771,0.00084639,0.0013802,0.0025771,0.004906,0.0091267
8.3,0.0023915,0.00060348,0.0010016,0.0019121,0.0037236,0.0070762
8.4,0.0018011,0.00043043,0.00072682,0.0014185,0.0028257,0.0054917
8.5,0.0013571,0.00030698,0.00052746,0.0010522,0.0021444,0.0042606
8.6,0.0010231,0.00021897,0.00038273,0.0007808,0.0016276,0.0033048
8.7,0.00077165,0.00015614,0.00027769,0.00057929,0.001235,0.002564
8.8,0.00058229,0.00011132,0.00020148,0.00042975,0.00093727,0.0019899
8.9,0.00043961,7.9384e-05,0.00014619,0.00031878,0.00071114,0.001543
9,0.00033206,5.6605e-05,0.00010606,0.00023646,0.00053978,0.0011966
9.1,0.00025094,4.0361e-05,7.6978e-05,0.0001754,0.00040959,0.00092789
9.2,0.00018973,2.8791e-05,5.5833e-05,0.00013012,0.0003108,0.00071971
9.3,0.00014352,2.0536e-05,4.0518e-05,9.6543e-05,0.00023585,0.0005583
9.4,0.00010861,1.4645e-05,2.9383e-05,7.1621e-05,0.00017898,0.00043307
9.5,8.2239e-05,1.0442e-05,2.1327e-05,5.3128e-05,0.00013583,0.00033593
9.6,6.2299e-05,7.4487e-06,1.5473e-05,3.9413e-05,0.00010312,0.0002606
9.7,4.7216e-05,5.3127e-06,1.1225e-05,2.9232e-05,7.8245e-05,0.00020199
