segment Wisconsin
46.819 -90.676
46.813 -90.683
46.805 -90.686
46.799 -90.67
46.799 -90.663
46.799 -90.655
46.798 -90.653
46.795 -90.652
46.79 -90.656
46.789 -90.657
46.788 -90.664
46.785 -90.678
46.782 -90.696
46.784 -90.71
46.785 -90.716
46.785 -90.717
46.782 -90.724
46.768 -90.739
46.758 -90.758
46.756 -90.762
46.755 -90.764
46.755 -90.765
46.753 -90.771
46.753 -90.789
46.764 -90.786
46.773 -90.783
46.779 -90.789
46.781 -90.791
46.785 -90.792
46.786 -90.79
46.789 -90.782
46.796 -90.759
46.796 -90.758
46.798 -90.746
46.799 -90.74
46.8 -90.736
46.8 -90.733
46.801 -90.732
46.804 -90.729
46.805 -90.729
46.81 -90.728
46.816 -90.721
46.82 -90.714
46.821 -90.712
46.821 -90.71
46.823 -90.706
46.828 -90.692
46.831 -90.684
46.834 -90.675
46.843 -90.657
46.844 -90.657
46.854 -90.643
46.864 -90.634
46.873 -90.622
46.874 -90.616
46.873 -90.604
46.873 -90.603
46.872 -90.601
46.863 -90.592
46.861 -90.59
46.859 -90.589
46.858 -90.587
46.857 -90.586
46.85 -90.57
46.847 -90.569
46.846 -90.57
46.844 -90.574
segment Wisconsin
45.366 -86.948
45.384 -86.955
45.415 -86.943
45.421 -86.937
45.421 -86.934
45.418 -86.931
45.411 -86.928
45.408 -86.918
45.409 -86.893
45.414 -86.878
45.412 -86.861
45.406 -86.853
45.411 -86.83
45.416 -86.829
45.426 -86.831
45.429 -86.829
45.427 -86.817
45.423 -86.81
45.413 -86.806
45.407 -86.805
45.406 -86.808
45.408 -86.818
45.406 -86.824
45.39 -86.841
45.371 -86.853
45.365 -86.864
45.353 -86.868
45.341 -86.865
45.333 -86.869
45.331 -86.875
45.332 -86.888
45.329 -86.895
45.323 -86.899
45.307 -86.897
45.298 -86.897
45.295 -86.9
45.297 -86.905
45.312 -86.914
45.324 -86.926
45.333 -86.937
45.335 -86.948
45.342 -86.956
45.352 -86.956
45.355 -86.953
45.356 -86.948
45.359 -86.946
45.366 -86.948
segment Wisconsin
45.061 -87.5
45.061 -87.499
45.061 -87.497
45.061 -87.496
45.061 -87.495
45.06 -87.495
45.059 -87.493
45.058 -87.493
45.057 -87.493
45.057 -87.492
45.056 -87.492
45.056 -87.491
45.055 -87.49
45.055 -87.491
45.056 -87.493
45.057 -87.494
45.058 -87.498
45.058 -87.499
45.058 -87.5
45.059 -87.502
45.059 -87.504
45.059 -87.506
45.06 -87.506
45.06 -87.504
45.061 -87.502
45.061 -87.501
45.061 -87.5
