segment Oklahoma
34.161 -98.856
34.161 -98.857
34.16 -98.858
34.159 -98.858
34.153 -98.858
34.15 -98.86
34.149 -98.863
34.15 -98.867
34.15 -98.868
34.15 -98.869
34.154 -98.873
34.156 -98.875
34.157 -98.875
34.16 -98.872
34.163 -98.871
34.165 -98.872
34.167 -98.873
34.168 -98.877
34.173 -98.893
34.178 -98.909
34.182 -98.918
34.183 -98.921
34.186 -98.923
34.191 -98.927
34.193 -98.928
34.204 -98.94
34.212 -98.95
34.213 -98.953
34.214 -98.958
34.213 -98.961
34.211 -98.962
34.206 -98.962
34.205 -98.962
34.201 -98.966
34.201 -98.969
34.204 -98.974
34.206 -98.977
34.21 -98.979
34.218 -98.981
34.221 -98.987
34.222 -98.991
34.218 -99.001
34.214 -99.003
34.211 -99.003
34.209 -99.003
34.207 -99.006
34.203 -99.013
34.207 -99.036
34.206 -99.037
34.205 -99.039
34.201 -99.041
34.198 -99.043
34.198 -99.049
34.201 -99.058
34.201 -99.059
34.203 -99.059
34.205 -99.06
34.208 -99.066
34.211 -99.076
34.212 -99.08
34.211 -99.081
34.209 -99.092
34.206 -99.102
34.203 -99.109
34.202 -99.119
34.203 -99.127
34.204 -99.13
34.207 -99.132
34.209 -99.132
34.212 -99.13
34.214 -99.128
34.215 -99.127
34.218 -99.128
34.219 -99.129
34.219 -99.131
34.219 -99.138
34.215 -99.144
34.209 -99.159
34.214 -99.188
34.214 -99.19
34.215 -99.19
34.217 -99.192
34.219 -99.193
34.222 -99.192
34.227 -99.19
34.23 -99.19
34.232 -99.191
34.24 -99.196
34.244 -99.197
34.261 -99.197
34.272 -99.195
34.281 -99.196
34.281 -99.2
34.282 -99.204
34.284 -99.208
34.286 -99.21
34.287 -99.21
34.292 -99.211
34.292 -99.212
34.308 -99.213
34.311 -99.213
34.314 -99.212
34.325 -99.21
34.336 -99.211
34.337 -99.211
34.34 -99.213
34.342 -99.217
34.341 -99.22
34.34 -99.222
34.34 -99.226
34.341 -99.23
34.342 -99.233
34.344 -99.233
34.353 -99.234
34.357 -99.235
34.363 -99.237
34.366 -99.239
34.373 -99.243
34.376 -99.249
34.375 -99.251
34.372 -99.255
34.373 -99.259
34.382 -99.271
34.382 -99.272
34.385 -99.275
34.387 -99.275
34.388 -99.274
34.388 -99.272
34.388 -99.271
34.388 -99.265
34.388 -99.264
34.389 -99.263
34.39 -99.261
34.391 -99.259
34.392 -99.259
34.402 -99.261
34.403 -99.261
34.405 -99.264
34.414 -99.288
34.415 -99.29
34.415 -99.295
34.414 -99.299
34.41 -99.308
34.408 -99.316
34.408 -99.318
34.409 -99.32
34.411 -99.321
34.414 -99.324
34.416 -99.325
34.422 -99.329
34.425 -99.331
34.428 -99.334
34.431 -99.341
34.437 -99.35
34.442 -99.356
34.442 -99.357
34.445 -99.357
34.447 -99.357
34.449 -99.355
34.45 -99.355
34.451 -99.355
34.452 -99.355
34.456 -99.359
34.459 -99.37
34.459 -99.375
34.459 -99.376
34.457 -99.381
34.443 -99.394
34.442 -99.395
34.441 -99.395
34.435 -99.396
34.424 -99.397
34.419 -99.397
34.417 -99.396
34.415 -99.394
34.406 -99.391
34.383 -99.396
34.378 -99.397
34.375 -99.4
34.373 -99.403
34.373 -99.404
34.373 -99.406
34.373 -99.407
34.373 -99.409
34.38 -99.42
34.374 -99.431
34.373 -99.431
34.374 -99.441
34.38 -99.445
34.388 -99.453
34.393 -99.463
34.396 -99.471
34.396 -99.472
34.396 -99.477
34.396 -99.478
34.398 -99.487
34.4 -99.49
34.405 -99.494
34.408 -99.497
34.41 -99.5
34.414 -99.514
34.414 -99.518
34.412 -99.524
34.412 -99.529
34.411 -99.53
34.413 -99.549
34.415 -99.556
34.417 -99.562
34.417 -99.563
34.418 -99.57
34.418 -99.574
34.417 -99.58
34.408 -99.584
34.398 -99.585
34.391 -99.585
34.389 -99.585
34.389 -99.586
34.386 -99.587
34.386 -99.588
34.377 -99.596
34.375 -99.6
34.374 -99.624
34.375 -99.629
34.376 -99.631
34.38 -99.65
34.377 -99.654
34.374 -99.659
34.374 -99.66
34.374 -99.663
34.374 -99.665
34.374 -99.666
34.375 -99.667
34.378 -99.671
34.378 -99.672
34.38 -99.678
34.381 -99.696
34.388 -99.708
34.391 -99.713
34.395 -99.715
34.398 -99.714
34.401 -99.715
34.403 -99.716
34.406 -99.72
34.411 -99.73
34.415 -99.741
34.421 -99.754
34.431 -99.767
34.432 -99.768
34.435 -99.765
34.436 -99.765
34.437 -99.766
34.443 -99.774
34.444 -99.776
34.444 -99.783
34.445 -99.784
34.454 -99.794
34.476 -99.814
34.485 -99.819
34.488 -99.818
34.498 -99.825
34.5 -99.833
34.507 -99.845
34.512 -99.853
34.526 -99.867
34.528 -99.869
34.532 -99.872
34.535 -99.873
34.537 -99.874
34.539 -99.877
34.541 -99.878
34.547 -99.885
34.549 -99.887
34.554 -99.894
34.556 -99.896
34.556 -99.899
34.565 -99.914
34.566 -99.916
34.57 -99.922
34.575 -99.923
34.577 -99.929
34.579 -99.946
34.578 -99.954
34.578 -99.955
34.577 -99.957
34.574 -99.958
34.573 -99.958
34.571 -99.959
34.566 -99.966
34.562 -99.972
34.561 -99.975
34.56 -99.986
34.56 -99.998
34.561 -100
34.711 -100
34.746 -100
34.854 -100
35.03 -100
35.183 -100
35.205 -100
35.272 -100
35.299 -100
35.422 -100
35.619 -100
35.625 -100
35.745 -100
35.881 -100
36.056 -100
36.131 -100
36.164 -100
36.202 -100
36.421 -100
36.5 -100
36.5 -100.004
36.5 -100.09
36.5 -100.181
36.5 -100.311
36.5 -100.324
36.499 -100.334
36.499 -100.352
36.499 -100.379
36.5 -100.379
36.499 -100.414
36.499 -100.421
36.499 -100.434
36.499 -100.441
36.499 -100.489
36.499 -100.522
36.499 -100.53
36.499 -100.531
36.499 -100.546
36.499 -100.578
36.499 -100.583
36.499 -100.584
36.499 -100.593
36.499 -100.648
36.5 -100.658
36.499 -100.658
36.5 -100.685
36.5 -100.709
36.5 -100.724
36.5 -100.762
36.5 -100.803
36.5 -100.806
36.5 -100.824
36.5 -100.851
36.5 -100.86
36.5 -100.884
36.5 -100.919
36.5 -100.936
36.5 -100.954
36.5 -100.977
36.5 -101.045
36.5 -101.052
36.499 -101.085
36.499 -101.29
36.5 -101.597
36.5 -101.624
36.5 -101.65
36.5 -101.654
36.5 -101.673
36.5 -101.699
36.5 -101.709
36.5 -101.744
36.5 -101.778
36.5 -101.779
36.5 -101.781
36.5 -101.782
36.5 -101.783
36.5 -101.787
36.5 -101.788
36.5 -101.826
36.5 -101.827
36.5 -101.921
36.501 -101.93
36.501 -102.032
36.501 -102.122
36.5 -102.125
36.5 -102.144
36.5 -102.162
36.501 -102.245
36.5 -102.25
36.5 -102.355
36.5 -102.697
36.5 -103.002
36.527 -103.003
36.603 -103.002
36.617 -103.002
36.675 -103.003
36.719 -103.002
36.91 -103.002
36.912 -103.002
37 -103.002
36.999 -102.987
36.999 -102.986
36.999 -102.98
37 -102.842
37.001 -102.815
37 -102.807
36.999 -102.779
37 -102.76
36.998 -102.742
36.995 -102.698
36.995 -102.525
36.995 -102.355
36.994 -102.261
36.994 -102.252
36.994 -102.208
36.994 -102.184
36.993 -102.055
36.993 -102.042
36.993 -102.028
36.993 -102
36.994 -101.902
36.995 -101.632
36.995 -101.602
36.995 -101.6
36.995 -101.595
36.995 -101.555
36.996 -101.519
36.996 -101.485
36.996 -101.415
36.996 -101.414
36.996 -101.378
36.996 -101.361
36.996 -101.36
36.996 -101.358
36.997 -101.266
36.997 -101.213
36.997 -101.211
36.997 -101.162
36.998 -101.119
36.998 -101.09
36.998 -101.067
36.998 -101.054
36.998 -101.013
36.998 -100.996
36.998 -100.946
36.999 -100.905
36.999 -100.904
36.999 -100.892
36.999 -100.856
36.999 -100.814
36.999 -100.806
36.999 -100.765
36.999 -100.757
36.999 -100.735
36.999 -100.694
37 -100.676
37 -100.633
37 -100.63
37 -100.591
37.001 -100.553
37.001 -100.552
37.001 -100.494
37.002 -100.202
37.002 -100.194
37.002 -100.192
37.002 -100.188
