# Flt#  Seg#     Lat1        Lon1        Lat2        Lon2        Rake     Slp_rt   Slp_sig
 0923     7    37.67381  -121.92263    37.72284  -121.94399   180.000     4.170     2.180
 0923     8    37.72284  -121.94399    37.74570  -121.95864   180.000     4.170     2.180
 0923     9    37.74570  -121.95864    37.76093  -121.97246   180.000     4.170     2.180
 0923    10    37.76093  -121.97246    37.78261  -121.98230   180.000     4.170     2.180
 0923    11    37.78261  -121.98230    37.80263  -121.99340   180.000     4.170     2.180
 0923    12    37.80263  -121.99340    37.81256  -122.00324   180.000     4.170     2.180
 0923    13    37.81256  -122.00324    37.82248  -122.01643   180.000     4.170     2.180
 0923    14    37.82248  -122.01643    37.84828  -122.04177   180.000     4.170     2.180
 0921     1    36.83948  -121.39613    36.89392  -121.42202   180.000    12.950     3.160
 0921     2    36.89392  -121.42202    36.96641  -121.45737   180.000    12.950     3.160
 0921     3    36.96641  -121.45737    37.05708  -121.50637   180.000    12.950     3.160
 0921     4    37.05708  -121.50637    37.06096  -121.50876   180.000    12.950     3.160
 0920     1    36.42583  -120.97386    36.52241  -121.06315   180.000    14.875    10.200
 0920     2    36.52241  -121.06315    36.57800  -121.12877   180.000    14.875    10.200
 0920     3    36.57800  -121.12877    36.63038  -121.18663   180.000    14.875    10.200
 0920     4    36.63038  -121.18663    36.68274  -121.24458   180.000    14.875    10.200
 0920     5    36.68274  -121.24458    36.73871  -121.29544   180.000    14.875    10.200
 0920     6    36.73871  -121.29544    36.78515  -121.35454   180.000    14.875    10.200
 0920     7    36.78515  -121.35454    36.83948  -121.39610   180.000    14.875    10.200
 0044     1    38.04365  -122.08900    37.99840  -122.05575   180.000     1.200     0.395
 0044     2    37.99840  -122.05575    37.94444  -122.01334   180.000     1.200     0.395
 0044     3    37.94444  -122.01334    37.89992  -121.99009   180.000     1.200     0.395
 0074     1    39.99881  -123.30672    40.05565  -123.31839   180.000     0.745     0.432
 0074     2    40.05565  -123.31839    40.12674  -123.36855   180.000     0.745     0.432
 0074     3    40.12674  -123.36855    40.21308  -123.41045   180.000     0.745     0.432
 0074     4    40.21308  -123.41045    40.30714  -123.48884   180.000     0.745     0.432
 0074     5    40.30714  -123.48884    40.36494  -123.55667   180.000     0.745     0.432
 0074     6    40.36494  -123.55667    40.41850  -123.58446   180.000     0.745     0.432
 0074     7    40.41850  -123.58446    40.52052  -123.68075   180.000     0.745     0.432
 0074     8    40.52052  -123.68075    40.56957  -123.71894   180.000     0.745     0.432
 0074     9    40.56957  -123.71894    40.62333  -123.77487   180.000     0.745     0.432
 0074    10    40.62333  -123.77487    40.67706  -123.83089   180.000     0.745     0.432
 0074    11    40.67706  -123.83089    40.75386  -123.87340   180.000     0.745     0.432
 0881     1    35.28346  -118.02395    35.35342  -117.88677     0.000     4.410     0.811
 0881     2    35.35342  -117.88677    35.42322  -117.74931     0.000     4.410     0.811
 0881     3    35.42322  -117.74931    35.46028  -117.61816     0.000     4.410     0.811
 0881     4    35.46028  -117.61816    35.49720  -117.48687     0.000     4.410     0.811
 0881     5    35.49720  -117.48687    35.53251  -117.32248     0.000     4.410     0.811
 0881     6    35.53251  -117.32248    35.56760  -117.15792     0.000     4.410     0.811
 0881     7    35.56760  -117.15792    35.60182  -117.01067     0.000     4.410     0.811
 0881     8    35.60182  -117.01067    35.59833  -116.87895     0.000     4.410     0.811
 0882     1    35.59833  -116.87895    35.59671  -116.81796     0.000     0.758     0.445
 0882     2    35.59671  -116.81796    35.59519  -116.70438     0.000     0.758     0.445
 0882     3    35.59519  -116.70438    35.59358  -116.59081     0.000     0.758     0.445
 0882     4    35.59358  -116.59081    35.58640  -116.46697     0.000     0.758     0.445
 0882     5    35.58640  -116.46697    35.59040  -116.37972     0.000     0.758     0.445
 0880     1    34.82362  -118.91833    34.82844  -118.87123     0.000     2.020     0.801
 0880     2    34.82844  -118.87123    34.84924  -118.82281     0.000     2.020     0.801
 0880     3    34.84924  -118.82281    34.88225  -118.77081     0.000     2.020     0.801
 0880     4    34.88225  -118.77081    34.93138  -118.66699     0.000     2.020     0.801
 0880     5    34.93138  -118.66699    34.96361  -118.57087     0.000     2.020     0.801
 0880     6    34.96361  -118.57087    34.99577  -118.47466     0.000     2.020     0.801
 0880     7    34.99577  -118.47466    35.04770  -118.37540     0.000     2.020     0.801
 0880     8    35.04770  -118.37540    35.07881  -118.33260     0.000     2.020     0.801
 0880     9    35.07881  -118.33260    35.13269  -118.22594     0.000     2.020     0.801
 0880    10    35.13269  -118.22594    35.18647  -118.11912     0.000     2.020     0.801
 0880    11    35.18647  -118.11912    35.22325  -118.06134     0.000     2.020     0.801
 0880    12    35.22325  -118.06134    35.27129  -118.01032     0.000     2.020     0.801
 0108     1    38.04365  -122.08900    38.10879  -122.11043   180.000     2.675     0.895
 0108     2    38.10879  -122.11043    38.15394  -122.13282   180.000     2.675     0.895
 0108     3    38.15394  -122.13282    38.23303  -122.16127   180.000     2.675     0.895
 0108     4    38.23303  -122.16127    38.32422  -122.19216   180.000     2.675     0.895
 0108     5    38.32422  -122.19216    38.41540  -122.22314   180.000     2.675     0.895
 0902     1    37.78233  -122.17796    37.83213  -122.21612   180.000     9.895     3.850
 0902     2    37.83213  -122.21612    37.92933  -122.29734   180.000     9.895     3.850
 0902     3    37.92933  -122.29734    37.97812  -122.34580   180.000     9.895     3.850
 0902     4    37.97812  -122.34580    38.06159  -122.40526   180.000     9.895     3.850
 0902     5    38.06159  -122.40526    38.08961  -122.42285   180.000     9.895     3.850
 0902     6    38.08961  -122.42285    38.18348  -122.46305   180.000     9.895     3.850
 0901     1    37.39713  -121.80236    37.48312  -121.91453   180.000     9.510     3.570
 0901     2    37.48312  -121.91453    37.53903  -121.95929   180.000     9.510     3.570
 0901     3    37.53903  -121.95929    37.59493  -122.00413   180.000     9.510     3.570
 0901     4    37.59493  -122.00413    37.63995  -122.05088   180.000     9.510     3.570
 0901     5    37.63995  -122.05088    37.68095  -122.09226   180.000     9.510     3.570
 0901     6    37.68095  -122.09226    37.78233  -122.17796   180.000     9.510     3.570
 0900     1    37.23402  -121.66376    37.25782  -121.72471   179.500     5.935     1.591
 0900     2    37.25782  -121.72471    37.30292  -121.73979   179.500     5.935     1.591
 0900     3    37.30292  -121.73979    37.34573  -121.77509   179.500     5.935     1.591
 0900     4    37.34573  -121.77509    37.39713  -121.80236   179.500     5.935     1.591
 0124     1    38.68143  -122.36415    38.78288  -122.38694   180.000     2.850     3.460
 0124     2    38.78288  -122.38694    38.83594  -122.38422   180.000     2.850     3.460
 0124     3    38.83594  -122.38422    38.88398  -122.40620   180.000     2.850     3.460
 0124     4    38.88398  -122.40620    38.94115  -122.45538   180.000     2.850     3.460
 0124     5    38.94115  -122.45538    38.99726  -122.49994   180.000     2.850     3.460
 0125     1    38.41540  -122.22314    38.46641  -122.25010   180.000     2.265     0.535
 0125     2    38.46641  -122.25010    38.55527  -122.24012   180.000     2.265     0.535
 0125     3    38.55527  -122.24012    38.62339  -122.29863   180.000     2.265     0.535
 0125     4    38.62339  -122.29863    38.65787  -122.34410   180.000     2.265     0.535
 0125     5    38.65787  -122.34410    38.75121  -122.44815   180.000     2.265     0.535
 0126     1    32.47000  -115.16900    32.56159  -115.25139   180.000    14.450     2.630
 0126     2    32.56159  -115.25139    32.65309  -115.33400   180.000    14.450     2.630
 0126     3    32.65309  -115.33400    32.74452  -115.41680   180.000    14.450     2.630
 0126     4    32.74452  -115.41680    32.83587  -115.49982   180.000    14.450     2.630
 0126     5    32.83587  -115.49982    32.88044  -115.53586   180.000    14.450     2.630
 0126     6    32.88044  -115.53586    32.92551  -115.55254   180.000    14.450     2.630
 0155     1    38.49992  -122.64723    38.55804  -122.69508   180.000     9.520     5.600
 0155     2    38.55804  -122.69508    38.61613  -122.74301   180.000     9.520     5.600
 0155     3    38.61613  -122.74301    38.68105  -122.80191   180.000     9.520     5.600
 0155     4    38.68105  -122.80191    38.74840  -122.87987   180.000     9.520     5.600
 0155     5    38.74840  -122.87987    38.81569  -122.95799   180.000     9.520     5.600
 0155     6    38.81569  -122.95799    38.91663  -123.02076   180.000     9.520     5.600
 0155     7    38.91663  -123.02076    39.01752  -123.08372   180.000     9.520     5.600
 0155     8    39.01752  -123.08372    39.10872  -123.14237   180.000     9.520     5.600
 0155     9    39.10872  -123.14237    39.19988  -123.20118   180.000     9.520     5.600
 0155    10    39.19988  -123.20118    39.25114  -123.23200   180.000     9.520     5.600
 0155    11    39.25114  -123.23200    39.29359  -123.26325   180.000     9.520     5.600
 0155    12    39.29359  -123.26325    39.39546  -123.34474   180.000     9.520     5.600
 0155    13    39.39546  -123.34474    39.43605  -123.37588   180.000     9.520     5.600
 0155    14    39.43605  -123.37588    39.53189  -123.43479   180.000     9.520     5.600
 0155    15    39.53189  -123.43479    39.62769  -123.49387   180.000     9.520     5.600
 0155    16    39.62769  -123.49387    39.72345  -123.55313   180.000     9.520     5.600
 0155    17    39.72345  -123.55313    39.78377  -123.59731   180.000     9.520     5.600
 0155    18    39.78377  -123.59731    39.84408  -123.64157   180.000     9.520     5.600
 0165     1    40.26217  -124.41191    40.31701  -124.55383   180.000    13.150     6.070
 0165     2    40.31701  -124.55383    40.37170  -124.69600   180.000    13.150     6.070
 0165     3    40.37170  -124.69600    40.37885  -124.86046   180.000    13.150     6.070
 0165     4    40.37885  -124.86046    40.38581  -125.02496   180.000    13.150     6.070
 0165     5    40.38581  -125.02496    40.39257  -125.18949   180.000    13.150     6.070
 0165     6    40.39257  -125.18949    40.39914  -125.35406   180.000    13.150     6.070
 0165     7    40.39914  -125.35406    40.40464  -125.51635   180.000    13.150     6.070
 0165     8    40.40464  -125.51635    40.40995  -125.67866   180.000    13.150     6.070
 0165     9    40.40995  -125.67866    40.41508  -125.84100   180.000    13.150     6.070
 0165    10    40.41508  -125.84100    40.41434  -126.02107   180.000    13.150     6.070
 0165    11    40.41434  -126.02107    40.41338  -126.20114   180.000    13.150     6.070
 0165    12    40.41338  -126.20114    40.41218  -126.38120   180.000    13.150     6.070
 0903     1    38.18381  -122.46347    38.19500  -122.47687   180.000     7.675     2.670
 0903     2    38.19500  -122.47687    38.20684  -122.48639   180.000     7.675     2.670
 0903     3    38.20684  -122.48639    38.27002  -122.54279   180.000     7.675     2.670
 0903     4    38.27002  -122.54279    38.30878  -122.59036   180.000     7.675     2.670
 0903     5    38.30878  -122.59036    38.36302  -122.63916   180.000     7.675     2.670
 0903     6    38.36302  -122.63916    38.40905  -122.67316   180.000     7.675     2.670
 0903     7    38.40905  -122.67316    38.46776  -122.70563   180.000     7.675     2.670
 0903     8    38.46776  -122.70563    38.52276  -122.76006   180.000     7.675     2.670
 0903     9    38.52276  -122.76006    38.58023  -122.81356   180.000     7.675     2.670
 0903    10    38.58023  -122.81356    38.63767  -122.86716   180.000     7.675     2.670
 0903    11    38.63767  -122.86716    38.70011  -122.93165   180.000     7.675     2.670
 0903    12    38.70011  -122.93165    38.76252  -122.99627   180.000     7.675     2.670
 0706     1    34.94406  -119.40287    34.91571  -119.36286   180.000    14.690    19.000
 0706     2    34.91571  -119.36286    34.86390  -119.21000   180.000    14.690    19.000
 0706     3    34.86390  -119.21000    34.84646  -119.12002   180.000    14.690    19.000
 0706     4    34.84646  -119.12002    34.82896  -119.03009   180.000    14.690    19.000
 0706     5    34.82896  -119.03009    34.80760  -118.89012   180.000    14.690    19.000
 0707     1    35.31420  -119.86590    35.23748  -119.78626   180.000    22.150    14.500
 0707     2    35.23748  -119.78626    35.16070  -119.70680   180.000    22.150    14.500
 0707     3    35.16070  -119.70680    35.10413  -119.63249   180.000    22.150    14.500
 0707     4    35.10413  -119.63249    35.04750  -119.55830   180.000    22.150    14.500
 0707     5    35.04750  -119.55830    34.98780  -119.47110   180.000    22.150    14.500
 0707     6    34.98780  -119.47110    34.94410  -119.40290   180.000    22.150    14.500
 0708     1    35.31417  -119.86595    35.41391  -119.97030   180.000    26.350     2.480
 0708     2    35.41391  -119.97030    35.47363  -120.02848   180.000    26.350     2.480
 0708     3    35.47363  -120.02848    35.53331  -120.08676   180.000    26.350     2.480
 0708     4    35.53331  -120.08676    35.60625  -120.15771   180.000    26.350     2.480
 0708     5    35.60625  -120.15771    35.67914  -120.22880   180.000    26.350     2.480
 0708     6    35.67914  -120.22880    35.75198  -120.30005   180.000    26.350     2.480
 0700     1    33.35009  -115.71192    33.42026  -115.80461   180.000    15.200     2.820
 0700     2    33.42026  -115.80461    33.49035  -115.89749   180.000    15.200     2.820
 0700     3    33.49035  -115.89749    33.54898  -115.95721   180.000    15.200     2.820
 0700     4    33.54898  -115.95721    33.62883  -116.05336   180.000    15.200     2.820
 0700     5    33.62883  -116.05336    33.70858  -116.14972   180.000    15.200     2.820
 0700     6    33.70858  -116.14972    33.78825  -116.24629   180.000    15.200     2.820
 0710     1    36.00264  -120.56133    36.05390  -120.61540   180.000    28.350     4.850
 0710     2    36.05390  -120.61540    36.10514  -120.66954   180.000    28.350     4.850
 0710     3    36.10514  -120.66954    36.16257  -120.73885   180.000    28.350     4.850
 0710     4    36.16257  -120.73885    36.24267  -120.82808   180.000    28.350     4.850
 0710     5    36.24267  -120.82808    36.30519  -120.88991   180.000    28.350     4.850
 0710     6    36.30519  -120.88991    36.36071  -120.94536   180.000    28.350     4.850
 0710     7    36.36071  -120.94536    36.41619  -121.00091   180.000    28.350     4.850
 0710     8    36.41619  -121.00091    36.50079  -121.08632   180.000    28.350     4.850
 0710     9    36.50079  -121.08632    36.57409  -121.16568   180.000    28.350     4.850
 0710    10    36.57409  -121.16568    36.61081  -121.20964   180.000    28.350     4.850
 0710    11    36.61081  -121.20964    36.69336  -121.30703   180.000    28.350     4.850
 0710    12    36.69336  -121.30703    36.73930  -121.37001   180.000    28.350     4.850
 0710    13    36.73930  -121.37001    36.80405  -121.47635   180.000    28.350     4.850
 0705     1    34.80760  -118.89012    34.77325  -118.76731   180.000    24.200    14.600
 0705     2    34.77325  -118.76731    34.73594  -118.63806   180.000    24.200    14.600
 0705     3    34.73594  -118.63806    34.69850  -118.50895   180.000    24.200    14.600
 0704     1    34.69850  -118.50895    34.64843  -118.37376   180.000    23.750     3.770
 0704     2    34.64843  -118.37376    34.59822  -118.23875   180.000    23.750     3.770
 0704     3    34.59822  -118.23875    34.54785  -118.10394   180.000    23.750     3.770
 0704     4    34.54785  -118.10394    34.49966  -117.98699   180.000    23.750     3.770
 0704     5    34.49966  -117.98699    34.45135  -117.87021   180.000    23.750     3.770
 0704     6    34.45135  -117.87021    34.40293  -117.75358   180.000    23.750     3.770
 0704     7    34.40293  -117.75358    34.35966  -117.65123   180.000    23.750     3.770
 0704     8    34.35966  -117.65123    34.31630  -117.54900   180.000    23.750     3.770
 0166     1    33.78825  -116.24629    33.84403  -116.31598   180.000     7.795     3.290
 0166     2    33.84403  -116.31598    33.90582  -116.42244   180.000     7.795     3.290
 0166     3    33.90582  -116.42244    33.93313  -116.46648   180.000     7.795     3.290
 0166     4    33.93313  -116.46648    33.97184  -116.51589   180.000     7.795     3.290
 0166     5    33.97184  -116.51589    34.00265  -116.56226   180.000     7.795     3.290
 0166     6    34.00265  -116.56226    34.03425  -116.65111   180.000     7.795     3.290
 0166     7    34.03425  -116.65111    34.06318  -116.75115   180.000     7.795     3.290
 0166     8    34.06318  -116.75115    34.07486  -116.83987   180.000     7.795     3.290
 0166     9    34.07486  -116.83987    34.08445  -116.93939   180.000     7.795     3.290
 0166    10    34.08445  -116.93939    34.09814  -116.99747   180.000     7.795     3.290
 0166    11    34.09814  -116.99747    34.11734  -117.08495   180.000     7.795     3.290
 0166    12    34.11734  -117.08495    34.13407  -117.14295   180.000     7.795     3.290
 0166    13    34.13407  -117.14295    34.15003  -117.22202   180.000     7.795     3.290
 0166    14    34.15003  -117.22202    34.17172  -117.27021   180.000     7.795     3.290
 0713     1    37.89651  -122.66515    37.93540  -122.70197   180.000    18.050     4.880
 0713     2    37.93540  -122.70197    38.02445  -122.77521   180.000    18.050     4.880
 0713     3    38.02445  -122.77521    38.09768  -122.84895   180.000    18.050     4.880
 0713     4    38.09768  -122.84895    38.14614  -122.89467   180.000    18.050     4.880
 0713     5    38.14614  -122.89467    38.22641  -122.96830   180.000    18.050     4.880
 0713     6    38.22641  -122.96830    38.26875  -123.00070   180.000    18.050     4.880
 0713     7    38.26875  -123.00070    38.36727  -123.07988   180.000    18.050     4.880
 0713     8    38.36727  -123.07988    38.40803  -123.11884   180.000    18.050     4.880
 0713     9    38.40803  -123.11884    38.49986  -123.21689   180.000    18.050     4.880
 0713    10    38.49986  -123.21689    38.54419  -123.26219   180.000    18.050     4.880
 0713    11    38.54419  -123.26219    38.59103  -123.31036   180.000    18.050     4.880
 0713    12    38.59103  -123.31036    38.64567  -123.36404   180.000    18.050     4.880
 0713    13    38.64567  -123.36404    38.71626  -123.43288   180.000    18.050     4.880
 0713    14    38.71626  -123.43288    38.76575  -123.48366   180.000    18.050     4.880
 0713    15    38.76575  -123.48366    38.80780  -123.52247   180.000    18.050     4.880
 0713    16    38.80780  -123.52247    38.87964  -123.59011   180.000    18.050     4.880
 0713    17    38.87964  -123.59011    38.94019  -123.64046   180.000    18.050     4.880
 0713    18    38.94019  -123.64046    39.00072  -123.69090   180.000    18.050     4.880
 0713    19    39.00072  -123.69090    39.04879  -123.72990   180.000    18.050     4.880
 0713    20    39.04879  -123.72990    39.14784  -123.79545   180.000    18.050     4.880
 0714     1    39.14784  -123.79545    39.20339  -123.81909   180.000    12.225     9.980
 0714     2    39.20339  -123.81909    39.28352  -123.85536   180.000    12.225     9.980
 0714     3    39.28352  -123.85536    39.32910  -123.86533   180.000    12.225     9.980
 0714     4    39.32910  -123.86533    39.39779  -123.90591   180.000    12.225     9.980
 0714     5    39.39779  -123.90591    39.48017  -123.92999   180.000    12.225     9.980
 0714     6    39.48017  -123.92999    39.53142  -123.94736   180.000    12.225     9.980
 0714     7    39.53142  -123.94736    39.64229  -123.96200   180.000    12.225     9.980
 0714     8    39.64229  -123.96200    39.76152  -123.98523   180.000    12.225     9.980
 0714     9    39.76152  -123.98523    39.88074  -124.00855   180.000    12.225     9.980
 0714    10    39.88074  -124.00855    39.95206  -124.03389   180.000    12.225     9.980
 0714    11    39.95206  -124.03389    40.02336  -124.05928   180.000    12.225     9.980
 0714    12    40.02336  -124.05928    40.04996  -124.08241   180.000    12.225     9.980
 0714    13    40.04996  -124.08241    40.06960  -124.08851   180.000    12.225     9.980
 0714    14    40.06960  -124.08851    40.08972  -124.10839   180.000    12.225     9.980
 0714    15    40.08972  -124.10839    40.10256  -124.12839   180.000    12.225     9.980
 0714    16    40.10256  -124.12839    40.13007  -124.18956   180.000    12.225     9.980
 0714    17    40.13007  -124.18956    40.19397  -124.28372   180.000    12.225     9.980
 0714    18    40.19397  -124.28372    40.22186  -124.34055   180.000    12.225     9.980
 0714    19    40.22186  -124.34055    40.23798  -124.38113   180.000    12.225     9.980
 0714    20    40.23798  -124.38113    40.25223  -124.41685   180.000    12.225     9.980
 0714    21    40.25223  -124.41685    40.26152  -124.44526   180.000    12.225     9.980
 0709     1    35.75198  -120.30005    35.83561  -120.38679   180.000    26.150     3.290
 0709     2    35.83561  -120.38679    35.91917  -120.47373   180.000    26.150     3.290
 0709     3    35.91917  -120.47373    36.00265  -120.56089   180.000    26.150     3.290
 0712     1    37.17514  -122.00197    37.22235  -122.05407   180.000    16.300     3.750
 0712     2    37.22235  -122.05407    37.27902  -122.11594   180.000    16.300     3.750
 0712     3    37.27902  -122.11594    37.31659  -122.16575   180.000    16.300     3.750
 0712     4    37.31659  -122.16575    37.35174  -122.20213   180.000    16.300     3.750
 0712     5    37.35174  -122.20213    37.42341  -122.26628   180.000    16.300     3.750
 0712     6    37.42341  -122.26628    37.51492  -122.35596   180.000    16.300     3.750
 0712     7    37.51492  -122.35596    37.62354  -122.44534   180.000    16.300     3.750
 0712     8    37.62354  -122.44534    37.67787  -122.50232   180.000    16.300     3.750
 0712     9    37.67787  -122.50232    37.72311  -122.54528   180.000    16.300     3.750
 0712    10    37.72311  -122.54528    37.83078  -122.61984   180.000    16.300     3.750
 0712    11    37.83078  -122.61984    37.89651  -122.66515   180.000    16.300     3.750
 0703     1    34.15003  -117.22202    34.17314  -117.27416   180.000    18.450     3.650
 0703     2    34.17314  -117.27416    34.23284  -117.38869   180.000    18.450     3.650
 0703     3    34.23284  -117.38869    34.27090  -117.45100   180.000    18.450     3.650
 0703     4    34.27090  -117.45100    34.31630  -117.54900   180.000    18.450     3.650
 0711     1    37.17514  -122.00197    37.15797  -121.97604   180.000    19.350     4.180
 0711     2    37.15797  -121.97604    37.09443  -121.88688   180.000    19.350     4.180
 0711     3    37.09443  -121.88688    37.05752  -121.81994   180.000    19.350     4.180
 0711     4    37.05752  -121.81994    37.02349  -121.76410   180.000    19.350     4.180
 0711     5    37.02349  -121.76410    36.98707  -121.73022   180.000    19.350     4.180
 0711     6    36.98707  -121.73022    36.93344  -121.66466   180.000    19.350     4.180
 0711     7    36.93344  -121.66466    36.90468  -121.61674   180.000    19.350     4.180
 0711     8    36.90468  -121.61674    36.83480  -121.52059   180.000    19.350     4.180
 0711     9    36.83480  -121.52059    36.80405  -121.47635   180.000    19.350     4.180
 0804     1    33.73643  -116.91430    33.69667  -116.84472   180.000    11.005     2.600
 0804     2    33.69667  -116.84472    33.63493  -116.74598   180.000    11.005     2.600
 0804     3    33.63493  -116.74598    33.57311  -116.64740   180.000    11.005     2.600
 0804     4    33.57311  -116.64740    33.51120  -116.54900   180.000    11.005     2.600
 0804     5    33.51120  -116.54900    33.48955  -116.51330   180.000    11.005     2.600
 0801     1    33.20660  -116.20500    33.18220  -116.16400   180.000     5.275     4.790
 0801     2    33.18220  -116.16400    33.14340  -116.12900   180.000     5.275     4.790
 0801     3    33.14340  -116.12900    33.09760  -116.05800   180.000     5.275     4.790
 0801     4    33.09760  -116.05800    33.02970  -116.01100   180.000     5.275     4.790
 0801     5    33.02970  -116.01100    33.00100  -115.94300   180.000     5.275     4.790
 0802     1    33.46880  -116.54300    33.42040  -116.47000   180.000     6.460     4.460
 0802     2    33.42040  -116.47000    33.34204  -116.37640   180.000     6.460     4.460
 0802     3    33.34204  -116.37640    33.26360  -116.28300   180.000     6.460     4.460
 0802     4    33.26360  -116.28300    33.20660  -116.20500   180.000     6.460     4.460
 0807     1    34.24564  -117.49353    34.21104  -117.43881   180.000     5.610     2.160
 0807     2    34.21104  -117.43881    34.20261  -117.42057   180.000     5.610     2.160
 0807     3    34.20261  -117.42057    34.18619  -117.39750   180.000     5.610     2.160
 0807     4    34.18619  -117.39750    34.15468  -117.36263   180.000     5.610     2.160
 0807     5    34.15468  -117.36263    34.10130  -117.32500   180.000     5.610     2.160
 0807     6    34.10130  -117.32500    34.01700  -117.23700   180.000     5.610     2.160
 0806     1    34.01700  -117.23700    34.00670  -117.22200   180.000    10.600     1.030
 0806     2    34.00670  -117.22200    33.95564  -117.15574   180.000    10.600     1.030
 0806     3    33.95564  -117.15574    33.90453  -117.08958   180.000    10.600     1.030
 0805     1    33.90453  -117.08958    33.82052  -117.00184   180.000    11.150     2.220
 0805     2    33.82052  -117.00184    33.73643  -116.91430   180.000    11.150     2.220
 0800     1    33.00100  -115.94300    32.93785  -115.80666   180.000     5.845     1.670
 0800     2    32.93785  -115.80666    32.88420  -115.69800   180.000     5.845     1.670
 0032     1    32.65079  -115.61214    32.58969  -115.53334   180.000    13.900     4.000
 0032     2    32.58969  -115.53334    32.52852  -115.45467   180.000    13.900     4.000
 0032     3    32.52852  -115.45467    32.46730  -115.37613   180.000    13.900     4.000
 0032     4    32.46730  -115.37613    32.43951  -115.34138   180.000    13.900     4.000
