segment Afghanistan
30.824 61.788
30.831 61.8
30.841 61.804
30.86 61.797
30.881 61.794
30.91 61.784
30.927 61.787
30.956 61.815
30.974 61.833
31.041 61.846
31.059 61.844
31.075 61.842
31.087 61.839
31.105 61.826
31.121 61.817
31.139 61.814
31.17 61.815
31.193 61.802
31.232 61.779
31.25 61.773
31.279 61.773
31.303 61.769
31.312 61.765
31.333 61.756
31.359 61.734
31.376 61.713
31.385 61.683
31.388 61.66
31.407 61.515
31.426 61.37
31.445 61.224
31.463 61.079
31.482 60.934
31.492 60.857
31.55 60.844
31.56 60.842
31.633 60.832
31.666 60.83
31.675 60.831
31.736 60.838
31.773 60.836
31.801 60.833
31.889 60.824
31.926 60.827
31.946 60.829
32 60.829
32.034 60.821
32.054 60.834
32.199 60.877
32.355 60.841
32.479 60.819
32.689 60.718
32.883 60.668
32.961 60.648
33.114 60.594
33.143 60.586
33.224 60.628
33.404 60.839
33.425 60.87
33.457 60.868
33.486 60.863
33.5 60.895
33.496 60.933
33.495 60.945
33.514 60.941
33.537 60.901
33.529 60.716
33.532 60.687
33.539 60.666
33.565 60.643
33.718 60.559
33.73 60.55
33.748 60.551
33.773 60.559
33.817 60.567
34.062 60.483
34.079 60.478
34.09 60.487
34.152 60.562
34.175 60.567
34.213 60.591
34.228 60.611
34.259 60.641
34.28 60.667
34.303 60.677
34.311 60.694
34.312 60.706
34.308 60.727
34.309 60.751
34.306 60.793
34.307 60.867
34.296 60.912
34.301 60.918
34.321 60.911
34.347 60.885
34.372 60.858
34.392 60.85
34.41 60.854
34.419 60.844
34.436 60.824
34.471 60.807
34.491 60.78
34.523 60.746
34.532 60.755
34.55 60.819
34.549 60.854
34.556 60.875
34.572 60.9
34.62 60.92
34.627 60.933
34.626 60.948
34.625 60.976
34.633 60.998
34.64 61
34.665 61.005
34.704 61.002
34.722 61.013
34.773 61.052
34.808 61.068
34.823 61.073
34.829 61.068
34.833 61.065
34.837 61.067
34.837 61.073
34.839 61.077
34.843 61.077
34.851 61.075
34.857 61.075
34.861 61.074
34.861 61.069
34.865 61.073
34.868 61.07
34.869 61.071
34.869 61.08
34.873 61.082
34.88 61.079
34.894 61.07
34.901 61.073
34.906 61.074
34.911 61.07
34.913 61.067
34.915 61.069
34.917 61.074
34.919 61.073
34.925 61.069
34.93 61.066
34.931 61.07
34.933 61.075
34.943 61.086
34.945 61.082
34.948 61.082
34.951 61.086
34.951 61.093
34.953 61.094
34.968 61.101
34.973 61.098
34.978 61.097
34.981 61.101
34.986 61.108
34.996 61.107
34.997 61.111
34.998 61.115
35 61.115
35.006 61.115
35.009 61.113
35.01 61.118
35.014 61.119
35.019 61.111
35.025 61.11
35.041 61.113
35.05 61.114
35.063 61.118
35.065 61.121
35.073 61.132
35.08 61.135
35.11 61.138
35.12 61.141
35.13 61.145
35.135 61.14
35.135 61.133
35.146 61.127
35.15 61.124
35.154 61.124
35.156 61.121
35.158 61.117
35.159 61.11
35.159 61.105
35.163 61.108
35.165 61.105
35.164 61.102
35.164 61.096
35.165 61.094
35.169 61.092
35.172 61.091
35.176 61.094
35.177 61.095
35.18 61.097
35.185 61.094
35.187 61.097
35.184 61.102
35.185 61.106
35.19 61.105
35.192 61.107
35.19 61.111
35.194 61.114
35.197 61.112
35.201 61.111
35.205 61.113
35.206 61.118
35.209 61.119
35.213 61.108
35.216 61.104
35.238 61.1
35.244 61.101
35.249 61.099
35.261 61.093
35.281 61.108
35.282 61.113
35.28 61.116
35.278 61.126
35.278 61.139
35.28 61.143
35.283 61.152
35.284 61.157
35.278 61.158
35.274 61.16
35.277 61.163
35.281 61.166
35.288 61.169
35.289 61.178
35.29 61.191
35.295 61.193
35.308 61.189
35.349 61.173
35.353 61.175
35.357 61.18
35.363 61.182
35.368 61.186
35.371 61.192
35.385 61.2
35.389 61.2
35.398 61.193
35.402 61.188
35.408 61.191
35.416 61.203
35.421 61.214
35.423 61.215
35.429 61.219
35.428 61.227
35.43 61.234
35.436 61.236
35.441 61.235
35.447 61.226
35.449 61.223
35.453 61.228
35.452 61.237
35.455 61.238
35.464 61.236
35.473 61.237
35.483 61.248
35.49 61.251
35.504 61.26
35.513 61.263
35.515 61.269
35.522 61.272
35.553 61.279
35.562 61.277
35.583 61.274
35.604 61.276
35.613 61.277
35.623 61.306
35.625 61.317
35.624 61.369
35.613 61.371
35.601 61.372
35.596 61.374
35.597 61.382
35.596 61.394
35.592 61.4
35.586 61.4
35.578 61.39
35.57 61.385
35.562 61.387
35.559 61.394
35.557 61.403
35.556 61.409
35.555 61.411
35.551 61.413
35.545 61.422
35.543 61.433
35.54 61.439
35.534 61.445
35.522 61.452
35.514 61.467
35.503 61.486
35.486 61.512
35.451 61.567
35.445 61.581
35.436 61.6
35.435 61.614
35.432 61.639
35.429 61.666
35.42 61.736
35.416 61.753
35.414 61.767
35.416 61.779
35.425 61.817
35.437 61.88
35.449 61.936
35.454 61.964
35.45 61.99
35.446 62.021
35.437 62.057
35.416 62.077
35.371 62.122
35.36 62.131
35.345 62.143
35.324 62.199
35.309 62.248
35.305 62.256
35.3 62.261
35.276 62.274
35.255 62.283
35.144 62.3
35.141 62.302
35.143 62.31
35.155 62.325
35.254 62.434
35.278 62.459
35.284 62.467
35.285 62.476
35.283 62.488
35.278 62.496
35.277 62.501
35.278 62.512
35.273 62.521
35.265 62.534
35.26 62.536
35.25 62.539
35.24 62.559
35.234 62.57
35.236 62.582
35.24 62.605
35.239 62.607
35.229 62.61
35.216 62.616
35.214 62.62
35.214 62.623
35.218 62.63
35.238 62.656
35.242 62.664
35.244 62.687
35.255 62.723
35.265 62.748
35.277 62.752
35.29 62.756
35.296 62.765
35.303 62.778
35.308 62.807
35.312 62.826
35.316 62.836
35.327 62.854
35.341 62.864
35.347 62.867
35.349 62.873
35.349 62.887
35.35 62.887
35.355 62.887
35.362 62.889
35.365 62.895
35.365 62.902
35.382 62.926
35.394 62.956
35.409 62.989
35.412 62.998
35.411 63.005
35.408 63.013
35.406 63.017
35.41 63.02
35.416 63.02
35.425 63.011
35.428 63.011
35.429 63.015
35.424 63.035
35.422 63.047
35.424 63.074
35.428 63.096
35.465 63.111
35.488 63.115
35.505 63.12
35.51 63.119
35.516 63.113
35.52 63.112
35.524 63.118
35.538 63.125
35.55 63.127
35.555 63.124
35.562 63.11
35.567 63.105
35.574 63.103
35.583 63.104
35.593 63.106
35.603 63.103
35.612 63.096
35.619 63.095
35.629 63.101
35.645 63.12
35.661 63.165
35.672 63.2
35.687 63.244
35.692 63.248
35.703 63.244
35.713 63.234
35.716 63.225
35.717 63.21
35.725 63.198
35.741 63.184
35.752 63.174
35.758 63.165
35.767 63.15
35.776 63.141
35.792 63.14
35.803 63.14
35.818 63.127
35.827 63.112
35.833 63.109
35.848 63.114
35.862 63.121
35.869 63.129
35.869 63.14
35.867 63.182
35.866 63.231
35.865 63.3
35.87 63.331
35.885 63.406
35.902 63.49
35.906 63.515
35.907 63.523
35.907 63.533
35.913 63.547
35.936 63.559
35.956 63.574
35.96 63.585
35.962 63.632
35.967 63.674
35.99 63.777
35.999 63.815
36.005 63.826
36.02 63.845
36.026 63.869
36.04 63.935
36.042 63.963
36.042 63.976
36.037 63.994
36.028 64.016
36.015 64.039
36.008 64.052
36.002 64.065
36.003 64.071
36.008 64.074
36.02 64.074
36.05 64.064
36.069 64.062
36.085 64.062
36.105 64.073
36.113 64.082
36.124 64.107
36.132 64.129
36.138 64.136
36.143 64.148
36.147 64.167
36.155 64.168
36.162 64.172
36.165 64.197
36.166 64.222
36.163 64.227
36.158 64.235
36.155 64.239
36.157 64.245
36.162 64.261
36.163 64.266
36.158 64.271
36.153 64.283
36.154 64.289
36.166 64.297
36.199 64.318
36.207 64.33
36.226 64.374
36.237 64.415
36.24 64.43
36.237 64.449
36.248 64.458
36.282 64.483
36.304 64.511
36.326 64.538
36.351 64.563
36.373 64.581
36.403 64.604
36.423 64.615
36.445 64.621
36.473 64.623
36.509 64.618
36.566 64.612
36.627 64.605
36.634 64.607
36.649 64.618
36.686 64.636
36.746 64.673
36.806 64.708
36.853 64.738
36.929 64.79
36.936 64.795
36.959 64.788
37.007 64.779
37.091 64.759
37.106 64.757
37.116 64.77
37.166 64.878
37.192 64.935
37.203 64.96
37.209 64.973
37.213 64.983
37.216 65
37.226 65.055
37.236 65.102
37.24 65.131
37.241 65.137
37.242 65.144
37.237 65.174
37.235 65.185
37.236 65.192
37.244 65.209
37.249 65.222
37.25 65.228
37.244 65.241
37.233 65.263
37.233 65.385
37.234 65.503
37.234 65.524
37.258 65.549
37.305 65.607
37.32 65.624
37.335 65.638
37.352 65.641
37.431 65.644
37.528 65.698
37.532 65.742
37.541 65.758
37.545 65.766
37.543 65.777
37.538 65.798
37.53 65.808
37.512 65.817
37.493 65.836
37.473 65.877
37.466 65.907
37.459 65.939
37.454 65.994
37.449 66.031
37.438 66.068
37.429 66.099
37.415 66.12
37.405 66.127
37.394 66.13
37.388 66.133
37.377 66.148
37.368 66.172
37.364 66.188
37.366 66.213
37.368 66.23
37.365 66.239
37.356 66.246
37.349 66.256
37.339 66.274
37.331 66.286
37.323 66.3
37.32 66.31
37.318 66.33
37.323 66.348
37.328 66.37
37.332 66.39
37.331 66.418
37.334 66.474
37.334 66.475
37.334 66.484
37.34 66.499
37.346 66.521
37.348 66.526
37.354 66.547
37.36 66.569
37.361 66.594
37.357 66.615
37.351 66.628
37.342 66.635
37.342 66.637
37.337 66.646
37.336 66.663
37.337 66.683
37.342 66.697
37.349 66.715
37.355 66.729
37.357 66.736
37.358 66.763
37.357 66.793
37.352 66.819
37.352 66.831
37.359 66.853
37.363 66.876
37.373 66.914
37.381 66.937
37.385 66.949
37.387 66.971
37.384 66.986
37.371 67.037
37.356 67.062
37.343 67.083
37.33 67.098
37.32 67.099
37.303 67.101
37.286 67.108
37.273 67.124
37.265 67.149
37.267 67.173
37.259 67.193
37.255 67.204
37.241 67.211
37.224 67.218
37.218 67.224
37.207 67.24
37.188 67.264
37.184 67.279
37.188 67.299
37.196 67.312
37.209 67.331
37.214 67.354
37.218 67.387
37.219 67.4
37.227 67.419
37.233 67.44
37.247 67.461
37.263 67.484
37.272 67.496
37.272 67.51
37.26 67.539
37.249 67.551
37.231 67.559
37.226 67.567
37.225 67.58
37.229 67.59
37.239 67.596
37.241 67.614
37.246 67.628
37.248 67.633
37.246 67.64
37.237 67.661
37.227 67.698
37.222 67.732
37.221 67.733
37.218 67.752
37.206 67.77
37.195 67.783
37.185 67.79
37.184 67.791
37.164 67.791
37.142 67.79
37.12 67.785
37.112 67.784
37.104 67.784
37.094 67.787
37.082 67.803
37.073 67.821
37.067 67.843
37.067 67.882
37.066 67.894
37.064 67.899
37.059 67.901
37.047 67.898
37.019 67.904
37.006 67.929
36.992 67.952
36.985 67.968
36.978 67.981
36.97 67.989
36.957 67.991
36.938 67.998
36.929 68.006
36.928 68.024
36.934 68.042
36.938 68.056
36.943 68.078
36.947 68.084
36.959 68.101
36.971 68.111
36.975 68.122
36.979 68.137
36.991 68.157
37.01 68.177
37.02 68.192
37.024 68.203
37.022 68.22
37.018 68.234
37.008 68.246
37.003 68.262
37.01 68.271
37.019 68.281
37.077 68.289
37.094 68.296
37.106 68.303
37.111 68.313
37.112 68.327
37.105 68.357
37.102 68.38
37.105 68.395
37.117 68.419
37.125 68.422
37.133 68.422
37.142 68.422
37.146 68.425
37.149 68.437
37.148 68.453
37.152 68.478
37.157 68.484
37.159 68.498
37.163 68.515
37.167 68.539
37.175 68.548
37.185 68.561
37.189 68.567
37.198 68.607
37.207 68.639
37.216 68.651
37.223 68.653
37.238 68.651
37.245 68.653
37.243 68.657
37.239 68.664
37.236 68.675
37.24 68.674
37.258 68.669
37.269 68.67
37.276 68.681
37.274 68.69
37.272 68.716
37.271 68.73
37.277 68.742
37.283 68.758
37.285 68.771
37.284 68.782
37.277 68.789
37.258 68.795
37.246 68.806
37.244 68.813
37.25 68.824
37.257 68.83
37.271 68.826
37.29 68.808
37.306 68.81
37.315 68.826
37.317 68.844
37.305 68.864
37.289 68.875
37.273 68.887
37.27 68.896
37.269 68.907
37.274 68.922
37.279 68.926
37.286 68.919
37.294 68.905
37.306 68.901
37.316 68.892
37.324 68.886
37.328 68.89
37.331 68.897
37.328 68.906
37.323 68.917
37.319 68.921
37.32 68.932
37.322 68.944
37.321 68.95
37.32 68.96
37.316 68.973
37.313 68.984
37.307 68.997
37.301 69.008
37.288 69.019
37.28 69.024
37.272 69.024
37.266 69.03
37.253 69.043
37.241 69.062
37.228 69.08
37.218 69.09
37.204 69.102
37.188 69.114
37.177 69.123
37.172 69.126
37.167 69.134
37.164 69.141
37.16 69.15
37.153 69.155
37.15 69.161
37.148 69.173
37.146 69.182
37.141 69.187
37.136 69.196
37.128 69.209
37.112 69.222
37.106 69.231
37.102 69.24
37.097 69.249
37.099 69.256
37.102 69.266
37.107 69.278
37.112 69.286
37.116 69.288
37.116 69.299
37.118 69.319
37.13 69.329
37.149 69.35
37.158 69.359
37.166 69.37
37.169 69.385
37.173 69.398
37.192 69.414
37.21 69.434
37.224 69.449
37.231 69.455
37.239 69.456
37.24 69.448
37.238 69.44
37.231 69.429
37.231 69.424
37.235 69.417
37.247 69.42
37.256 69.421
37.266 69.416
37.273 69.412
37.277 69.407
37.283 69.408
37.288 69.41
37.294 69.408
37.299 69.402
37.303 69.396
37.305 69.397
37.308 69.399
37.311 69.401
37.313 69.4
37.315 69.397
37.314 69.393
37.314 69.389
37.319 69.385
37.335 69.384
37.344 69.386
37.348 69.389
37.352 69.392
37.355 69.391
37.358 69.389
37.358 69.386
37.359 69.381
37.363 69.38
37.37 69.38
37.375 69.379
37.38 69.377
37.393 69.379
37.406 69.367
37.409 69.369
37.419 69.376
37.423 69.374
37.427 69.376
37.435 69.377
37.446 69.38
37.452 69.381
37.453 69.387
37.456 69.396
37.456 69.397
37.464 69.404
37.472 69.411
37.474 69.417
37.475 69.428
37.478 69.43
37.485 69.436
37.489 69.447
37.497 69.449
37.503 69.453
37.508 69.459
37.516 69.469
37.523 69.477
37.525 69.488
37.532 69.49
37.539 69.495
37.548 69.509
37.549 69.51
37.563 69.514
37.578 69.521
37.586 69.524
37.59 69.532
37.591 69.541
37.583 69.549
37.581 69.562
37.58 69.565
37.579 69.574
37.581 69.585
37.583 69.607
37.583 69.621
37.579 69.64
37.577 69.663
37.58 69.679
37.574 69.697
37.573 69.712
37.575 69.718
37.584 69.737
37.591 69.753
37.594 69.769
37.59 69.779
37.587 69.786
37.577 69.794
37.573 69.809
37.574 69.818
37.585 69.833
37.601 69.858
37.604 69.868
37.606 69.875
37.613 69.885
37.616 69.895
37.617 69.908
37.611 69.927
37.604 69.939
37.594 69.945
37.587 69.948
37.571 69.949
37.564 69.954
37.564 69.962
37.565 69.976
37.564 69.995
37.56 69.996
37.557 70
37.553 70.005
37.546 70.017
37.548 70.031
37.547 70.035
37.543 70.042
37.54 70.043
37.543 70.047
37.545 70.054
37.545 70.057
37.544 70.062
37.54 70.067
37.535 70.074
37.533 70.078
37.531 70.086
37.53 70.092
37.525 70.102
37.521 70.14
37.523 70.143
37.524 70.145
37.526 70.147
37.529 70.15
37.532 70.157
37.528 70.164
37.529 70.168
37.536 70.17
37.551 70.176
37.563 70.18
37.567 70.181
37.565 70.191
37.567 70.21
37.572 70.211
37.575 70.207
37.58 70.204
37.581 70.205
37.578 70.22
37.58 70.222
37.587 70.219
37.596 70.214
37.599 70.215
37.603 70.223
37.612 70.25
37.608 70.253
37.605 70.26
37.607 70.264
37.611 70.268
37.638 70.266
37.644 70.266
37.648 70.27
37.65 70.278
37.653 70.28
37.666 70.279
37.669 70.281
37.671 70.285
37.673 70.29
37.68 70.291
37.684 70.298
37.688 70.304
37.696 70.306
37.7 70.3
37.707 70.294
37.713 70.291
37.723 70.297
37.725 70.298
37.735 70.295
37.741 70.293
37.749 70.292
37.766 70.295
37.769 70.292
37.775 70.285
37.781 70.279
37.788 70.276
37.794 70.276
37.812 70.281
37.817 70.277
37.824 70.263
37.831 70.242
37.836 70.213
37.843 70.197
37.862 70.183
37.869 70.181
37.882 70.178
37.922 70.175
37.936 70.177
37.944 70.18
37.946 70.183
37.946 70.188
37.934 70.201
37.923 70.204
37.92 70.21
37.921 70.212
37.928 70.213
37.933 70.216
37.938 70.233
37.941 70.249
37.937 70.266
37.935 70.272
37.941 70.278
37.948 70.274
37.959 70.27
37.969 70.266
37.973 70.266
37.974 70.266
37.971 70.277
37.969 70.282
37.97 70.289
37.971 70.291
37.976 70.292
37.978 70.292
37.983 70.293
37.985 70.298
37.985 70.305
37.992 70.308
37.996 70.317
37.998 70.326
38.007 70.33
38.017 70.337
38.02 70.344
38.023 70.35
38.03 70.352
38.032 70.356
38.034 70.36
38.042 70.365
38.048 70.365
38.052 70.365
38.055 70.368
38.057 70.375
38.071 70.397
38.08 70.419
38.093 70.426
38.098 70.433
38.101 70.448
38.104 70.466
38.11 70.475
38.115 70.484
38.118 70.498
38.122 70.501
38.123 70.502
