segment China
32.079 121.622
32.054 121.676
32.049 121.68
32.047 121.683
32.045 121.695
32.042 121.705
32.026 121.726
32.019 121.725
32.014 121.726
32.011 121.739
32 121.747
31.993 121.75
31.984 121.76
31.973 121.765
31.971 121.767
31.969 121.773
31.964 121.778
31.956 121.78
31.952 121.785
31.948 121.785
31.944 121.789
31.942 121.797
31.937 121.8
31.936 121.808
31.934 121.811
31.93 121.814
31.923 121.814
31.911 121.824
31.88 121.828
31.87 121.827
31.863 121.832
31.859 121.84
31.857 121.84
31.853 121.833
31.848 121.844
31.79 121.878
31.78 121.881
31.773 121.879
31.757 121.882
31.717 121.886
31.708 121.884
31.695 121.87
31.692 121.858
31.694 121.852
31.692 121.84
31.693 121.825
31.697 121.821
31.698 121.817
31.696 121.812
31.702 121.807
31.697 121.803
31.701 121.79
31.7 121.779
31.711 121.763
31.715 121.737
31.72 121.723
31.723 121.707
31.723 121.688
31.727 121.659
31.732 121.64
31.732 121.633
31.742 121.61
31.752 121.592
31.755 121.592
31.773 121.6
31.774 121.596
31.762 121.591
31.758 121.586
31.759 121.578
31.768 121.571
31.785 121.551
31.783 121.534
31.789 121.514
31.792 121.509
31.804 121.499
31.825 121.472
31.831 121.457
31.842 121.44
31.843 121.425
31.85 121.408
31.853 121.383
31.861 121.353
31.871 121.328
31.882 121.31
31.886 121.288
31.885 121.28
31.881 121.27
31.874 121.261
31.867 121.245
31.859 121.23
31.857 121.227
31.861 121.215
31.862 121.206
31.86 121.2
31.858 121.194
31.837 121.164
31.834 121.156
31.834 121.144
31.835 121.141
31.849 121.123
31.853 121.107
31.852 121.095
31.847 121.083
31.843 121.069
31.84 121.063
31.835 121.032
31.831 121.035
31.823 121.028
31.821 121.021
31.816 121.015
31.816 121.007
31.806 120.991
31.805 120.984
31.802 120.978
31.801 120.971
31.806 120.971
31.805 120.967
31.821 120.968
31.826 120.966
31.841 120.958
31.841 120.956
31.837 120.955
31.831 120.96
31.811 120.962
31.804 120.961
31.802 120.957
31.801 120.95
31.805 120.937
31.81 120.928
31.821 120.92
31.826 120.921
31.833 120.927
31.835 120.925
31.831 120.921
31.831 120.918
31.844 120.919
31.872 120.914
31.875 120.915
31.877 120.918
31.877 120.922
31.864 120.954
31.864 120.959
31.867 120.961
31.873 120.94
31.884 120.922
31.885 120.911
31.889 120.914
31.896 120.913
31.893 120.91
31.893 120.908
31.901 120.906
31.907 120.901
31.92 120.895
31.929 120.884
31.941 120.877
31.945 120.873
31.947 120.867
31.963 120.855
31.97 120.852
31.973 120.846
31.985 120.835
31.985 120.831
31.995 120.822
32 120.819
32 120.802
32.013 120.797
32.015 120.79
32.019 120.787
32.022 120.772
32.029 120.753
32.028 120.74
32.037 120.735
32.037 120.727
32.043 120.725
32.04 120.714
32.039 120.708
32.045 120.693
32.056 120.674
32.061 120.647
32.066 120.632
32.076 120.614
32.08 120.604
32.078 120.593
32.069 120.565
32.07 120.559
32.075 120.552
32.074 120.55
32.068 120.552
32.068 120.551
32.069 120.547
32.089 120.529
32.093 120.522
32.089 120.514
32.091 120.505
32.089 120.503
32.085 120.512
32.082 120.514
32.074 120.507
32.072 120.504
32.072 120.5
32.078 120.489
32.079 120.479
32.077 120.474
32.065 120.436
32.05 120.406
32.016 120.355
32.004 120.352
32 120.351
31.999 120.349
31.993 120.335
31.985 120.322
31.971 120.306
31.955 120.281
31.947 120.263
31.933 120.271
31.944 120.313
31.954 120.354
31.955 120.371
31.964 120.38
31.965 120.385
31.961 120.393
31.964 120.404
31.962 120.408
31.964 120.432
31.974 120.444
31.981 120.45
31.986 120.452
31.995 120.451
32 120.452
32.017 120.434
32.022 120.436
32.027 120.442
32.03 120.45
32.031 120.46
32.028 120.461
32.024 120.455
32.022 120.456
32.021 120.471
32.016 120.482
32.014 120.494
32.004 120.531
32 120.543
31.995 120.554
31.99 120.568
31.99 120.592
31.987 120.612
31.988 120.626
31.987 120.637
31.99 120.652
31.987 120.67
31.987 120.68
31.99 120.691
31.992 120.711
31.985 120.728
31.979 120.737
31.974 120.739
31.963 120.752
31.945 120.753
31.934 120.756
31.901 120.775
31.885 120.792
31.878 120.796
31.852 120.801
31.847 120.799
31.843 120.792
31.828 120.787
31.825 120.783
31.823 120.777
31.823 120.77
31.825 120.762
31.832 120.75
31.836 120.742
31.84 120.736
31.85 120.728
31.839 120.727
31.834 120.721
31.833 120.727
31.822 120.742
31.817 120.748
31.803 120.775
31.79 120.792
31.781 120.809
31.777 120.812
31.771 120.81
31.772 120.822
31.77 120.825
31.766 120.831
31.757 120.859
31.753 120.879
31.753 120.922
31.763 120.94
31.762 120.945
31.756 120.954
31.757 120.962
31.755 120.988
31.758 120.999
31.754 121.008
31.734 121.033
31.726 121.05
31.721 121.051
31.722 121.066
31.721 121.076
31.714 121.09
31.691 121.119
31.682 121.139
31.677 121.146
31.673 121.156
31.668 121.166
31.62 121.23
31.613 121.236
31.608 121.237
31.598 121.251
31.595 121.253
31.593 121.253
31.591 121.254
31.586 121.252
31.586 121.261
31.581 121.265
31.548 121.28
31.536 121.292
31.529 121.295
31.525 121.299
31.521 121.298
31.519 121.296
31.515 121.287
31.511 121.281
31.51 121.274
31.503 121.268
31.503 121.273
31.51 121.284
31.515 121.297
31.513 121.299
31.515 121.309
31.507 121.32
31.498 121.33
31.494 121.348
31.484 121.359
31.481 121.366
31.474 121.383
31.469 121.406
31.462 121.418
31.455 121.434
31.452 121.439
31.426 121.457
31.421 121.47
31.42 121.472
31.421 121.481
31.42 121.485
31.417 121.489
31.412 121.491
31.401 121.505
31.398 121.505
31.394 121.501
31.388 121.508
31.387 121.514
31.384 121.516
31.387 121.535
31.383 121.542
31.382 121.56
31.378 121.569
31.377 121.579
31.374 121.585
31.36 121.602
31.353 121.618
31.34 121.635
31.321 121.677
31.317 121.683
31.306 121.691
31.293 121.707
31.285 121.712
31.271 121.728
31.257 121.735
31.239 121.749
31.202 121.773
31.185 121.786
31.149 121.805
31.137 121.815
31.089 121.843
31.066 121.856
31.048 121.863
30.99 121.89
30.976 121.896
30.965 121.898
30.944 121.901
30.935 121.9
30.901 121.89
30.887 121.883
30.873 121.873
30.867 121.865
30.866 121.86
30.861 121.852
30.86 121.846
30.862 121.819
30.863 121.809
30.862 121.807
30.859 121.809
30.857 121.806
30.859 121.795
30.86 121.781
30.865 121.774
30.867 121.764
30.872 121.751
30.873 121.742
30.869 121.719
30.871 121.7
30.868 121.667
30.864 121.645
30.861 121.622
30.846 121.553
30.838 121.529
30.808 121.457
30.802 121.44
30.786 121.426
30.769 121.407
30.759 121.399
30.74 121.388
30.735 121.381
30.721 121.369
30.717 121.364
30.711 121.347
30.711 121.328
30.708 121.316
30.707 121.299
30.697 121.28
30.695 121.271
30.686 121.248
30.673 121.229
30.645 121.176
30.637 121.166
30.608 121.145
30.603 121.143
30.597 121.145
30.596 121.141
30.596 121.135
30.595 121.13
30.588 121.113
30.589 121.105
30.587 121.1
30.586 121.094
30.59 121.088
30.591 121.081
30.59 121.077
30.59 121.069
30.589 121.062
30.577 121.033
30.562 121.004
30.554 120.993
30.545 120.984
30.534 120.97
30.527 120.964
30.518 120.954
30.513 120.954
30.506 120.951
30.5 120.94
30.496 120.937
30.474 120.93
30.461 120.937
30.455 120.938
30.446 120.935
30.442 120.936
30.439 120.939
30.439 120.944
30.441 120.949
30.438 120.953
30.427 120.956
30.425 120.955
30.424 120.953
30.424 120.944
30.42 120.941
30.416 120.943
30.413 120.939
30.413 120.933
30.418 120.922
30.418 120.914
30.416 120.91
30.414 120.908
30.399 120.899
30.391 120.902
30.387 120.907
30.386 120.913
30.383 120.915
30.377 120.912
30.371 120.905
30.374 120.892
30.374 120.887
30.373 120.884
30.364 120.873
30.365 120.871
30.368 120.862
30.365 120.856
30.356 120.845
30.355 120.839
30.349 120.837
30.346 120.833
30.348 120.816
30.346 120.813
30.345 120.804
30.342 120.798
30.332 120.79
30.332 120.786
30.34 120.784
30.347 120.776
30.348 120.771
30.346 120.76
30.347 120.752
30.352 120.749
30.357 120.741
30.368 120.736
30.378 120.721
30.39 120.692
30.39 120.678
30.393 120.671
30.397 120.648
30.399 120.624
30.399 120.588
30.396 120.557
30.397 120.494
30.394 120.458
30.391 120.44
30.389 120.43
30.388 120.408
30.385 120.398
30.381 120.391
30.376 120.385
30.348 120.372
30.321 120.365
30.306 120.359
30.288 120.347
30.285 120.339
30.285 120.328
30.287 120.321
30.296 120.304
30.297 120.285
30.295 120.263
30.274 120.263
30.271 120.269
30.257 120.284
30.245 120.288
30.231 120.305
30.225 120.317
30.22 120.336
30.221 120.369
30.223 120.378
30.23 120.388
30.237 120.393
30.245 120.395
30.256 120.392
30.261 120.394
30.266 120.401
30.269 120.402
30.28 120.399
30.285 120.4
30.289 120.407
30.29 120.422
30.294 120.425
30.297 120.432
30.298 120.437
30.315 120.458
30.317 120.462
30.319 120.473
30.319 120.495
30.316 120.505
30.302 120.521
30.294 120.539
30.288 120.545
30.283 120.557
30.256 120.559
30.241 120.566
30.21 120.573
30.196 120.574
30.179 120.582
30.165 120.583
30.155 120.587
30.152 120.591
30.145 120.608
30.14 120.613
30.135 120.615
30.126 120.609
30.118 120.594
30.115 120.593
30.115 120.597
30.12 120.608
30.119 120.611
30.11 120.62
30.105 120.629
30.105 120.634
30.106 120.644
30.102 120.657
30.1 120.666
30.094 120.678
30.098 120.682
30.102 120.676
30.112 120.67
30.117 120.661
30.135 120.641
30.138 120.634
30.14 120.632
30.146 120.633
30.146 120.64
30.131 120.654
30.123 120.667
30.115 120.684
30.112 120.692
30.112 120.707
30.117 120.722
30.124 120.73
30.124 120.794
30.128 120.799
30.128 120.806
30.127 120.82
30.122 120.824
30.121 120.827
30.123 120.832
30.129 120.826
30.131 120.828
30.131 120.841
30.137 120.849
30.131 120.854
30.131 120.858
30.134 120.86
30.143 120.861
30.153 120.877
30.154 120.882
30.148 120.891
30.153 120.895
30.154 120.899
30.168 120.916
30.185 120.955
30.185 120.963
30.191 120.969
30.197 120.978
30.21 121.01
30.243 121.055
30.248 121.066
30.249 121.073
30.252 121.078
30.261 121.08
30.267 121.084
30.273 121.091
30.277 121.101
30.284 121.118
30.287 121.136
30.291 121.142
30.294 121.15
30.302 121.163
30.309 121.185
30.309 121.195
30.313 121.213
30.311 121.22
30.315 121.233
30.315 121.247
30.312 121.28
30.305 121.309
30.299 121.322
30.296 121.335
30.285 121.357
30.277 121.385
30.264 121.404
30.227 121.451
30.217 121.46
30.209 121.463
30.198 121.476
30.192 121.488
30.174 121.504
30.151 121.525
30.141 121.534
30.122 121.544
30.108 121.558
30.1 121.57
30.095 121.573
30.079 121.575
30.05 121.593
30.051 121.602
30.05 121.605
30.037 121.615
30.035 121.621
30.027 121.621
30.01 121.629
30.007 121.634
30 121.642
29.985 121.659
29.978 121.666
29.965 121.673
29.962 121.678
29.959 121.707
29.965 121.72
29.965 121.723
29.959 121.724
29.952 121.718
29.949 121.723
29.959 121.729
29.967 121.742
29.969 121.745
29.966 121.746
29.959 121.742
29.956 121.742
29.958 121.746
29.966 121.751
29.966 121.757
29.971 121.763
29.971 121.767
29.963 121.773
29.962 121.788
29.954 121.804
29.948 121.805
29.943 121.81
29.935 121.814
29.931 121.818
29.927 121.831
29.92 121.832
29.918 121.835
29.92 121.839
29.923 121.841
29.928 121.841
29.931 121.844
29.938 121.846
29.94 121.849
29.937 121.85
29.928 121.85
29.922 121.859
29.921 121.866
29.917 121.875
29.92 121.879
29.918 121.903
29.904 121.926
29.891 121.941
29.888 121.946
29.885 121.965
29.889 121.989
29.888 121.999
29.882 122.008
29.875 122.01
29.873 122.013
29.875 122.019
29.883 122.025
29.882 122.048
29.882 122.056
29.888 122.073
29.887 122.084
29.89 122.093
29.893 122.096
29.897 122.095
29.9 122.097
29.901 122.102
29.897 122.106
29.903 122.112
29.905 122.121
29.902 122.127
29.898 122.131
29.89 122.133
29.887 122.136
29.881 122.136
29.879 122.135
29.871 122.123
29.87 122.115
29.86 122.102
29.86 122.095
29.855 122.085
29.856 122.079
29.849 122.073
29.84 122.04
29.826 122.023
29.822 122.013
29.82 122
29.811 121.978
29.794 121.954
29.79 121.947
29.788 121.941
29.786 121.925
29.776 121.913
29.773 121.903
29.766 121.893
29.765 121.881
29.754 121.869
29.731 121.863
29.719 121.864
29.715 121.863
29.7 121.847
29.694 121.849
29.691 121.846
29.69 121.843
29.697 121.838
29.698 121.835
29.696 121.828
29.693 121.836
29.687 121.836
29.682 121.829
29.666 121.795
29.65 121.775
29.645 121.77
29.639 121.77
29.635 121.766
29.616 121.749
29.614 121.745
29.609 121.744
29.598 121.736
29.59 121.727
29.587 121.715
29.593 121.703
29.593 121.698
29.591 121.696
29.589 121.697
29.586 121.702
29.583 121.704
29.573 121.703
29.569 121.709
29.558 121.699
29.557 121.695
29.562 121.691
29.561 121.688
29.553 121.676
29.554 121.67
29.546 121.654
29.547 121.649
29.555 121.647
29.567 121.646
29.572 121.644
29.572 121.641
29.554 121.638
29.547 121.641
29.544 121.639
29.548 121.63
29.545 121.625
29.547 121.617
29.539 121.599
29.538 121.591
29.546 121.573
29.546 121.568
29.542 121.564
29.537 121.563
29.535 121.56
29.534 121.555
29.536 121.551
29.535 121.549
29.519 121.539
29.516 121.534
29.515 121.529
29.508 121.527
29.505 121.52
29.506 121.517
29.516 121.521
29.524 121.52
29.542 121.514
29.553 121.514
29.555 121.512
29.545 121.501
29.541 121.491
29.54 121.481
29.53 121.472
29.528 121.469
29.525 121.467
29.518 121.471
29.516 121.47
29.515 121.463
29.523 121.453
29.517 121.447
29.513 121.445
29.499 121.45
29.497 121.456
29.495 121.457
29.491 121.453
29.487 121.447
29.482 121.444
29.482 121.439
29.473 121.433
29.47 121.43
29.469 121.425
29.466 121.423
29.453 121.426
29.447 121.438
29.43 121.44
29.42 121.434
29.417 121.434
29.412 121.437
29.41 121.441
29.418 121.463
29.43 121.462
29.44 121.464
29.459 121.476
29.463 121.473
29.468 121.476
29.476 121.491
29.483 121.496
29.488 121.508
29.486 121.51
29.481 121.51
29.472 121.505
29.469 121.507
29.462 121.499
29.461 121.506
29.456 121.503
29.454 121.506
29.453 121.515
29.459 121.522
29.46 121.525
29.465 121.529
29.466 121.53
29.462 121.531
29.457 121.529
29.453 121.522
29.444 121.519
29.446 121.514
29.444 121.513
29.435 121.514
29.421 121.509
29.417 121.505
29.415 121.494
29.413 121.489
29.403 121.481
29.398 121.48
29.389 121.483
29.381 121.482
29.373 121.488
29.388 121.488
29.387 121.493
29.399 121.506
29.402 121.513
29.414 121.526
29.422 121.539
29.427 121.542
29.43 121.547
29.445 121.555
29.453 121.552
29.456 121.553
29.473 121.575
29.475 121.579
29.474 121.589
29.476 121.594
29.48 121.6
29.49 121.624
29.49 121.634
29.494 121.649
29.494 121.658
29.499 121.666
29.511 121.671
29.514 121.675
29.525 121.692
29.535 121.713
29.535 121.728
29.531 121.738
29.525 121.731
29.52 121.736
29.52 121.741
29.524 121.75
29.526 121.759
29.531 121.761
29.532 121.764
29.533 121.776
29.531 121.776
29.525 121.77
29.507 121.76
29.499 121.758
29.492 121.758
29.477 121.763
29.469 121.77
29.465 121.777
29.476 121.806
29.482 121.812
29.488 121.816
29.494 121.818
29.509 121.819
29.526 121.83
29.527 121.833
29.52 121.856
29.524 121.857
29.527 121.853
29.53 121.844
29.533 121.838
29.542 121.835
29.543 121.833
29.544 121.818
29.547 121.81
29.542 121.788
29.546 121.78
29.542 121.772
29.542 121.757
29.538 121.748
29.54 121.744
29.553 121.745
29.561 121.754
29.565 121.767
29.577 121.775
29.593 121.79
29.597 121.789
29.6 121.791
29.603 121.801
29.6 121.81
29.6 121.816
29.602 121.82
29.61 121.823
29.611 121.83
29.611 121.836
29.605 121.847
29.605 121.852
29.607 121.857
29.62 121.867
29.621 121.869
29.616 121.875
29.616 121.88
29.62 121.886
29.621 121.896
29.631 121.912
29.639 121.916
29.64 121.918
29.639 121.921
29.636 121.925
29.632 121.937
29.636 121.941
29.632 121.946
29.633 121.955
29.63 121.956
29.627 121.95
29.625 121.948
29.621 121.951
29.618 121.956
29.615 121.954
29.61 121.954
29.609 121.958
29.615 121.968
29.611 121.975
29.605 121.974
29.601 121.979
29.594 121.98
29.595 121.985
29.602 121.993
29.598 121.997
29.59 121.998
29.584 121.996
29.582 121.993
29.579 121.983
29.574 121.976
29.571 121.976
29.57 121.979
29.572 121.99
29.568 121.99
29.566 121.987
29.567 121.975
29.565 121.97
29.566 121.965
29.562 121.959
29.56 121.959
29.558 121.956
29.56 121.951
29.551 121.953
29.544 121.949
29.54 121.955
29.536 121.954
29.541 121.942
29.541 121.927
29.538 121.923
29.53 121.919
29.519 121.918
29.515 121.921
29.511 121.927
29.509 121.935
29.51 121.948
29.509 121.953
29.502 121.956
29.501 121.952
29.503 121.943
29.5 121.941
29.496 121.944
29.496 121.949
29.493 121.949
29.483 121.941
29.479 121.942
29.478 121.948
29.472 121.949
29.471 121.951
29.473 121.954
29.469 121.967
29.465 121.969
29.458 121.979
29.451 121.982
29.446 121.979
29.448 121.969
29.441 121.97
29.434 121.974
29.433 121.972
29.433 121.968
29.427 121.962
29.426 121.968
29.422 121.966
29.415 121.969
29.412 121.966
29.42 121.961
29.424 121.946
29.418 121.924
29.401 121.912
29.396 121.916
29.394 121.913
29.395 121.907
29.388 121.904
29.382 121.904
29.378 121.904
29.375 121.908
29.369 121.92
29.371 121.928
29.367 121.93
29.363 121.927
29.359 121.92
29.355 121.924
29.352 121.922
29.349 121.917
29.346 121.916
29.336 121.921
29.337 121.925
29.337 121.928
29.333 121.931
29.331 121.929
29.331 121.925
29.327 121.918
29.317 121.912
29.313 121.92
29.307 121.924
29.305 121.92
29.303 121.912
29.298 121.909
29.292 121.91
29.288 121.922
29.285 121.923
29.278 121.924
29.275 121.928
29.267 121.952
29.268 121.958
29.276 121.968
29.277 121.976
29.283 121.984
29.284 121.988
29.278 121.991
29.278 121.996
29.275 121.995
29.269 121.989
29.264 121.994
29.263 121.987
29.265 121.981
29.261 121.974
29.262 121.969
29.258 121.966
29.253 121.968
29.25 121.966
29.253 121.96
29.251 121.958
29.243 121.958
29.238 121.96
29.232 121.968
29.227 121.969
29.223 121.972
29.221 121.968
29.216 121.966
29.214 121.962
29.206 121.96
29.203 121.962
29.202 121.966
29.197 121.968
29.196 121.966
29.199 121.958
29.196 121.954
29.197 121.953
29.212 121.953
29.215 121.959
29.219 121.961
29.228 121.956
29.229 121.949
29.226 121.947
29.21 121.944
29.202 121.94
29.196 121.935
29.194 121.931
29.189 121.906
29.177 121.884
29.168 121.877
29.168 121.873
29.169 121.867
29.167 121.856
29.162 121.846
29.177 121.826
29.192 121.814
29.196 121.813
29.197 121.803
29.198 121.801
29.22 121.817
29.242 121.84
29.246 121.831
29.256 121.819
29.28 121.818
29.281 121.819
29.28 121.824
29.288 121.835
29.296 121.84
29.298 121.838
29.3 121.823
29.299 121.817
29.295 121.811
29.297 121.805
29.301 121.803
29.311 121.81
29.309 121.817
29.311 121.82
29.315 121.821
29.321 121.82
29.323 121.829
29.322 121.834
29.325 121.837
29.327 121.836
29.33 121.823
29.333 121.824
29.334 121.829
29.337 121.832
29.341 121.831
29.339 121.817
29.333 121.803
29.329 121.798
29.329 121.792
29.331 121.791
29.335 121.796
29.341 121.793
29.344 121.798
29.351 121.801
29.355 121.8
29.359 121.79
29.36 121.789
29.364 121.8
29.376 121.809
29.379 121.809
29.368 121.789
29.367 121.782
29.364 121.779
29.363 121.776
29.37 121.775
29.372 121.773
29.371 121.771
29.364 121.772
29.354 121.769
29.351 121.772
29.351 121.78
29.342 121.782
29.337 121.78
29.335 121.771
29.331 121.766
29.329 121.771
29.329 121.777
29.326 121.778
29.322 121.774
29.321 121.769
29.316 121.767
29.312 121.77
29.309 121.777
29.306 121.777
29.304 121.776
29.301 121.769
29.299 121.768
29.294 121.77
29.281 121.77
29.277 121.779
29.273 121.78
29.255 121.778
29.236 121.772
29.221 121.764
29.208 121.757
29.205 121.75
29.198 121.749
29.194 121.75
29.189 121.741
29.196 121.734
29.201 121.732
29.212 121.734
29.225 121.744
29.232 121.744
29.244 121.737
29.254 121.734
29.271 121.734
29.271 121.737
29.274 121.74
29.279 121.739
29.285 121.742
29.288 121.74
29.285 121.735
29.288 121.728
29.284 121.724
29.28 121.727
29.278 121.72
29.27 121.719
29.271 121.731
29.259 121.728
29.251 121.73
29.233 121.739
29.229 121.739
29.216 121.731
29.208 121.72
29.206 121.715
29.195 121.709
29.188 121.7
29.187 121.694
29.184 121.692
29.184 121.675
29.188 121.669
29.188 121.664
29.183 121.661
29.184 121.658
29.192 121.652
