segment Mongolia
49.982 97.81
49.966 97.815
49.957 97.821
49.952 97.828
49.948 97.836
49.947 97.848
49.948 97.863
49.952 97.874
49.957 97.884
49.965 97.891
49.978 97.899
49.995 97.914
49.999 97.922
50 97.923
50.007 97.952
50.024 97.965
50.03 97.973
50.035 97.988
50.035 98.007
50.036 98.019
50.045 98.043
50.054 98.058
50.066 98.074
50.092 98.106
50.104 98.116
50.178 98.151
50.179 98.152
50.204 98.172
50.214 98.184
50.238 98.23
50.25 98.249
50.255 98.254
50.265 98.26
50.278 98.265
50.312 98.278
50.327 98.278
50.354 98.272
50.386 98.259
50.401 98.258
50.411 98.257
50.417 98.259
50.434 98.271
50.457 98.289
50.502 98.305
50.52 98.315
50.539 98.324
50.547 98.323
50.556 98.316
50.562 98.307
50.575 98.265
50.579 98.241
50.583 98.208
50.585 98.188
50.587 98.16
50.591 98.145
50.596 98.133
50.653 98.049
50.662 98.042
50.67 98.035
50.701 98.018
50.71 98.008
50.716 97.994
50.725 97.982
50.733 97.974
50.745 97.967
50.772 97.958
50.782 97.955
50.788 97.955
50.802 97.962
50.817 97.972
50.844 98.012
50.851 98.019
50.867 98.02
50.874 98.013
50.88 98.001
50.903 97.957
50.916 97.941
50.923 97.913
50.929 97.901
50.937 97.887
50.947 97.876
50.95 97.867
50.959 97.866
50.964 97.857
50.975 97.862
50.999 97.844
51.004 97.828
51.006 97.83
51.012 97.828
51.027 97.837
51.033 97.846
51.035 97.856
51.045 97.868
51.048 97.868
51.051 97.869
51.061 97.866
51.074 97.875
51.094 97.88
51.106 97.893
51.115 97.897
51.12 97.894
51.132 97.902
51.164 97.91
51.167 97.909
51.172 97.908
51.193 97.931
51.201 97.935
51.208 97.941
51.218 97.945
51.223 97.946
51.232 97.953
51.238 97.953
51.246 97.944
51.249 97.944
51.26 97.951
51.278 97.957
51.287 97.952
51.296 97.954
51.309 97.954
51.315 97.952
51.317 97.948
51.323 97.945
51.333 97.954
51.335 97.957
51.344 97.972
51.36 97.983
