segment Iran
33.11 46.109
33.109 46.116
33.109 46.122
33.11 46.126
33.111 46.13
33.114 46.134
33.117 46.139
33.119 46.142
33.122 46.145
33.125 46.149
33.129 46.153
33.134 46.157
33.138 46.161
33.143 46.168
33.148 46.172
33.152 46.176
33.156 46.178
33.16 46.182
33.163 46.185
33.167 46.189
33.17 46.194
33.172 46.197
33.174 46.2
33.177 46.202
33.18 46.205
33.184 46.206
33.188 46.206
33.19 46.203
33.19 46.201
33.19 46.197
33.191 46.193
33.191 46.188
33.191 46.186
33.195 46.184
33.197 46.184
33.201 46.184
33.204 46.185
33.207 46.186
33.21 46.186
33.215 46.187
33.218 46.188
33.224 46.189
33.229 46.192
33.233 46.193
33.24 46.196
33.246 46.197
33.249 46.197
33.253 46.197
33.256 46.196
33.257 46.194
33.259 46.191
33.262 46.187
33.264 46.181
33.267 46.172
33.272 46.165
33.274 46.156
33.278 46.15
33.281 46.145
33.283 46.143
33.285 46.141
33.288 46.139
33.292 46.135
33.296 46.132
33.299 46.13
33.302 46.129
33.306 46.125
33.309 46.123
33.314 46.12
33.317 46.117
33.321 46.114
33.324 46.11
33.33 46.104
33.335 46.1
33.342 46.094
33.346 46.09
33.352 46.085
33.356 46.08
33.359 46.073
33.361 46.068
33.364 46.063
33.368 46.056
33.374 46.051
33.379 46.048
33.382 46.046
33.386 46.044
33.392 46.042
33.397 46.042
33.411 46.04
33.416 46.039
33.424 46.036
33.432 46.038
33.447 46.039
33.453 46.038
33.46 46.037
33.465 46.035
33.468 46.033
33.471 46.029
33.474 46.024
33.476 46.019
33.48 46.006
33.491 46
33.498 45.998
33.501 45.995
33.502 45.99
33.501 45.984
33.489 45.963
33.486 45.957
33.484 45.942
33.484 45.93
33.484 45.92
33.487 45.879
33.488 45.874
33.491 45.871
33.495 45.872
33.5 45.879
33.532 45.938
33.536 45.941
33.547 45.95
33.552 45.952
33.565 45.95
33.582 45.939
33.59 45.929
33.601 45.906
33.605 45.906
33.623 45.91
33.626 45.907
33.627 45.901
33.626 45.89
33.624 45.879
33.624 45.863
33.626 45.843
33.617 45.817
33.597 45.782
33.59 45.766
33.591 45.759
33.593 45.755
33.596 45.754
33.598 45.754
33.602 45.754
33.614 45.775
33.616 45.777
33.623 45.777
33.636 45.767
33.641 45.758
33.674 45.71
33.7 45.683
33.726 45.662
33.734 45.661
33.754 45.659
33.765 45.654
33.777 45.644
33.797 45.617
33.81 45.611
33.825 45.598
33.841 45.589
33.844 45.587
33.882 45.554
33.901 45.541
33.932 45.525
33.938 45.516
33.941 45.506
33.94 45.505
33.933 45.481
33.932 45.472
33.935 45.459
33.941 45.445
33.958 45.431
33.97 45.414
33.972 45.413
33.975 45.418
33.982 45.441
33.986 45.447
34.002 45.455
34.007 45.463
34.011 45.476
34.014 45.479
34.031 45.477
34.035 45.48
34.037 45.484
34.054 45.483
34.058 45.477
34.065 45.479
34.072 45.484
34.081 45.499
34.087 45.501
34.093 45.503
34.103 45.51
34.11 45.519
34.114 45.538
34.121 45.544
34.125 45.55
34.125 45.559
34.134 45.572
34.143 45.58
34.148 45.581
34.158 45.578
34.18 45.566
34.201 45.572
34.215 45.579
34.227 45.584
34.248 45.591
34.26 45.593
34.28 45.594
34.303 45.588
34.327 45.575
34.345 45.559
34.349 45.548
34.349 45.527
34.347 45.52
34.342 45.515
34.327 45.503
34.34 45.493
34.348 45.492
34.374 45.477
34.4 45.471
34.414 45.467
34.424 45.464
34.437 45.454
34.458 45.453
34.465 45.466
34.47 45.47
34.469 45.477
34.463 45.487
34.463 45.5
34.465 45.512
34.468 45.517
34.472 45.521
34.485 45.528
34.492 45.532
34.514 45.538
34.53 45.537
34.55 45.525
34.562 45.524
34.574 45.527
34.591 45.536
34.593 45.54
34.593 45.552
34.565 45.58
34.557 45.596
34.554 45.608
34.552 45.617
34.552 45.629
34.558 45.644
34.558 45.647
34.555 45.652
34.554 45.66
34.559 45.687
34.556 45.706
34.545 45.722
34.539 45.736
34.542 45.748
34.547 45.75
34.553 45.748
34.56 45.745
34.578 45.749
34.588 45.743
34.612 45.735
34.619 45.737
34.628 45.737
34.656 45.727
34.667 45.721
34.668 45.714
34.67 45.713
34.687 45.71
34.69 45.708
34.705 45.691
34.713 45.677
34.717 45.674
34.724 45.676
34.738 45.686
34.75 45.686
34.754 45.688
34.77 45.709
34.772 45.71
34.774 45.711
34.794 45.7
34.808 45.699
34.812 45.701
34.83 45.733
34.83 45.745
34.827 45.762
34.828 45.768
34.832 45.776
34.842 45.788
34.843 45.789
34.847 45.792
34.858 45.797
34.872 45.796
34.897 45.79
34.903 45.791
34.91 45.799
34.909 45.809
34.894 45.849
34.895 45.861
34.896 45.865
34.898 45.87
34.902 45.874
34.925 45.881
34.945 45.898
34.955 45.903
34.959 45.902
34.977 45.893
34.986 45.894
34.996 45.888
35 45.888
35.006 45.886
35.011 45.885
35.031 45.883
35.035 45.885
35.039 45.893
35.042 45.907
35.043 45.929
35.046 45.93
35.069 45.925
35.077 45.93
35.081 45.934
35.082 45.94
35.08 45.957
35.076 45.961
35.073 45.969
35.065 45.985
35.062 45.993
35.063 46
35.069 46.012
35.062 46.017
35.06 46.022
35.051 46.026
35.049 46.029
35.047 46.033
35.049 46.04
35.047 46.046
35.048 46.052
35.043 46.052
35.041 46.055
35.036 46.057
35.036 46.064
35.046 46.067
35.049 46.07
35.05 46.075
35.054 46.077
35.055 46.069
35.058 46.066
35.079 46.072
35.085 46.085
35.086 46.094
35.076 46.099
35.072 46.114
35.074 46.123
35.079 46.13
35.083 46.143
35.084 46.16
35.092 46.168
35.096 46.173
35.097 46.174
35.108 46.189
35.111 46.187
35.113 46.182
35.117 46.174
35.119 46.166
35.122 46.159
35.124 46.156
35.126 46.154
35.129 46.154
35.132 46.156
35.136 46.158
35.141 46.159
35.144 46.159
35.147 46.158
35.152 46.157
35.156 46.157
35.159 46.157
35.162 46.157
35.166 46.16
35.169 46.164
35.172 46.17
35.173 46.176
35.176 46.182
35.179 46.187
35.181 46.191
35.184 46.195
35.187 46.199
35.191 46.203
35.194 46.204
35.198 46.203
35.201 46.2
35.202 46.197
35.204 46.195
35.207 46.196
35.21 46.196
35.211 46.194
35.213 46.191
35.216 46.189
35.219 46.183
35.221 46.177
35.222 46.173
35.222 46.167
35.22 46.161
35.221 46.156
35.222 46.153
35.224 46.151
35.227 46.144
35.226 46.135
35.226 46.133
35.225 46.129
35.226 46.127
35.229 46.128
35.232 46.129
35.235 46.13
35.236 46.128
35.236 46.125
35.234 46.122
35.232 46.118
35.23 46.115
35.23 46.112
35.233 46.111
35.235 46.111
35.238 46.112
35.241 46.114
35.245 46.116
35.248 46.119
35.251 46.123
35.254 46.128
35.257 46.132
35.261 46.138
35.264 46.142
35.267 46.143
35.27 46.144
35.273 46.147
35.277 46.152
35.28 46.156
35.283 46.157
35.287 46.156
35.29 46.154
35.294 46.152
35.297 46.151
35.3 46.149
35.304 46.147
35.308 46.145
35.311 46.143
35.313 46.141
35.318 46.136
35.32 46.134
35.323 46.13
35.327 46.129
35.33 46.13
35.332 46.131
35.336 46.129
35.34 46.127
35.343 46.12
35.344 46.114
35.344 46.107
35.345 46.1
35.346 46.098
35.35 46.095
35.352 46.093
35.355 46.091
35.358 46.088
35.36 46.084
35.361 46.08
35.364 46.074
35.366 46.07
35.368 46.069
35.371 46.067
35.374 46.066
35.377 46.064
35.379 46.061
35.382 46.054
35.383 46.051
35.386 46.049
35.39 46.048
35.393 46.046
35.395 46.045
35.399 46.043
35.402 46.041
35.406 46.038
35.409 46.037
35.414 46.034
35.419 46.031
35.425 46.029
35.429 46.026
35.433 46.021
35.438 46.017
35.443 46.014
35.446 46.01
35.48 46
35.5 45.989
35.509 45.992
35.514 45.998
35.514 46
35.516 46.008
35.517 46.011
35.522 46.013
35.525 46.012
35.528 46.009
35.547 46
35.553 45.996
35.558 45.991
35.566 45.983
35.575 45.978
35.577 45.98
35.577 45.987
35.574 46
35.569 46.005
35.569 46.01
35.57 46.013
35.571 46.016
35.573 46.018
35.575 46.018
35.577 46.017
35.579 46.015
35.582 46.011
35.585 46.008
35.588 46.009
35.592 46.011
35.594 46.012
35.598 46.012
35.602 46.012
35.606 46.013
35.611 46.014
35.615 46.014
35.618 46.013
35.621 46.012
35.625 46.012
35.628 46.01
35.63 46.007
35.632 46.003
35.635 46
35.638 46
35.639 46.002
35.642 46.004
35.645 46.005
35.65 46.008
35.653 46.009
35.658 46.009
35.662 46.008
35.667 46.008
35.671 46.01
35.675 46.012
35.678 46.013
35.68 46.015
35.682 46.019
35.684 46.024
35.687 46.029
35.689 46.034
35.691 46.039
35.694 46.045
35.696 46.047
35.698 46.051
35.698 46.055
35.697 46.058
35.695 46.063
35.693 46.067
35.69 46.073
35.687 46.079
35.685 46.085
35.684 46.089
35.684 46.093
35.684 46.096
35.684 46.1
35.685 46.104
35.686 46.108
35.687 46.111
35.689 46.117
35.691 46.123
35.692 46.129
35.694 46.134
35.693 46.138
35.692 46.142
35.69 46.145
35.689 46.149
35.687 46.155
35.688 46.159
35.691 46.165
35.693 46.168
35.697 46.173
35.704 46.176
35.71 46.18
35.711 46.182
35.711 46.189
35.712 46.192
35.716 46.195
35.718 46.198
35.719 46.202
35.72 46.206
35.718 46.212
35.717 46.217
35.715 46.222
35.713 46.227
35.712 46.232
35.711 46.236
35.712 46.239
35.714 46.243
35.716 46.245
35.719 46.249
35.721 46.253
35.723 46.258
35.723 46.261
35.725 46.266
35.726 46.271
35.728 46.276
35.73 46.279
35.732 46.282
35.735 46.283
35.738 46.282
35.741 46.282
35.743 46.282
35.744 46.283
35.745 46.285
35.745 46.289
35.745 46.292
35.746 46.297
35.747 46.3
35.748 46.301
35.751 46.301
35.753 46.302
35.756 46.304
35.757 46.306
35.757 46.309
35.757 46.314
35.758 46.318
35.759 46.322
35.76 46.325
35.762 46.327
35.765 46.331
35.767 46.332
35.769 46.334
35.772 46.334
35.775 46.337
35.778 46.34
35.78 46.341
35.783 46.344
35.786 46.346
35.788 46.348
35.79 46.349
35.793 46.349
35.795 46.349
35.798 46.349
35.802 46.349
35.809 46.349
35.812 46.347
35.816 46.345
35.819 46.343
35.821 46.34
35.822 46.336
35.823 46.331
35.823 46.326
35.824 46.321
35.825 46.312
35.827 46.306
35.829 46.302
35.831 46.298
35.831 46.294
35.831 46.291
35.828 46.288
35.826 46.284
35.822 46.28
35.819 46.278
35.815 46.273
35.812 46.268
35.811 46.262
35.81 46.259
35.81 46.252
35.812 46.246
35.812 46.242
35.811 46.238
35.811 46.234
35.811 46.23
35.81 46.228
35.807 46.225
35.798 46.216
35.796 46.211
35.797 46.208
35.8 46.203
35.8 46.199
35.799 46.196
35.799 46.191
35.798 46.187
35.798 46.175
35.8 46.168
35.8 46.164
35.8 46.16
35.802 46.156
35.805 46.153
35.808 46.15
35.81 46.148
35.813 46.145
35.816 46.142
35.826 46.137
35.828 46.135
35.831 46.135
35.834 46.137
35.835 46.139
35.838 46.142
35.842 46.144
35.844 46.142
35.845 46.14
35.845 46.136
35.844 46.133
35.843 46.128
35.843 46.123
35.842 46.117
35.844 46.115
35.849 46.109
35.856 46.102
35.861 46.093
35.86 46.09
35.86 46.087
35.859 46.084
35.858 46.08
35.856 46.075
35.854 46.07
35.852 46.064
35.852 46.059
35.851 46.053
35.85 46.05
35.849 46.047
35.846 46.044
35.843 46.041
35.84 46.037
35.836 46.033
35.833 46.025
35.832 46.02
35.832 46.015
35.833 46.004
35.838 46
35.843 45.975
35.843 45.964
35.84 45.957
35.839 45.956
35.833 45.952
35.825 45.941
35.838 45.908
35.839 45.897
35.837 45.886
35.832 45.88
35.814 45.871
35.817 45.849
35.813 45.833
35.812 45.825
35.814 45.815
35.823 45.799
35.812 45.781
35.803 45.773
35.801 45.763
35.804 45.757
35.845 45.728
35.849 45.726
35.873 45.714
35.884 45.703
35.894 45.697
35.905 45.673
35.915 45.669
35.924 45.661
35.936 45.646
35.944 45.643
35.949 45.645
35.959 45.631
35.962 45.605
35.967 45.602
35.979 45.601
35.982 45.597
35.983 45.578
35.984 45.574
35.999 45.562
36.001 45.557
36.002 45.548
35.999 45.537
35.997 45.53
35.999 45.519
36.005 45.502
36.005 45.489
36.003 45.483
35.996 45.474
35.993 45.467
35.994 45.46
35.997 45.451
35.997 45.443
35.986 45.433
35.984 45.428
35.984 45.417
35.976 45.415
35.973 45.41
35.973 45.406
35.973 45.402
35.977 45.389
35.976 45.38
35.981 45.371
35.978 45.361
35.982 45.356
35.997 45.349
36.007 45.342
36.017 45.349
36.032 45.359
36.056 45.364
36.065 45.37
36.078 45.387
36.085 45.387
36.109 45.374
36.117 45.361
36.12 45.359
36.126 45.357
36.134 45.355
36.145 45.342
36.163 45.341
36.175 45.336
36.197 45.344
36.213 45.338
36.234 45.333
36.242 45.324
36.247 45.293
36.253 45.279
36.256 45.278
36.263 45.286
36.269 45.297
36.276 45.315
36.281 45.311
36.291 45.298
36.303 45.289
36.306 45.283
36.31 45.282
36.315 45.282
36.327 45.283
36.342 45.288
36.358 45.285
36.369 45.287
36.383 45.284
36.392 45.279
36.402 45.27
36.42 45.258
36.427 45.253
36.431 45.247
36.432 45.246
36.433 45.238
36.426 45.222
36.421 45.199
36.415 45.189
36.414 45.178
36.405 45.162
36.405 45.144
36.408 45.13
36.419 45.108
36.421 45.106
36.426 45.099
36.435 45.093
36.45 45.092
36.468 45.073
36.489 45.07
36.499 45.063
36.503 45.059
36.514 45.037
36.521 45.027
36.524 45.023
36.527 45.019
36.536 45.015
36.543 45.016
36.547 45.019
36.556 45.037
36.57 45.054
36.574 45.055
36.589 45.042
36.594 45.041
36.606 45.048
36.613 45.055
36.614 45.062
36.619 45.063
36.625 45.074
36.634 45.077
36.635 45.077
36.642 45.078
36.661 45.077
36.672 45.079
36.691 45.072
36.729 45.047
36.74 45.032
36.743 45.026
36.743 45.022
36.746 45
36.747 44.996
36.755 44.985
36.765 44.974
36.775 44.956
36.776 44.939
36.773 44.911
36.774 44.885
36.775 44.88
36.779 44.866
36.784 44.861
36.793 44.856
36.805 44.852
36.815 44.852
36.834 44.86
36.856 44.878
36.869 44.9
36.872 44.907
36.873 44.908
36.907 44.924
36.916 44.925
36.934 44.916
36.958 44.893
36.988 44.904
36.996 44.907
37.005 44.917
37.015 44.922
37.02 44.921
37.029 44.915
37.035 44.887
37.043 44.878
37.049 44.869
37.047 44.855
37.039 44.837
37.044 44.828
37.048 44.822
37.066 44.808
37.073 44.799
37.078 44.796
37.09 44.794
37.111 44.777
37.116 44.776
37.121 44.777
37.135 44.787
37.148 44.805
37.155 44.807
37.161 44.807
37.166 44.805
37.179 44.79
37.184 44.788
37.186 44.787
37.224 44.778
37.228 44.779
37.237 44.785
37.247 44.797
37.258 44.817
37.269 44.83
37.274 44.834
37.279 44.835
37.286 44.835
37.293 44.832
37.295 44.83
37.308 44.823
37.324 44.803
37.348 44.757
37.373 44.74
37.378 44.733
37.382 44.722
37.383 44.719
37.383 44.696
37.385 44.689
37.402 44.683
37.411 44.674
37.421 44.669
37.427 44.662
37.43 44.654
37.435 44.623
37.441 44.607
37.444 44.603
37.445 44.601
37.473 44.61
37.478 44.622
37.482 44.624
37.491 44.623
37.512 44.612
37.522 44.612
37.544 44.622
37.553 44.617
37.556 44.618
37.558 44.62
37.569 44.633
37.576 44.639
37.604 44.638
37.608 44.635
37.612 44.63
37.617 44.613
37.635 44.597
37.639 44.587
37.647 44.581
37.652 44.581
37.656 44.583
37.667 44.591
37.675 44.604
37.681 44.612
37.703 44.633
37.716 44.638
37.726 44.635
37.732 44.63
37.741 44.614
37.754 44.611
37.757 44.607
37.763 44.601
37.764 44.597
37.761 44.584
37.774 44.564
37.774 44.552
37.777 44.541
37.777 44.533
37.771 44.519
37.767 44.498
37.766 44.477
37.768 44.463
37.769 44.462
37.771 44.46
37.774 44.459
37.792 44.47
37.798 44.47
37.8 44.468
37.801 44.464
37.798 44.452
37.798 44.443
37.8 44.439
37.809 44.434
37.813 44.43
37.818 44.419
37.822 44.414
37.824 44.412
37.829 44.413
37.84 44.422
37.846 44.422
37.854 44.416
37.854 44.415
37.863 44.377
37.874 44.339
37.873 44.334
37.864 44.314
37.868 44.298
37.866 44.276
37.873 44.268
37.881 44.26
37.883 44.254
37.887 44.239
37.904 44.241
37.913 44.245
37.939 44.266
37.943 44.265
37.955 44.256
37.96 44.257
37.975 44.268
37.987 44.28
38 44.28
38.003 44.282
38.029 44.312
38.03 44.313
38.036 44.317
38.047 44.317
38.055 44.326
38.066 44.321
38.07 44.322
38.076 44.331
38.077 44.338
38.087 44.343
38.099 44.353
38.101 44.358
38.098 44.373
38.098 44.379
38.105 44.377
38.114 44.372
38.127 44.364
38.13 44.366
38.132 44.378
38.137 44.393
38.141 44.401
38.145 44.405
38.149 44.407
38.155 44.406
38.21 44.417
38.217 44.416
38.222 44.416
38.239 44.408
38.251 44.408
38.261 44.416
38.274 44.422
38.278 44.427
38.288 44.462
38.308 44.491
38.318 44.505
38.322 44.508
38.328 44.51
38.349 44.505
38.354 44.501
38.358 44.48
38.366 44.477
38.379 44.467
38.385 44.457
38.387 44.451
38.386 44.447
38.38 44.439
38.378 44.432
38.374 44.419
38.365 44.399
38.364 44.387
38.365 44.383
38.374 44.38
38.377 44.377
38.378 44.37
38.374 44.355
38.377 44.346
38.382 44.323
38.385 44.318
38.392 44.317
38.407 44.322
38.415 44.322
38.436 44.317
38.442 44.317
38.458 44.326
38.503 44.34
38.525 44.331
38.528 44.33
38.55 44.327
38.559 44.328
38.583 44.335
38.623 44.337
38.629 44.333
38.636 44.316
38.639 44.305
38.644 44.288
38.647 44.286
38.651 44.285
38.667 44.3
38.672 44.301
38.679 44.298
38.694 44.287
38.704 44.284
38.716 44.277
38.744 44.295
38.752 44.298
38.77 44.297
38.781 44.3
38.793 44.313
38.8 44.319
38.834 44.316
38.84 44.313
38.849 44.303
38.855 44.29
38.855 44.288
38.853 44.262
38.855 44.256
38.877 44.246
38.886 44.23
38.892 44.224
38.896 44.222
38.902 44.223
38.915 44.219
38.924 44.207
38.931 44.203
38.938 44.203
38.94 44.204
38.95 44.209
38.954 44.209
38.956 44.206
38.958 44.194
38.96 44.191
38.967 44.19
38.978 44.198
38.98 44.197
38.988 44.185
38.994 44.182
39.004 44.182
39.012 44.187
39.014 44.211
39.021 44.219
39.029 44.219
39.03 44.219
39.069 44.201
39.074 44.195
39.079 44.184
39.088 44.154
39.092 44.152
39.098 44.154
39.111 44.172
39.116 44.187
39.117 44.196
39.114 44.208
39.099 44.228
39.1 44.232
39.109 44.232
39.12 44.228
39.139 44.218
39.151 44.202
39.155 44.193
39.169 44.179
39.172 44.176
39.189 44.127
39.202 44.113
39.214 44.107
39.225 44.109
39.235 44.115
39.239 44.115
39.249 44.101
39.254 44.098
39.258 44.098
39.269 44.102
39.275 44.109
39.286 44.112
39.29 44.109
39.292 44.096
39.297 44.088
39.301 44.087
39.322 44.091
39.329 44.089
39.337 44.08
39.347 44.061
39.357 44.051
39.367 44.047
39.376 44.047
39.38 44.049
39.387 44.068
39.39 44.07
39.401 44.068
39.405 44.07
39.406 44.076
39.407 44.091
39.404 44.109
39.399 44.133
39.4 44.144
39.395 44.146
39.392 44.145
39.38 44.138
39.378 44.142
39.377 44.152
39.379 44.155
39.393 44.158
39.399 44.17
39.402 44.175
39.407 44.193
39.41 44.224
39.408 44.234
39.396 44.256
39.394 44.261
39.39 44.273
39.383 44.284
39.375 44.293
39.371 44.302
39.374 44.314
39.382 44.33
39.387 44.353
39.398 44.373
39.407 44.396
39.41 44.424
39.418 44.432
39.436 44.441
39.444 44.44
39.449 44.44
39.467 44.433
39.473 44.433
39.493 44.451
39.497 44.453
39.502 44.453
39.507 44.452
39.524 44.443
39.545 44.435
39.561 44.436
39.561 44.437
39.606 44.475
39.63 44.49
39.646 44.492
39.675 44.485
39.678 44.485
39.687 44.487
39.695 44.495
39.708 44.513
39.722 44.541
39.735 44.559
39.758 44.588
39.765 44.594
39.766 44.595
39.773 44.607
39.776 44.615
39.777 44.623
39.776 44.631
39.772 44.635
39.761 44.639
39.738 44.652
39.733 44.656
39.724 44.669
39.72 44.678
39.712 44.707
39.707 44.722
39.661 44.778
39.639 44.814
39.625 44.82
39.603 44.856
39.605 44.861
39.611 44.878
39.609 44.882
39.604 44.884
39.598 44.882
39.595 44.885
39.595 44.89
39.598 44.896
39.6 44.903
39.595 44.904
39.585 44.899
39.58 44.899
39.575 44.906
39.571 44.918
39.569 44.92
39.554 44.92
39.544 44.915
39.541 44.917
39.536 44.926
39.527 44.92
39.523 44.923
39.516 44.931
39.507 44.945
39.501 44.95
39.494 44.953
39.489 44.948
39.483 44.953
39.481 44.953
39.474 44.948
39.466 44.953
39.461 44.946
39.455 44.951
39.45 44.959
39.449 44.978
39.445 44.981
39.441 44.972
39.435 44.969
39.428 44.971
39.422 44.977
39.412 45
39.404 45.017
39.401 45.023
39.393 45.037
39.383 45.048
39.378 45.06
39.369 45.062
39.355 45.083
39.349 45.088
39.344 45.088
39.338 45.085
39.334 45.086
39.331 45.089
39.329 45.103
39.315 45.111
39.237 45.161
39.207 45.165
39.208 45.176
39.209 45.182
39.219 45.183
39.221 45.19
39.213 45.2
39.207 45.203
39.201 45.209
39.201 45.228
39.194 45.254
39.183 45.295
39.19 45.306
39.193 45.31
39.197 45.323
39.195 45.332
39.189 45.335
39.176 45.326
39.171 45.318
39.16 45.328
39.163 45.348
39.158 45.359
39.145 45.363
39.132 45.364
39.125 45.371
39.1 45.396
39.088 45.402
39.078 45.399
39.067 45.402
39.062 45.408
39.051 45.431
39.05 45.447
39.048 45.45
39.041 45.448
39.03 45.448
39.007 45.434
38.998 45.436
38.992 45.444
38.986 45.453
38.984 45.46
38.981 45.466
38.976 45.494
38.971 45.511
38.959 45.537
38.957 45.545
38.958 45.55
38.967 45.569
38.965 45.577
38.955 45.589
38.952 45.605
38.949 45.607
38.943 45.607
38.942 45.606
38.939 45.609
38.938 45.617
38.945 45.636
38.948 45.649
38.947 45.663
38.943 45.676
38.94 45.698
38.937 45.711
38.933 45.717
38.926 45.72
38.923 45.737
38.922 45.768
38.914 45.792
38.904 45.808
38.896 45.821
38.902 45.841
38.901 45.851
38.898 45.857
38.887 45.862
38.886 45.864
38.883 45.868
38.881 45.879
38.87 45.905
38.868 45.915
38.87 45.921
38.885 45.94
38.886 45.946
38.869 46
segment Iran
30.103 49.104
30.104 49.11
30.101 49.113
30.105 49.117
30.104 49.119
30.1 49.119
30.096 49.115
30.094 49.108
30.096 49.104
30.099 49.101
30.103 49.104
