Directory,Region,Min Lat,Min Lon,Max Lat,Max Lon
us_complete/Connecticut.txt,Connecticut,40.98517,-73.727776,42.050587,-71.786995
us_complete/Georgia.txt,Georgia,30.35785,-85.60516,35.00077,-80.84055
us_complete/Maryland.txt,Maryland,37.911716,-79.48765,39.72304,-75.04894
us_complete/Virginia.txt,Virginia,36.540737,-83.675415,39.46601,-75.24226
us_complete/Idaho.txt,Idaho,41.988056,-117.24303,49.001144,-111.043564
us_complete/Oregon.txt,Oregon,41.991795,-124.552444,46.271004,-116.4635
us_complete/Vermont.txt,Vermont,42.726852,-73.43774,45.01666,-71.464554
us_complete/Puerto_Rico.txt,Puerto Rico,17.884813,-67.95412,18.515757,-65.221115
us_complete/Maine.txt,Maine,43.059826,-71.084335,47.459686,-66.94989
us_complete/Oklahoma.txt,Oklahoma,33.616566,-103.00256,37.002205,-94.43121
us_complete/Tennessee.txt,Tennessee,34.982975,-90.3103,36.678116,-81.646904
us_complete/Alabama.txt,Alabama,30.221132,-88.47322,35.00803,-84.8909
us_complete/Arkansas.txt,Arkansas,33.004105,-94.61792,36.4996,-89.64484
us_complete/South_Carolina.txt,South Carolina,32.0346,-83.35324,35.2154,-78.54109
us_complete/Washington.txt,Washington,45.54354,-124.73317,49.002495,-116.915985
us_complete/Nebraska.txt,Nebraska,39.999996,-104.05351,43.00171,-95.30829
us_complete/West_Virginia.txt,West Virginia,37.20148,-82.64474,40.6388,-77.719025
us_complete/Colorado.txt,Colorado,36.992424,-109.06025,41.003445,-102.04153
us_complete/Massachusetts.txt,Massachusetts,41.237965,-73.50814,42.88659,-69.92826
us_complete/Missouri.txt,Missouri,35.99568,-95.774704,40.61364,-89.09884
us_complete/Alaska.txt,Alaska,51.219864,-179.14734,71.35256,179.77847
us_complete/North_Dakota.txt,North Dakota,45.93505,-104.0489,49.000687,-96.554504
us_complete/Wisconsin.txt,Wisconsin,42.49192,-92.888115,47.077568,-86.80541
us_complete/Nevada.txt,Nevada,35.002087,-120.00575,42.00221,-114.03964
us_complete/District_of_Columbia.txt,District of Columbia,38.79151,-77.119896,38.99511,-76.90939
us_complete/New_York.txt,New York,40.4961,-79.76215,45.01585,-71.85622
us_complete/Rhode_Island.txt,Rhode Island,41.14634,-71.86277,42.0188,-71.120575
us_complete/Hawaii.txt,Hawaii,18.917467,-178.3421,28.407393,-154.80939
us_complete/South_Dakota.txt,South Dakota,42.479633,-104.0577,45.94545,-96.43659
us_complete/Minnesota.txt,Minnesota,43.499355,-97.23921,49.384357,-89.48923
us_complete/New_Jersey.txt,New Jersey,38.928516,-75.559616,41.35742,-73.893974
us_complete/Michigan.txt,Michigan,41.69609,-90.41814,48.190975,-82.412964
us_complete/New_Mexico.txt,New Mexico,31.332302,-109.05017,37.000233,-103.00197
us_complete/New_Hampshire.txt,New Hampshire,42.696987,-72.55724,45.305477,-70.7038
us_complete/Louisiana.txt,Louisiana,28.92501,-94.043144,33.019455,-88.81702
us_complete/Ohio.txt,Ohio,38.403202,-84.82016,41.97752,-80.51869
oceania/Papua_New_Guinea.txt,Papua New Guinea,-11.657854,140.84286,-0.877892,159.4782
oceania/Fiji.txt,Fiji,-20.67597,-180.0,-12.480116,180.0
oceania/American_Samoa.txt,American Samoa,-14.382478,-171.09189,-11.0497,-169.41608
oceania/Christmas_Island.txt,Christmas Island,-10.575852,105.53895,-10.415787,105.71959
oceania/Jarvis_Island.txt,Jarvis Island,-0.389006,-160.03313,-0.368995,-160.00458
oceania/Howland_Island.txt,Howland Island,0.797775,-176.64508,0.812214,-176.63571
oceania/Trust_Territory.txt,Trust Territory,7.32107,143.84276,7.382185,143.91847
oceania/Kiribati.txt,Kiribati,-2.673031,172.68001,3.39172,176.85013
oceania/Western_Samoa.txt,Western Samoa,-14.063534,-172.7986,-13.432207,-171.40932
oceania/New_Caledonia.txt,New Caledonia,-22.714643,163.56467,-19.549765,168.95386
oceania/Niue.txt,Niue,-19.152193,-169.951,-18.951069,-169.77518
oceania/Solomon_Islands.txt,Solomon Islands,-12.291901,155.50862,-5.078295,168.8435
oceania/Wake_Island.txt,Wake Island,19.269537,166.59332,19.32017,166.65453
oceania/Baker_Island.txt,Baker Island,0.194291,-176.48479,0.206694,-176.4738
oceania/Pitcairn_Island.txt,Pitcairn Island,-24.407063,-128.34644,-24.315866,-128.28632
oceania/Guam.txt,Guam,13.240598,144.61925,13.652323,144.95398
oceania/Tonga.txt,Tonga,-22.345718,-176.21263,-20.008986,-174.52077
oceania/Cook_Islands.txt,Cook Islands,-21.944166,-159.83942,-18.826448,-157.31213
oceania/Tuvalu.txt,Tuvalu,-9.436204,176.06487,-5.641982,179.86337
oceania/Wallis.txt,Wallis,-14.387791,-178.20679,-13.214251,-176.12878
oceania/French_Polynesia.txt,French Polynesia,-27.653572,-154.68817,-7.828246,-134.87834
oceania/Norfolk_Island.txt,Norfolk Island,-29.119368,168.00798,-28.994932,168.0916
oceania/New_Zealand.txt,New Zealand,-48.01951,166.41972,-34.13552,178.55356
oceania/Palmyra_Atoll.txt,Palmyra Atoll,5.860231,-162.46092,5.890213,-162.41206
oceania/Vanuatu.txt,Vanuatu,-20.24895,166.52498,-13.073441,170.23479
oceania/Mariana.txt,Mariana,14.107359,145.12683,20.02805,146.08122
oceania/Cocos_Islands.txt,Cocos Islands,-12.18543,96.82127,-11.803915,96.9361
oceania/Micronesia.txt,Micronesia,5.259845,138.05281,10.022228,163.0349
oceania/Australia.txt,Australia,-43.643974,112.911064,-10.017428,153.63924
oceania/Nauru.txt,Nauru,-0.552322,166.89902,-0.504297,166.94527
oceania/Republic_Of_Palau.txt,Republic Of Palau,4.312472,132.30817,7.732102,134.65372
oceania/Indonesia.txt,Indonesia,-11.00485,95.00933,5.904409,141.0218
africa/Benin.txt,Benin,6.225748,0.774575,12.418346,3.851701
africa/Cameroon.txt,Cameroon,1.652548,8.494763,13.078056,16.192116
africa/Angola.txt,Angola,-18.042076,11.679219,-4.372592,24.082119
africa/Sudan.txt,Sudan,3.48639,21.838947,23.623577,38.580036
africa/Gabon.txt,Gabon,-3.978806,8.695471,2.322612,14.502347
africa/Morocco.txt,Morocco,27.662115,-13.168586,35.928017,-0.991742
africa/Zaire.txt,Zaire,-13.455676,12.206631,5.386098,31.305912
africa/Mali.txt,Mali,10.159513,-12.242614,25.0,4.244968
africa/Algeria.txt,Algeria,18.960028,-8.673868,37.093735,11.979548
africa/Lesotho.txt,Lesotho,-30.668964,27.029068,-28.572058,29.465761
africa/Western_Sahara.txt,Western Sahara,20.774158,-17.103182,27.669674,-8.670276
africa/Seychelles.txt,Seychelles,-9.543755,50.716152,-3.711519,56.279507
africa/Tanzania.txt,Tanzania,-11.745696,29.327168,-0.990736,40.443222
africa/Ghana.txt,Ghana,4.736723,-3.25542,11.173301,1.191781
africa/Zambia.txt,Zambia,-18.079473,21.99937,-8.22436,33.705704
africa/Mauritius.txt,Mauritius,-20.525717,57.302628,-16.743279,59.57663
africa/Congo.txt,Congo,-5.028313,11.205009,3.703082,18.64984
africa/Senegal.txt,Senegal,12.307275,-17.535236,16.691633,-11.355887
africa/Guinea_Bissau.txt,Guinea Bissau,10.85997,-16.717535,12.680788,-13.636522
africa/Namibia.txt,Namibia,-28.97143,11.71563,-16.959894,25.2567
africa/South_Africa.txt,South Africa,-34.83983,16.458021,-22.126612,32.895973
africa/Central_African_Republic.txt,Central African Republic,2.220514,14.420097,11.007569,27.46342
africa/Ethiopia.txt,Ethiopia,3.402422,32.99994,18.003086,47.98618
africa/Burundi.txt,Burundi,-4.465713,28.993061,-2.310123,30.847729
africa/Guinea.txt,Guinea,7.193552,-15.086256,12.67622,-7.641071
africa/Egypt.txt,Egypt,21.72539,24.6981,31.667345,35.817833
africa/Chad.txt,Chad,7.441068,13.473475,23.450369,24.00266
africa/Somalia.txt,Somalia,-1.662053,40.988632,11.985203,51.413033
africa/Madagascar.txt,Madagascar,-25.60895,43.19138,-11.945433,50.48378
africa/Sierra_Leone.txt,Sierra Leone,6.928689,-13.307631,10.0,-10.284238
africa/Ivory_Coast.txt,Ivory Coast,4.357067,-8.599302,10.736642,-2.494897
africa/Equatorial_Guinea.txt,Equatorial Guinea,0.872849,8.423114,3.78598,11.335724
africa/Libya.txt,Libya,19.508043,9.38702,33.169006,25.15062
africa/Comoro.txt,Comoro,-12.413821,43.21579,-11.362382,44.538223
africa/Cape_Verde.txt,Cape Verde,14.802214,-25.358747,17.197178,-22.669443
africa/Tromelin_Island.txt,Tromelin Island,-15.89351,54.51356,-15.879728,54.526962
africa/Gambia.txt,Gambia,13.064252,-16.825079,13.826571,-13.797793
africa/Malawi.txt,Malawi,-17.125,32.67395,-9.367541,35.91682
africa/Mozam.txt,Mozam,-26.868685,30.21732,-10.471884,40.84447
africa/Nigeria.txt,Nigeria,4.277144,2.668432,13.892007,14.680073
africa/Tunisia.txt,Tunisia,30.24043,7.524827,37.54393,11.59827
africa/Reunion.txt,Reunion,-21.372211,55.219086,-20.856855,55.84504
africa/Sao_Tome_And_Principe.txt,Sao Tome And Principe,-0.014004,6.47017,1.701323,7.466374
africa/Togo.txt,Togo,6.104417,-0.147324,11.138977,1.806693
africa/Niger.txt,Niger,11.696975,0.16625,23.525028,15.995643
africa/Rwanda.txt,Rwanda,-2.840679,28.856794,-1.053481,30.895958
africa/Kenya.txt,Kenya,-4.678047,33.90886,4.629333,41.89908
africa/Djibouti.txt,Djibouti,10.909915,41.77344,12.706836,43.41698
africa/Liberia.txt,Liberia,4.353057,-11.492083,8.551791,-7.365113
africa/Burkina_Faso.txt,Burkina Faso,9.401108,-5.518916,15.082593,2.405395
africa/Mauritania.txt,Mauritania,14.715546,-17.06652,27.298073,-4.835202
africa/Botswana.txt,Botswana,-26.907246,19.999535,-17.780813,29.36078
africa/Swaziland.txt,Swaziland,-27.3171,30.794107,-25.719648,32.13726
africa/Mayotte.txt,Mayotte,-13.000132,45.014618,-12.633837,45.29295
africa/Uganda.txt,Uganda,-1.48405,29.573252,4.214427,35.03605
africa/Zimbabwe.txt,Zimbabwe,-22.417738,25.237028,-15.608834,33.056305
africa/Juan.txt,Juan,-17.06314,42.71862,-17.048178,42.759262
africa/Saint_Helena.txt,Saint Helena,-16.020315,-5.792052,-15.89719,-5.638753
europe/Gibraltar.txt,Gibraltar,36.112404,-5.357257,36.159798,-5.339652
europe/Cyprus.txt,Cyprus,34.56351,32.273087,35.701538,34.59792
europe/Jan_Mayen.txt,Jan Mayen,70.82737,-9.079889,71.16384,-7.920997
europe/Portugal.txt,Portugal,36.961258,-9.495944,42.145645,-6.18269
europe/Iceland.txt,Iceland,63.286755,-24.546524,66.563774,-13.495815
europe/Malta.txt,Malta,35.81029,14.191582,36.082016,14.577627
europe/Greece.txt,Greece,34.80964,19.37444,41.757412,28.246399
europe/Austria.txt,Austria,46.37804,9.535914,49.017063,17.162727
europe/Netherlands.txt,Netherlands,50.75393,3.36255,53.625237,7.227938
europe/Sweden.txt,Sweden,55.337124,10.986734,69.0625,24.163282
europe/Yugoslavia.txt,Yugoslavia,40.860203,13.383071,46.877914,23.038143
europe/Monaco.txt,Monaco,43.73196,7.395747,43.769516,7.452286
europe/Andorra.txt,Andorra,42.43509,1.422104,42.658707,1.780386
europe/Ireland.txt,Ireland,51.424545,-10.618123,55.436504,-6.002382
europe/Luxembourg.txt,Luxembourg,49.446575,5.73455,50.18495,6.52846
europe/Liechtenstein.txt,Liechtenstein,47.05586,9.477816,47.27354,9.63219
europe/Poland.txt,Poland,49.006367,14.122989,54.839138,24.150745
europe/Svalbard.txt,Svalbard,76.43629,10.490713,80.83405,33.497093
europe/Jersey.txt,Jersey,49.16983,-2.260019,49.26506,-2.022094
europe/Bulgaria.txt,Bulgaria,41.242073,22.371159,44.217648,28.61216
europe/France.txt,France,41.338783,-5.142231,51.09281,9.561553
europe/Lithuania.txt,Lithuania,53.901302,20.941515,56.4469,26.871943
europe/Isle_Of_Man.txt,Isle Of Man,54.04464,-4.830181,54.41973,-4.3115
europe/Romania.txt,Romania,43.627293,20.26995,48.266937,29.691048
europe/Hungary.txt,Hungary,45.743607,16.111889,48.585655,22.90599
europe/Faeroe_Islands.txt,Faeroe Islands,61.394936,-7.681248,62.400745,-6.25861
europe/United_Kingdom.txt,United Kingdom,49.70869,-8.650678,60.8458,1.759002
europe/Belarus.txt,Belarus,51.256405,23.176876,56.165806,32.770798
europe/Switzerland.txt,Switzerland,45.825695,5.957461,47.805336,10.491468
europe/Albania.txt,Albania,39.648357,19.275616,42.665615,21.06846
europe/Spain.txt,Spain,35.18528,-9.290776,43.79172,4.315392
europe/Czech_Republic.txt,Czech Republic,47.728107,12.096195,51.058887,22.57044
europe/Belgium.txt,Belgium,49.493614,2.546947,51.505436,6.403867
europe/Guernsey.txt,Guernsey,49.41278,-2.682483,49.514698,-2.351274
europe/Norway.txt,Norway,57.96658,4.650158,71.18811,31.138197
europe/Denmark.txt,Denmark,54.56238,8.075603,57.74841,15.158836
europe/Italy.txt,Italy,35.492207,6.614898,47.095207,18.513453
europe/Republic_of_Moldova.txt,Republic of Moldova,45.468903,26.618887,48.49017,30.16374
europe/San_Marino.txt,San Marino,43.897907,12.401868,43.999805,12.515565
europe/Germany.txt,Germany,47.275787,5.865627,55.05565,15.0
europe/Estonia.txt,Estonia,57.51619,21.773455,59.687958,28.214777
