"Fault Model FM3.2",,,,,,,,,,,,,,,,,,,,
FID,Minisection,Name,ELon1,NLat1,ELon2,NLat2,CREEPS?,"ABM slip rate","ABM rake","NeoKinema slip rate","Neokinema rake","NeoKinema dip","Zeng slip rate","Zeng rake","Geologic rate (mm/yr)","Geologic lower bound (mm/yr)","Geologic upper bound (mm/yr)","Geo rake","Geo dip","Geo dip dir"
234,234.01,"Newport-Inglewood alt 2",-117.924675,33.60599,-117.99491,33.677998,F,1.8917,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.02,"Newport-Inglewood alt 2",-117.99491,33.677998,-118.03264,33.69543,F,2.0354,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.03,"Newport-Inglewood alt 2",-118.03264,33.69543,-118.09271,33.751213,F,1.9365,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.04,"Newport-Inglewood alt 2",-118.09271,33.751213,-118.19512,33.820408,F,2.0091,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.05,"Newport-Inglewood alt 2",-118.19512,33.820408,-118.215706,33.850258,F,1.9886,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.06,"Newport-Inglewood alt 2",-118.215706,33.850258,-118.24791,33.87152,F,1.8434,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.07,"Newport-Inglewood alt 2",-118.24791,33.87152,-118.2811,33.91318,F,1.8856,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.08,"Newport-Inglewood alt 2",-118.2811,33.91318,-118.331505,33.956627,F,1.8378,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
234,234.09,"Newport-Inglewood alt 2",-118.331505,33.956627,-118.38955,34.04331,F,1.6891,180,0.534,180,90,1.4771,162.6691,1,0.5,3,180,90,48.68
237,237.01,"Whittier alt 2",-117.59,33.8289,-117.636,33.8511,F,2.8811,148.08,5.412,126.7,75,3.4248,137.1299,2.5,1,5,150,75,23.73
237,237.02,"Whittier alt 2",-117.636,33.8511,-117.717,33.8733,F,2.6855,149.82,5.412,126.7,75,3.4248,137.1299,2.5,1,5,150,75,23.73
237,237.03,"Whittier alt 2",-117.717,33.8733,-117.792,33.9074,F,2.7505,148.07,5.412,126.7,75,3.4248,137.1299,2.5,1,5,150,75,23.73
237,237.04,"Whittier alt 2",-117.792,33.9074,-117.852,33.9297,F,2.7601,149.81,5.412,126.7,75,3.4248,137.1299,2.5,1,5,150,75,23.73
237,237.05,"Whittier alt 2",-117.852,33.9297,-117.992,33.9712,F,2.4389,153.36,5.412,126.7,75,3.4248,137.1299,2.5,1,5,150,75,23.73
237,237.06,"Whittier alt 2",-117.992,33.9712,-118.048,33.995,F,2.7599,150.74,5.412,126.7,75,3.4248,137.1299,2.5,1,5,150,75,23.73
239,239.01,"Chino alt 2",-117.74547,34.0332,-117.71027,33.97237,F,3.1849,-153.89,0.244,118.3,65,1.0382,159.121,1,0.2,2,150,65,234.44
239,239.02,"Chino alt 2",-117.71027,33.97237,-117.62862,33.88569,F,3.4081,-163.45,0.244,118.3,65,1.0382,159.121,1,0.2,2,150,65,234.44
239,239.03,"Chino alt 2",-117.62862,33.88569,-117.56576,33.824238,F,2.8811,148.08,0.244,118.3,65,1.0382,159.121,1,0.2,2,150,65,234.44
241,241.01,"Puente Hills (LA)",-118.12595,33.96896,-118.20062,33.95792,F,0.59918,90,0.857,90.7,27,1.0374,72.613,0.9,0.2,1.5,90,27,20.24
241,241.02,"Puente Hills (LA)",-118.20062,33.95792,-118.33495,34.03264,F,2.8654E-10,90,0.857,90.7,27,1.0374,72.613,0.9,0.2,1.5,90,27,20.24
242,242.01,"Puente Hills (Santa Fe Springs",-118.01782,33.931065,-118.07898,33.91569,F,0.04561,90,0.737,58.7,29,0.89811,71.1616,0.9,0.2,1.5,90,29,346.55
242,242.02,"Puente Hills (Santa Fe Springs",-118.07898,33.91569,-118.13831,33.907097,F,0.59918,90,0.737,58.7,29,0.89811,71.1616,0.9,0.2,1.5,90,29,346.55
243,243.01,"Puente Hills (Coyote Hills)",-117.86731,33.89773,-117.92065,33.871456,F,3.5897E-10,90,1.3,78.9,26,0.95818,71.7541,0.9,0.2,1.5,90,26,358.12
243,243.02,"Puente Hills (Coyote Hills)",-117.92065,33.871456,-117.96642,33.874065,F,0.42101,90,1.3,78.9,26,0.95818,71.7541,0.9,0.2,1.5,90,26,358.12
243,243.03,"Puente Hills (Coyote Hills)",-117.96642,33.874065,-118.04352,33.892803,F,0.04561,90,1.3,78.9,26,0.95818,71.7541,0.9,0.2,1.5,90,26,358.12
244,244.01,"Panamint Valley",-116.90464,35.612186,-116.94231,35.639786,F,2.9967,-150.35,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.02,"Panamint Valley",-116.94231,35.639786,-116.97594,35.659782,F,2.9974,-150.27,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.03,"Panamint Valley",-116.97594,35.659782,-117.051605,35.68278,F,2.993,-150.58,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.04,"Panamint Valley",-117.051605,35.68278,-117.090485,35.711243,F,4.0548,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.05,"Panamint Valley",-117.090485,35.711243,-117.12139,35.754475,F,4.0029,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.06,"Panamint Valley",-117.12139,35.754475,-117.167984,35.860767,F,3.7857,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.07,"Panamint Valley",-117.167984,35.860767,-117.17103,35.890427,F,3.2834,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.08,"Panamint Valley",-117.17103,35.890427,-117.18646,35.920666,F,3.8516,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.09,"Panamint Valley",-117.18646,35.920666,-117.21472,36.008114,F,3.6435,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.1,"Panamint Valley",-117.21472,36.008114,-117.21964,36.03833,F,3.3903,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.11,"Panamint Valley",-117.21964,36.03833,-117.196686,36.07086,F,1.375,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.12,"Panamint Valley",-117.196686,36.07086,-117.219765,36.206966,F,3.3967,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.13,"Panamint Valley",-117.219765,36.206966,-117.26433,36.269867,F,3.9463,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.14,"Panamint Valley",-117.26433,36.269867,-117.31814,36.307068,F,3.9467,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
244,244.15,"Panamint Valley",-117.31814,36.307068,-117.41147,36.439636,F,3.9466,180,3.065,-169.7,55,3.7497,-130.9991,3,1,5,-150,90,63.8
245,245.01,"Death Valley (Black Mtns Front",-116.88108,36.53986,-116.84797,36.42435,F,2.4899,178.55,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.02,"Death Valley (Black Mtns Front",-116.84797,36.42435,-116.79481,36.35862,F,2.3739,169.47,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.03,"Death Valley (Black Mtns Front",-116.79481,36.35862,-116.78998,36.3398,F,2.4789,-177.16,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.04,"Death Valley (Black Mtns Front",-116.78998,36.3398,-116.77017,36.30015,F,2.4472,173.94,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.05,"Death Valley (Black Mtns Front",-116.77017,36.30015,-116.76097,36.26197,F,2.4359,-173.1,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.06,"Death Valley (Black Mtns Front",-116.76097,36.26197,-116.76102,36.14441,F,2.459,-174.62,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.07,"Death Valley (Black Mtns Front",-116.76102,36.14441,-116.72456,36.094185,F,2.4175,171.68,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.08,"Death Valley (Black Mtns Front",-116.72456,36.094185,-116.76102,36.048862,F,1.9196,-151.37,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.09,"Death Valley (Black Mtns Front",-116.76102,36.048862,-116.723045,35.991287,F,2.4454,173.15,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
245,245.1,"Death Valley (Black Mtns Front",-116.723045,35.991287,-116.690384,35.891785,F,2.4962,179.97,2.863,-133.3,60,3.8048,-144.3048,3,1,5,-150,60,256.59
246,246.01,"Death Valley (So)",-116.399,35.6015,-116.44051,35.632137,F,2.1037,180,1.077,180,90,2.6089,-161.2178,1.83,1,5,180,90,50.92
246,246.02,"Death Valley (So)",-116.44051,35.632137,-116.46253,35.667126,F,2.4302,180,1.077,180,90,2.6089,-161.2178,1.83,1,5,180,90,50.92
246,246.03,"Death Valley (So)",-116.46253,35.667126,-116.62127,35.841454,F,2.3196,180,1.077,180,90,2.6089,-161.2178,1.83,1,5,180,90,50.92
246,246.04,"Death Valley (So)",-116.62127,35.841454,-116.664,35.8748,F,2.1379,180,1.077,180,90,2.6089,-161.2178,1.83,1,5,180,90,50.92
246,246.05,"Death Valley (So)",-116.664,35.8748,-116.690384,35.891785,F,2.0101,180,1.077,180,90,2.6089,-161.2178,1.83,1,5,180,90,50.92
247,247.01,"San Gabriel",-118.28004,34.317806,-118.301,34.3311,F,0.98092,90,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,90,61,39.11
247,247.02,"San Gabriel",-118.301,34.3311,-118.428,34.3705,F,0.85684,90,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,90,61,39.11
247,247.03,"San Gabriel",-118.428,34.3705,-118.489,34.3947,F,0.4532,16.893,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,90,61,39.11
247,247.04,"San Gabriel",-118.489,34.3947,-118.561,34.4363,F,0.45744,35.052,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,90,61,39.11
247,247.05,"San Gabriel",-118.561,34.4363,-118.644,34.5142,F,0.48289,64.399,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,180,61,39.11
247,247.06,"San Gabriel",-118.644,34.5142,-118.696,34.5606,F,0.61182,67.21,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,180,61,39.11
247,247.07,"San Gabriel",-118.696,34.5606,-118.772,34.6203,F,0.74498,64.597,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,180,61,39.11
247,247.08,"San Gabriel",-118.772,34.6203,-118.816,34.6621,F,6.7879,163.72,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,180,61,39.11
247,247.09,"San Gabriel",-118.816,34.6621,-118.875,34.714,F,6.6696,162.92,0.632,120.7,61,0.4111,71.5651,0.39,0.2,1,180,61,39.11
248,248.01,"San Gabriel (Extension)",-117.631,34.2629,-117.68,34.235,F,0.069314,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.02,"San Gabriel (Extension)",-117.68,34.235,-117.743,34.2434,F,9.8893E-12,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.03,"San Gabriel (Extension)",-117.743,34.2434,-117.889,34.2574,F,7.4312E-11,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.04,"San Gabriel (Extension)",-117.889,34.2574,-117.939,34.2492,F,0.068859,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.05,"San Gabriel (Extension)",-117.939,34.2492,-118.035,34.246,F,0.078081,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.06,"San Gabriel (Extension)",-118.035,34.246,-118.088,34.2533,F,0.0018082,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.07,"San Gabriel (Extension)",-118.088,34.2533,-118.136,34.2647,F,6.3717E-10,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.08,"San Gabriel (Extension)",-118.136,34.2647,-118.207,34.2867,F,6.8556E-10,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.09,"San Gabriel (Extension)",-118.207,34.2867,-118.255,34.3009,F,7.1425E-10,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
248,248.1,"San Gabriel (Extension)",-118.255,34.3009,-118.28004,34.317806,F,3.8998E-11,180,2.033,180,61,0.1,180,0.01,0,0.2,180,61,6.03
249,249.01,"Earthquake Valley",-116.58593,33.180546,-116.565,33.1626,F,1.9821,180,0.112,180,90,1.7548,175.7515,2.5,1,3,180,90,216.75
249,249.02,"Earthquake Valley",-116.565,33.1626,-116.527,33.1369,F,1.9684,180,0.112,180,90,1.7548,175.7515,2.5,1,3,180,90,216.75
249,249.03,"Earthquake Valley",-116.527,33.1369,-116.497,33.1106,F,1.9796,180,0.112,180,90,1.7548,175.7515,2.5,1,3,180,90,216.75
249,249.04,"Earthquake Valley",-116.497,33.1106,-116.41229,33.07177,F,1.9543,180,0.112,180,90,1.7548,175.7515,2.5,1,3,180,90,216.75
250,250.01,"Mission Creek",-116.572395,34.003582,-116.619385,34.018738,F,0.99729,180,0.264,180,65,0.82541,160.9065,1.09,0.5,3,180,65,4.71
250,250.02,"Mission Creek",-116.619385,34.018738,-116.695045,34.03942,F,0.93356,180,0.264,180,65,0.82541,160.9065,1.09,0.5,3,180,65,4.71
250,250.03,"Mission Creek",-116.695045,34.03942,-116.7397,34.048824,F,0.99481,180,0.264,180,65,0.82541,160.9065,1.09,0.5,3,180,65,4.71
250,250.04,"Mission Creek",-116.7397,34.048824,-116.836464,34.045845,F,0.88024,180,0.264,180,65,0.82541,160.9065,1.09,0.5,3,180,65,4.71
250,250.05,"Mission Creek",-116.836464,34.045845,-116.89945,34.025505,F,0.98273,180,0.264,180,65,0.82541,160.9065,1.09,0.5,3,180,65,4.71
253,253.01,"White Wolf",-119.007,35.0276,-118.811,35.1464,F,0.97382,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
253,253.02,"White Wolf",-118.811,35.1464,-118.779,35.1776,F,2.1739,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
253,253.03,"White Wolf",-118.779,35.1776,-118.735,35.2097,F,1.4356,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
253,253.04,"White Wolf",-118.735,35.2097,-118.672,35.2322,F,0.0061096,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
253,253.05,"White Wolf",-118.672,35.2322,-118.602,35.2673,F,0.60586,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
253,253.06,"White Wolf",-118.602,35.2673,-118.538,35.3204,F,1.5731,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
253,253.07,"White Wolf",-118.538,35.3204,-118.487,35.3711,F,1.8618,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
253,253.08,"White Wolf",-118.487,35.3711,-118.470825,35.383904,F,1.5272,0,1.504,75.4,20,0.27203,72.8973,0.39,0.2,1,60,75,140.72
254,254.01,"White Wolf (Extension)",-118.470825,35.383904,-118.107,35.672,F,1.5212,0,0.73,52.5,20,0.10296,60.9454,0.01,0,0.2,60,75,135.68
255,255.01,"Earthquake Valley (No  Extensi",-116.852,33.3756,-116.797,33.327,F,1.9386,180,0.112,180,90,1.7229,-176.6726,2.5,1,3,180,90,221.17
255,255.02,"Earthquake Valley (No  Extensi",-116.797,33.327,-116.697,33.2652,F,1.8748,180,0.112,180,90,1.7229,-176.6726,2.5,1,3,180,90,221.17
255,255.03,"Earthquake Valley (No  Extensi",-116.697,33.2652,-116.669,33.2371,F,1.9736,180,0.112,180,90,1.7229,-176.6726,2.5,1,3,180,90,221.17
255,255.04,"Earthquake Valley (No  Extensi",-116.669,33.2371,-116.612,33.2029,F,1.9394,180,0.112,180,90,1.7229,-176.6726,2.5,1,3,180,90,221.17
255,255.05,"Earthquake Valley (No  Extensi",-116.612,33.2029,-116.58593,33.180546,F,1.9766,180,0.112,180,90,1.7229,-176.6726,2.5,1,3,180,90,221.17
256,256.01,"Earthquake Valley (So Extensio",-116.41229,33.07177,-116.384,33.0588,F,1.9892,180,0.331,180,90,1.7465,175.0729,2.5,1,3,180,90,203.98
256,256.02,"Earthquake Valley (So Extensio",-116.384,33.0588,-116.321,33.0377,F,1.9864,180,0.331,180,90,1.7465,175.0729,2.5,1,3,180,90,203.98
282,282.01,"San Andreas (San Bernardino N)",-117.549,34.3163,-117.451,34.2709,F,8.6032,180,21.824,180,90,8.28,180,24,20,30,180,90,211.5
282,282.02,"San Andreas (San Bernardino N)",-117.451,34.2709,-117.388695,34.23284,F,8.4723,180,21.824,180,90,8.28,180,19,13,30,180,90,211.5
282,282.03,"San Andreas (San Bernardino N)",-117.388695,34.23284,-117.27416,34.173138,F,8.5466,180,21.824,180,90,8.28,180,13,7,30,180,90,211.5
282,282.04,"San Andreas (San Bernardino N)",-117.27416,34.173138,-117.22202,34.15003,F,15.0856,180,21.824,180,90,8.28,180,13,7,30,180,90,211.5
283,283.01,"San Andreas (San Bernardino S)",-117.22202,34.15003,-117.06767,34.092796,F,11.351689,180,9.48,180,90,10.8871,176.7881,13,5,20,180,90,209.7
283,283.02,"San Andreas (San Bernardino S)",-117.06767,34.092796,-117.0139,34.07377,F,13.184249,180,9.48,180,90,10.8871,176.7881,13,7,20,180,90,209.7
283,283.03,"San Andreas (San Bernardino S)",-117.0139,34.07377,-116.90235,34.033836,F,13.0164795,180,9.48,180,90,10.8871,176.7881,13,7,20,180,90,209.7
283,283.04,"San Andreas (San Bernardino S)",-116.90235,34.033836,-116.87354,34.01135,F,12.8786955,180,9.48,180,90,10.8871,176.7881,13,7,20,180,90,209.7
283,283.05,"San Andreas (San Bernardino S)",-116.87354,34.01135,-116.81979,33.959114,F,13.0132,180,9.48,180,90,10.8871,176.7881,13,7,20,180,90,209.7
284,284.01,"San Andreas (San Gorgonio Pass",-116.24629,33.78825,-116.383,33.84852,F,21.2691,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
284,284.02,"San Andreas (San Gorgonio Pass",-116.383,33.84852,-116.42653,33.84812,F,21.2,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
284,284.03,"San Andreas (San Gorgonio Pass",-116.42653,33.84812,-116.51689,33.884663,F,21.179953,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
284,284.04,"San Andreas (San Gorgonio Pass",-116.51689,33.884663,-116.584854,33.907017,F,21.411097,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
284,284.05,"San Andreas (San Gorgonio Pass",-116.584854,33.907017,-116.62387,33.91757,F,21.00222,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
284,284.06,"San Andreas (San Gorgonio Pass",-116.62387,33.91757,-116.68581,33.944164,F,19.633,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
284,284.07,"San Andreas (San Gorgonio Pass",-116.68581,33.944164,-116.778595,33.937412,F,9.146232,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
284,284.08,"San Andreas (San Gorgonio Pass",-116.778595,33.937412,-116.80139,33.953156,F,7.3294,180,8.079,157.3,58,9.19,180,10,4,16,180,58,19.84
285,285.01,"San Andreas (Cholame) rev",-119.86595,35.314167,-119.9703,35.41391,F,28.35,180,24.924,180,90,26.88,180,34,29,39,180,90,51.23
285,285.02,"San Andreas (Cholame) rev",-119.9703,35.41391,-120.086754,35.533306,F,28.352,180,24.924,180,90,26.88,180,34,29,39,180,90,51.23
285,285.03,"San Andreas (Cholame) rev",-120.086754,35.533306,-120.30005,35.751984,F,28.349,180,24.924,180,90,26.88,180,34,29,39,180,90,51.23
286,286.01,"San Andreas (Mojave N)",-118.89012,34.8076,-118.88764,34.80722,F,3.981,0,25.759,180,90,21.76,180,32.5,25,40,180,90,199.1
286,286.02,"San Andreas (Mojave N)",-118.88764,34.80722,-118.76731,34.773247,F,18.346,180,25.759,180,90,21.76,180,32.5,25,40,180,90,199.1
286,286.03,"San Andreas (Mojave N)",-118.76731,34.773247,-118.50895,34.698494,F,18.359,180,25.759,180,90,21.76,180,32.5,25,40,180,90,199.1
287,287.01,"San Andreas (Big Bend)",-119.40286,34.94406,-119.36286,34.915714,F,22.806,180,19.215,180,90,22.29,180,34,31,37,180,90,197.83
287,287.02,"San Andreas (Big Bend)",-119.36286,34.915714,-119.21,34.8639,F,20.695,180,19.215,180,90,22.29,180,34,31,37,180,90,197.83
287,287.03,"San Andreas (Big Bend)",-119.21,34.8639,-119.03009,34.828957,F,18.694,180,19.215,180,90,22.29,180,34,31,37,180,90,197.83
287,287.04,"San Andreas (Big Bend)",-119.03009,34.828957,-118.89012,34.8076,F,17.939,180,19.215,180,90,22.29,180,34,31,37,180,90,197.83
289,289.01,"San Jacinto (San Jacinto Valle",-117.237,34.017,-117.222,34.0067,F,9.2162,180,5.983,180,90,14.6,180,14,11,18,180,90,222.57
289,289.02,"San Jacinto (San Jacinto Valle",-117.222,34.0067,-117.08958,33.904533,F,9.3863,180,5.983,180,90,14.6,180,14,11,18,180,90,222.57
292,292.01,"San Jacinto (Clark) rev",-116.5133,33.489548,-116.393,33.4166,F,6,180,4.208,180,90,6.0807,174.2425,8,6,11,180,90,213.93
292,292.02,"San Jacinto (Clark) rev",-116.393,33.4166,-116.339,33.396,F,6,180,4.208,180,90,6.0807,174.2425,8,6,11,180,90,213.93
292,292.03,"San Jacinto (Clark) rev",-116.339,33.396,-116.297,33.3839,F,6,180,4.208,180,90,6.0807,174.2425,8,6,11,180,90,213.93
292,292.04,"San Jacinto (Clark) rev",-116.297,33.3839,-116.21,33.315,F,4,180,4.208,180,90,6.0807,174.2425,6,4,8,180,90,213.93
292,292.05,"San Jacinto (Clark) rev",-116.21,33.315,-116.147,33.2854,F,3,180,4.208,180,90,6.0807,174.2425,4,3,5,180,90,213.93
292,292.06,"San Jacinto (Clark) rev",-116.147,33.2854,-116.099,33.2558,F,3.0005,180,4.208,180,90,6.0807,174.2425,4,3,5,180,90,213.93
293,293.01,"San Jacinto (Anza) rev",-116.9143,33.736427,-116.84472,33.69667,F,9.0669,180,11.97,180,90,12.39,180,14,11,18,180,90,216.36
293,293.02,"San Jacinto (Anza) rev",-116.84472,33.69667,-116.549,33.5112,F,9.1945,180,11.97,180,90,12.39,180,14,11,18,180,90,216.36
293,293.03,"San Jacinto (Anza) rev",-116.549,33.5112,-116.5133,33.489548,F,9.1945,180,11.97,180,90,12.39,180,14,11,18,180,90,216.36
294,294.01,"San Andreas (North Branch Mill",-117.27021,34.17172,-117.22202,34.15003,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.02,"San Andreas (North Branch Mill",-117.22202,34.15003,-117.14295,34.13407,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.03,"San Andreas (North Branch Mill",-117.14295,34.13407,-117.084946,34.117336,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.04,"San Andreas (North Branch Mill",-117.084946,34.117336,-116.997475,34.09814,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.05,"San Andreas (North Branch Mill",-116.997475,34.09814,-116.93939,34.084454,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.06,"San Andreas (North Branch Mill",-116.93939,34.084454,-116.839874,34.074856,F,2,165.8,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.07,"San Andreas (North Branch Mill",-116.839874,34.074856,-116.75115,34.063183,F,2,166.19,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.08,"San Andreas (North Branch Mill",-116.75115,34.063183,-116.651115,34.03425,F,2,149.66,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.09,"San Andreas (North Branch Mill",-116.651115,34.03425,-116.562256,34.00265,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.1,"San Andreas (North Branch Mill",-116.562256,34.00265,-116.515884,33.97184,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.11,"San Andreas (North Branch Mill",-116.515884,33.97184,-116.46648,33.933125,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.12,"San Andreas (North Branch Mill",-116.46648,33.933125,-116.42244,33.90582,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.13,"San Andreas (North Branch Mill",-116.42244,33.90582,-116.31598,33.844032,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
294,294.14,"San Andreas (North Branch Mill",-116.31598,33.844032,-116.24629,33.78825,F,2,180,1.936,180,76,1.74,180,2,0.2,3,180,76,204.02
295,295.01,"San Andreas (Coachella) rev",-116.24629,33.78825,-115.71192,33.35009,F,19.51,180,17.179,180,90,19.76,180,20,10,25,180,90,224.39
296,296.01,"Elsinore (Glen Ivy) rev",-117.59,33.8289,-117.548,33.8129,F,3.539,180,2.989,180,90,5.3627,178.1834,5,3,7,180,90,218.43
296,296.02,"Elsinore (Glen Ivy) rev",-117.548,33.8129,-117.46332,33.745094,F,3.4443,180,2.989,180,90,5.3627,178.1834,5,3,7,180,90,218.43
296,296.03,"Elsinore (Glen Ivy) rev",-117.46332,33.745094,-117.44568,33.73183,F,3.4785,180,2.989,180,90,5.3627,178.1834,5,3,7,180,90,218.43
296,296.04,"Elsinore (Glen Ivy) rev",-117.44568,33.73183,-117.42415,33.71851,F,3.5541,180,2.989,180,90,5.3627,178.1834,5,3,7,180,90,218.43
296,296.05,"Elsinore (Glen Ivy) rev",-117.42415,33.71851,-117.40265,33.704533,F,4.9779,180,2.989,180,90,5.3627,178.1834,5,3,7,180,90,218.43
296,296.06,"Elsinore (Glen Ivy) rev",-117.40265,33.704533,-117.3727,33.685223,F,3.542,180,2.989,180,90,5.3627,178.1834,5,3,7,180,90,218.43
299,299.01,"Elsinore (Temecula) rev",-117.28099,33.6116,-117.20448,33.55897,F,3.5217,180,4.002,180,90,4.8417,-170.1291,5,3,7,180,90,229.87
299,299.02,"Elsinore (Temecula) rev",-117.20448,33.55897,-117.17214,33.528942,F,3.3607,180,4.002,180,90,4.8417,-170.1291,5,3,7,180,90,229.87
299,299.03,"Elsinore (Temecula) rev",-117.17214,33.528942,-117.14172,33.497543,F,3.2952,180,4.002,180,90,4.8417,-170.1291,5,3,7,180,90,229.87
299,299.04,"Elsinore (Temecula) rev",-117.14172,33.497543,-117.05333,33.422974,F,3.4267,180,4.002,180,90,4.8417,-170.1291,5,3,7,180,90,229.87
299,299.05,"Elsinore (Temecula) rev",-117.05333,33.422974,-117.03091,33.391403,F,3.0441,180,4.002,180,90,4.8417,-170.1291,5,3,7,180,90,229.87
299,299.06,"Elsinore (Temecula) rev",-117.03091,33.391403,-117.015175,33.370304,F,3.083,180,4.002,180,90,4.8417,-170.1291,5,3,7,180,90,229.87
299,299.07,"Elsinore (Temecula) rev",-117.015175,33.370304,-117.008194,33.340916,F,2.2239,180,4.002,180,90,4.8417,-170.1291,5,3,7,180,90,229.87
