segment Madagascar
-23.832 43.661
-23.822 43.664
-23.814 43.662
-23.804 43.653
-23.797 43.651
-23.787 43.645
-23.775 43.643
-23.774 43.643
-23.756 43.633
-23.753 43.634
-23.753 43.638
-23.755 43.643
-23.754 43.647
-23.74 43.648
-23.728 43.641
-23.724 43.642
-23.717 43.647
-23.711 43.648
-23.697 43.643
-23.695 43.644
-23.686 43.651
-23.678 43.647
-23.674 43.64
-23.673 43.637
-23.67 43.636
-23.648 43.651
-23.639 43.653
-23.62 43.655
-23.616 43.658
-23.606 43.681
-23.598 43.711
-23.598 43.72
-23.597 43.723
-23.591 43.734
-23.578 43.752
-23.576 43.756
-23.577 43.762
-23.572 43.765
-23.566 43.766
-23.567 43.761
-23.565 43.757
-23.557 43.757
-23.557 43.755
-23.554 43.752
-23.561 43.745
-23.558 43.743
-23.55 43.745
-23.544 43.744
-23.527 43.733
-23.52 43.731
-23.514 43.733
-23.514 43.736
-23.516 43.738
-23.526 43.739
-23.53 43.743
-23.53 43.748
-23.498 43.765
-23.489 43.767
-23.463 43.763
-23.453 43.758
-23.445 43.751
-23.433 43.728
-23.423 43.718
-23.402 43.708
-23.399 43.703
-23.4 43.699
-23.4 43.694
-23.398 43.69
-23.387 43.681
-23.38 43.675
-23.366 43.666
-23.361 43.66
-23.361 43.654
-23.368 43.644
-23.369 43.64
-23.366 43.637
-23.358 43.631
-23.336 43.626
-23.324 43.62
-23.316 43.616
-23.299 43.618
-23.259 43.618
-23.28 43.625
-23.269 43.625
-23.259 43.626
-23.244 43.622
-23.214 43.62
-23.193 43.616
-23.176 43.608
-23.17 43.607
-23.165 43.61
-23.158 43.61
-23.146 43.607
-23.139 43.606
-23.127 43.609
-23.099 43.603
-23.089 43.596
-23.076 43.59
-23.049 43.562
-23.043 43.548
-23.038 43.536
-23.024 43.524
-23.017 43.514
-23.014 43.506
-23.013 43.498
-23.016 43.489
-23.011 43.486
-22.993 43.482
-22.984 43.475
-22.983 43.467
-22.981 43.466
-22.965 43.471
-22.965 43.468
-22.969 43.461
-22.959 43.451
-22.956 43.451
-22.951 43.449
-22.928 43.437
-22.901 43.409
-22.873 43.387
-22.856 43.371
-22.855 43.37
-22.837 43.366
-22.822 43.356
-22.784 43.349
-22.778 43.351
-22.753 43.346
-22.748 43.345
-22.739 43.339
-22.736 43.338
-22.73 43.341
-22.719 43.338
-22.708 43.337
-22.692 43.33
-22.678 43.326
-22.671 43.321
-22.666 43.322
-22.644 43.31
-22.64 43.306
-22.633 43.304
-22.628 43.305
-22.619 43.302
-22.591 43.293
-22.583 43.289
-22.565 43.288
-22.556 43.285
-22.551 43.289
-22.539 43.291
-22.513 43.286
-22.5 43.289
-22.498 43.288
-22.49 43.285
-22.479 43.278
-22.376 43.263
-22.375 43.262
-22.366 43.254
-22.353 43.248
-22.33 43.233
-22.324 43.233
-22.315 43.235
-22.308 43.233
-22.3 43.239
-22.29 43.243
-22.281 43.24
-22.277 43.235
-22.274 43.228
-22.27 43.228
-22.267 43.23
-22.266 43.23
-22.262 43.229
-22.257 43.225
-22.255 43.226
-22.254 43.234
-22.247 43.237
-22.233 43.239
-22.23 43.243
-22.225 43.259
-22.226 43.261
-22.231 43.266
-22.232 43.278
-22.23 43.281
-22.234 43.286
-22.232 43.29
-22.242 43.293
-22.25 43.288
-22.254 43.292
-22.258 43.292
-22.265 43.293
-22.266 43.295
-22.264 43.296
-22.243 43.298
-22.238 43.301
-22.238 43.302
-22.247 43.306
-22.245 43.309
-22.216 43.314
-22.209 43.313
-22.2 43.302
-22.191 43.299
-22.188 43.3
-22.186 43.308
-22.183 43.306
-22.181 43.305
-22.17 43.304
-22.169 43.301
-22.172 43.299
-22.17 43.295
-22.165 43.293
-22.165 43.29
-22.158 43.289
-22.159 43.287
-22.166 43.284
-22.172 43.286
-22.174 43.283
-22.174 43.279
-22.176 43.276
-22.182 43.279
-22.192 43.271
-22.192 43.266
-22.184 43.258
-22.173 43.254
-22.166 43.254
-22.16 43.258
-22.154 43.261
-22.152 43.259
-22.155 43.255
-22.16 43.254
-22.163 43.249
-22.166 43.244
-22.169 43.237
-22.168 43.234
-22.158 43.237
-22.151 43.236
-22.139 43.242
-22.124 43.245
-22.111 43.243
-22.103 43.239
-22.1 43.241
-22.099 43.245
-22.092 43.249
-22.089 43.249
-22.087 43.246
-22.09 43.24
-22.08 43.236
-22.073 43.241
-22.059 43.241
-22.046 43.244
-22.016 43.259
-22.002 43.263
-21.994 43.264
-21.979 43.261
-21.969 43.259
-21.962 43.261
-21.96 43.265
-21.964 43.27
-21.968 43.271
-21.972 43.27
-21.973 43.274
-21.972 43.277
-21.966 43.28
-21.954 43.285
-21.944 43.286
-21.931 43.283
-21.912 43.277
-21.902 43.284
-21.895 43.288
-21.892 43.29
-21.89 43.295
-21.881 43.298
-21.87 43.298
-21.868 43.301
-21.869 43.304
-21.886 43.31
-21.897 43.308
-21.91 43.312
-21.918 43.309
-21.931 43.314
-21.952 43.31
-21.948 43.314
-21.945 43.318
-21.937 43.32
-21.931 43.32
-21.923 43.317
-21.918 43.319
-21.913 43.327
-21.919 43.332
-21.907 43.341
-21.891 43.345
-21.884 43.342
-21.879 43.335
-21.87 43.33
-21.854 43.333
-21.849 43.333
-21.816 43.336
-21.801 43.334
-21.797 43.335
-21.799 43.343
-21.784 43.337
-21.756 43.346
-21.75 43.35
-21.744 43.363
-21.741 43.368
-21.725 43.388
-21.706 43.402
-21.672 43.425
-21.665 43.428
-21.657 43.429
-21.656 43.433
-21.66 43.439
-21.66 43.444
-21.659 43.445
-21.649 43.457
-21.649 43.459
-21.665 43.46
-21.669 43.462
-21.672 43.465
-21.684 43.478
-21.692 43.488
-21.688 43.489
-21.678 43.48
-21.671 43.476
-21.667 43.473
-21.659 43.466
-21.65 43.463
-21.645 43.464
-21.621 43.47
-21.62 43.473
-21.622 43.475
-21.63 43.476
-21.617 43.484
-21.613 43.482
-21.601 43.489
-21.6 43.487
-21.612 43.475
-21.61 43.473
-21.597 43.477
-21.575 43.473
-21.572 43.472
-21.558 43.466
-21.554 43.469
-21.553 43.474
-21.556 43.484
-21.554 43.488
-21.55 43.484
-21.544 43.462
-21.537 43.46
-21.541 43.467
-21.538 43.48
-21.536 43.47
-21.532 43.462
-21.525 43.461
-21.52 43.462
-21.518 43.463
-21.519 43.469
-21.518 43.471
-21.514 43.469
-21.511 43.471
-21.501 43.464
-21.492 43.467
-21.487 43.471
-21.483 43.482
-21.48 43.485
-21.476 43.494
-21.473 43.491
-21.473 43.48
-21.474 43.475
-21.482 43.463
-21.478 43.462
-21.459 43.469
-21.456 43.47
-21.429 43.471
-21.417 43.469
-21.401 43.471
-21.395 43.469
-21.38 43.472
-21.392 43.475
-21.396 43.474
-21.408 43.477
-21.417 43.476
-21.423 43.473
-21.425 43.473
-21.435 43.477
-21.437 43.48
-21.434 43.481
-21.427 43.48
-21.416 43.483
-21.389 43.479
-21.36 43.485
-21.376 43.488
-21.382 43.493
-21.391 43.496
-21.381 43.496
-21.369 43.492
-21.351 43.492
-21.324 43.497
-21.321 43.498
-21.318 43.502
-21.319 43.502
-21.324 43.503
-21.33 43.501
-21.332 43.504
-21.349 43.499
-21.371 43.51
-21.368 43.512
-21.35 43.508
-21.343 43.511
-21.334 43.519
-21.332 43.524
-21.331 43.531
-21.336 43.536
-21.333 43.54
-21.329 43.541
-21.315 43.528
-21.312 43.528
-21.303 43.545
-21.307 43.551
-21.306 43.559
-21.303 43.568
-21.303 43.572
-21.307 43.577
-21.316 43.58
-21.323 43.588
-21.32 43.59
-21.314 43.584
-21.312 43.587
-21.311 43.59
-21.317 43.6
-21.315 43.601
-21.31 43.599
-21.305 43.593
-21.301 43.592
-21.295 43.596
-21.291 43.596
-21.288 43.598
-21.287 43.606
-21.288 43.611
-21.297 43.618
-21.294 43.619
-21.289 43.618
-21.287 43.619
-21.287 43.624
-21.29 43.629
-21.301 43.635
-21.305 43.641
-21.307 43.644
-21.319 43.654
-21.304 43.647
-21.297 43.639
-21.293 43.638
-21.287 43.64
-21.284 43.643
-21.28 43.664
-21.282 43.667
-21.28 43.671
-21.282 43.674
-21.28 43.684
-21.282 43.684
-21.286 43.681
-21.293 43.67
-21.297 43.666
-21.294 43.68
-21.29 43.685
-21.29 43.686
-21.284 43.691
-21.281 43.697
-21.285 43.706
-21.291 43.709
-21.292 43.714
-21.296 43.716
-21.3 43.715
-21.31 43.719
-21.315 43.729
-21.318 43.73
-21.323 43.726
-21.321 43.73
-21.318 43.733
-21.315 43.733
-21.304 43.731
-21.298 43.727
-21.293 43.726
-21.286 43.729
-21.268 43.767
-21.261 43.776
-21.247 43.788
-21.222 43.806
-21.19 43.82
-21.175 43.823
-21.165 43.829
-21.151 43.838
-21.143 43.84
-21.126 43.839
-21.107 43.85
-21.072 43.858
-21.056 43.857
-21.062 43.864
-21.061 43.867
-21.053 43.867
-21.055 43.862
-21.052 43.861
-21.038 43.865
-21.015 43.868
-20.981 43.874
-20.958 43.872
-20.945 43.879
-20.944 43.88
-20.922 43.882
-20.907 43.884
-20.894 43.892
-20.884 43.896
-20.861 43.901
-20.854 43.901
-20.853 43.903
-20.86 43.909
-20.861 43.912
-20.845 43.925
-20.843 43.924
-20.844 43.918
-20.847 43.914
-20.846 43.91
-20.843 43.91
-20.842 43.91
-20.827 43.921
-20.814 43.926
-20.801 43.934
-20.777 43.956
-20.771 43.958
-20.763 43.955
-20.757 43.957
-20.757 43.96
-20.758 43.962
-20.765 43.965
-20.773 43.964
-20.778 43.961
-20.798 43.947
-20.812 43.944
-20.803 43.951
-20.786 43.962
-20.784 43.967
-20.785 43.976
-20.78 43.975
-20.776 43.97
-20.754 43.968
-20.751 43.962
-20.748 43.963
-20.747 43.964
-20.745 43.972
-20.739 43.984
-20.753 43.985
-20.759 43.988
-20.769 43.995
-20.775 44.003
-20.781 44.006
-20.782 44.009
-20.777 44.013
-20.774 44.02
-20.763 44.027
-20.761 44.034
-20.754 44.033
-20.757 44.027
-20.756 44.021
-20.755 44.018
-20.76 44.011
-20.762 44.002
-20.76 43.998
-20.755 43.996
-20.743 44.001
-20.737 44.002
-20.733 44.005
-20.726 44.025
-20.718 44.034
-20.717 44.036
-20.72 44.041
-20.716 44.043
-20.712 44.042
-20.7 44.05
-20.689 44.055
-20.686 44.057
-20.662 44.066
-20.641 44.07
-20.626 44.078
-20.603 44.084
-20.593 44.081
-20.589 44.085
-20.58 44.084
-20.571 44.089
-20.539 44.103
-20.505 44.111
-20.49 44.116
-20.485 44.121
-20.482 44.127
-20.485 44.131
-20.493 44.132
-20.505 44.124
-20.513 44.119
-20.52 44.117
-20.533 44.118
-20.532 44.12
-20.519 44.123
-20.499 44.137
-20.488 44.139
-20.486 44.138
-20.484 44.139
-20.479 44.14
-20.468 44.146
-20.459 44.155
-20.446 44.162
-20.439 44.173
-20.438 44.179
-20.433 44.187
-20.432 44.19
-20.42 44.202
-20.417 44.207
-20.431 44.198
-20.434 44.198
-20.425 44.209
-20.424 44.214
-20.418 44.217
-20.413 44.224
-20.411 44.226
-20.408 44.233
-20.402 44.235
-20.397 44.238
-20.393 44.244
-20.388 44.247
-20.381 44.244
-20.372 44.248
-20.36 44.252
-20.342 44.253
-20.34 44.256
-20.343 44.261
-20.36 44.278
-20.349 44.278
-20.346 44.278
-20.339 44.272
-20.331 44.258
-20.326 44.257
-20.308 44.263
-20.298 44.268
-20.293 44.274
-20.291 44.28
-20.258 44.295
-20.247 44.297
-20.247 44.3
-20.247 44.301
-20.25 44.304
-20.248 44.312
-20.245 44.305
-20.242 44.304
-20.231 44.314
-20.219 44.32
-20.205 44.325
-20.206 44.329
-20.198 44.331
-20.197 44.332
-20.204 44.335
-20.2 44.336
-20.2 44.341
-20.198 44.344
-20.197 44.337
-20.195 44.336
-20.175 44.348
-20.184 44.353
-20.19 44.347
-20.192 44.349
-20.189 44.353
-20.193 44.356
-20.189 44.359
-20.164 44.364
-20.175 44.36
-20.174 44.357
-20.172 44.356
-20.134 44.367
-20.144 44.374
-20.151 44.373
-20.157 44.372
-20.161 44.375
-20.156 44.375
-20.141 44.38
-20.14 44.382
-20.146 44.386
-20.148 44.389
-20.142 44.388
-20.138 44.389
-20.14 44.394
-20.136 44.391
-20.136 44.385
-20.133 44.383
-20.137 44.377
-20.128 44.373
-20.125 44.379
-20.124 44.382
-20.118 44.383
-20.109 44.389
-20.104 44.396
-20.109 44.398
-20.108 44.404
-20.114 44.411
-20.103 44.409
-20.093 44.416
-20.077 44.423
-20.076 44.426
-20.082 44.427
-20.09 44.424
-20.089 44.427
-20.079 44.434
-20.07 44.431
-20.061 44.437
-20.061 44.444
-20.059 44.443
-20.055 44.446
-20.049 44.465
-20.048 44.45
-20.042 44.448
-20.049 44.443
-20.048 44.441
-20.043 44.441
-20.038 44.449
-20.034 44.451
-20 44.459
-19.984 44.462
-19.983 44.465
-19.987 44.466
-19.99 44.465
-19.997 44.466
-20 44.464
-20.004 44.462
-20.006 44.462
-20.01 44.461
-20.016 44.464
-20.02 44.469
-20.022 44.478
-20.029 44.481
-20.029 44.483
-20.027 44.485
-20.023 44.484
-20.02 44.487
-20.029 44.495
-20.028 44.497
-20.021 44.493
-20.02 44.496
-20.021 44.502
-20.014 44.488
-20.015 44.486
-20.017 44.474
-20.016 44.469
-20.013 44.466
-20.007 44.465
-20.002 44.467
-20.001 44.468
-20 44.468
-19.992 44.475
-19.993 44.477
-19.989 44.491
-19.986 44.493
-19.984 44.492
-19.986 44.488
-19.987 44.484
-19.986 44.48
-19.984 44.478
-19.978 44.48
-19.974 44.479
-19.969 44.485
-19.964 44.487
-19.954 44.486
-19.916 44.48
-19.902 44.475
-19.889 44.468
-19.886 44.472
-19.886 44.475
-19.883 44.477
-19.878 44.472
-19.872 44.472
-19.87 44.469
-19.88 44.462
-19.88 44.459
-19.857 44.462
-19.844 44.467
-19.842 44.46
-19.849 44.457
-19.852 44.452
-19.853 44.448
-19.851 44.437
-19.843 44.447
-19.841 44.454
-19.835 44.451
-19.838 44.433
-19.841 44.428
-19.847 44.42
-19.845 44.409
-19.839 44.404
-19.837 44.401
-19.832 44.397
-19.815 44.388
-19.784 44.381
-19.778 44.384
-19.773 44.386
-19.761 44.394
-19.761 44.398
-19.772 44.408
-19.776 44.415
-19.776 44.417
-19.759 44.414
-19.751 44.411
-19.748 44.411
-19.743 44.412
-19.73 44.421
-19.723 44.423
-19.701 44.418
-19.68 44.418
-19.677 44.42
-19.676 44.422
-19.683 44.424
-19.688 44.428
-19.711 44.43
-19.723 44.436
-19.721 44.441
-19.703 44.434
-19.688 44.437
-19.685 44.435
-19.669 44.428
-19.665 44.422
-19.665 44.416
-19.65 44.413
-19.648 44.417
-19.642 44.424
-19.638 44.43
-19.632 44.424
-19.619 44.424
-19.617 44.424
-19.612 44.425
-19.607 44.431
-19.59 44.441
-19.594 44.443
-19.601 44.441
-19.605 44.447
-19.597 44.447
-19.578 44.457
-19.574 44.456
-19.566 44.458
-19.561 44.458
-19.557 44.456
-19.546 44.455
-19.543 44.458
-19.546 44.462
-19.55 44.462
-19.548 44.47
-19.546 44.473
-19.542 44.481
-19.531 44.476
-19.52 44.472
-19.508 44.469
-19.469 44.469
-19.43 44.459
-19.408 44.45
-19.366 44.422
-19.356 44.411
-19.353 44.415
-19.342 44.406
-19.328 44.392
-19.325 44.386
-19.308 44.381
-19.302 44.377
-19.295 44.363
-19.287 44.364
-19.266 44.351
-19.221 44.318
-19.202 44.302
-19.171 44.275
-19.162 44.271
-19.159 44.272
-19.158 44.273
-19.162 44.277
-19.168 44.281
-19.177 44.29
-19.185 44.293
-19.19 44.299
-19.199 44.306
-19.191 44.306
-19.182 44.299
-19.18 44.297
-19.176 44.296
-19.173 44.298
-19.171 44.301
-19.17 44.308
-19.179 44.317
-19.177 44.322
-19.167 44.311
-19.164 44.306
-19.166 44.292
-19.158 44.28
-19.152 44.278
-19.142 44.278
-19.137 44.281
-19.134 44.281
-19.133 44.275
-19.121 44.284
-19.118 44.283
-19.118 44.281
-19.122 44.275
-19.132 44.269
-19.142 44.271
-19.146 44.272
-19.151 44.269
-19.151 44.267
-19.14 44.265
-19.104 44.246
-19.1 44.247
-19.1 44.252
-19.109 44.265
-19.104 44.262
-19.098 44.256
-19.095 44.25
-19.098 44.241
-19.077 44.231
-19.074 44.232
-19.078 44.241
-19.078 44.249
-19.068 44.255
-19.066 44.253
-19.065 44.252
-19.064 44.243
-19.066 44.234
-19.056 44.23
-19.045 44.234
-19.029 44.234
-18.999 44.235
-18.977 44.232
-18.96 44.232
-18.95 44.231
-18.947 44.233
-18.971 44.236
-18.979 44.241
-18.989 44.242
-18.993 44.244
-18.992 44.246
-18.988 44.246
-18.975 44.243
-18.975 44.246
-18.979 44.251
-18.977 44.252
-18.973 44.249
-18.972 44.252
-18.979 44.259
-18.979 44.267
-18.984 44.276
-18.981 44.277
-18.976 44.273
-18.97 44.266
-18.964 44.252
-18.959 44.25
-18.954 44.244
-18.924 44.241
-18.912 44.244
-18.909 44.248
-18.907 44.249
-18.902 44.244
-18.884 44.24
-18.88 44.241
-18.879 44.243
-18.878 44.244
-18.877 44.252
-18.874 44.255
-18.867 44.257
-18.849 44.258
-18.819 44.255
-18.783 44.243
-18.765 44.235
-18.746 44.225
-18.744 44.224
-18.71 44.21
-18.702 44.211
-18.697 44.209
-18.685 44.2
-18.659 44.186
-18.619 44.164
-18.606 44.155
-18.6 44.161
-18.595 44.163
-18.589 44.161
-18.567 44.145
-18.551 44.134
-18.531 44.121
-18.526 44.116
-18.521 44.114
-18.516 44.115
-18.507 44.108
-18.499 44.103
-18.469 44.072
-18.455 44.062
-18.45 44.06
-18.435 44.053
-18.431 44.059
-18.43 44.06
-18.416 44.042
-18.408 44.039
-18.406 44.039
-18.406 44.042
-18.41 44.054
-18.397 44.042
-18.381 44.043
-18.38 44.045
-18.385 44.049
-18.382 44.051
-18.374 44.047
-18.37 44.045
-18.365 44.047
-18.36 44.057
-18.357 44.058
-18.354 44.057
-18.356 44.051
-18.355 44.049
-18.348 44.048
-18.345 44.049
-18.312 44.052
-18.264 44.047
-18.251 44.046
-18.248 44.048
-18.255 44.055
-18.252 44.057
-18.241 44.054
-18.241 44.049
-18.238 44.048
-18.202 44.044
-18.19 44.041
-18.183 44.038
-18.175 44.034
-18.17 44.034
-18.171 44.04
-18.166 44.052
-18.162 44.044
-18.163 44.034
-18.161 44.032
-18.15 44.03
-18.119 44.016
-18.115 44.018
-18.116 44.021
-18.127 44.027
-18.13 44.03
-18.131 44.035
-18.117 44.03
-18.106 44.019
-18.101 44.018
-18.095 44.018
-18.09 44.023
-18.081 44.018
-18.049 44.012
-17.998 44.012
-17.984 44.012
-17.962 44.01
-17.952 44.006
-17.943 44.008
-17.946 44.01
-17.953 44.012
-17.946 44.014
-17.941 44.014
-17.932 44.01
-17.925 44.01
-17.913 44.013
-17.907 44.01
-17.908 44.017
-17.907 44.02
-17.902 44.016
-17.896 44.014
-17.877 44.018
-17.876 44.025
-17.873 44.029
-17.854 44.032
-17.842 44.035
-17.838 44.035
-17.826 44.034
-17.82 44.037
-17.809 44.037
-17.785 44.035
-17.778 44.037
-17.769 44.038
-17.758 44.037
-17.746 44.03
-17.747 44.028
-17.757 44.028
-17.757 44.026
-17.75 44.016
-17.747 44.013
-17.746 44.013
-17.743 44.013
-17.743 44.011
-17.745 44.009
-17.745 44.005
-17.74 44
-17.737 44
-17.733 44.004
-17.728 44.013
-17.725 44.012
-17.727 44.007
-17.724 44.001
-17.712 43.997
-17.709 43.998
-17.711 44.007
-17.712 44.019
-17.718 44.031
-17.714 44.047
-17.72 44.055
-17.716 44.055
-17.713 44.052
-17.708 44.038
-17.701 44.018
-17.701 44.012
-17.697 43.994
-17.693 43.991
-17.694 43.998
-17.693 43.999
-17.686 43.992
-17.684 43.987
-17.671 43.976
-17.659 43.968
-17.654 43.964
-17.644 43.973
-17.643 43.969
-17.649 43.962
-17.65 43.955
-17.634 43.945
-17.628 43.939
-17.616 43.934
-17.629 43.95
-17.631 43.956
-17.626 43.96
-17.617 43.962
-17.618 43.969
-17.619 43.976
-17.617 43.98
-17.613 43.982
-17.609 43.982
-17.617 43.974
-17.613 43.965
-17.613 43.961
-17.619 43.955
-17.626 43.955
-17.627 43.953
-17.625 43.95
-17.614 43.941
-17.607 43.932
-17.596 43.927
-17.593 43.928
-17.59 43.931
-17.583 43.929
-17.576 43.93
-17.574 43.932
-17.565 43.938
-17.561 43.939
-17.559 43.938
-17.559 43.934
-17.552 43.932
-17.518 43.93
-17.517 43.931
-17.518 43.935
-17.524 43.946
-17.526 43.948
-17.546 43.948
-17.55 43.955
-17.556 43.957
-17.557 43.959
-17.553 43.961
-17.55 43.96
-17.547 43.959
-17.54 43.95
-17.527 43.954
-17.521 43.953
-17.515 43.947
-17.509 43.935
-17.504 43.931
-17.494 43.939
-17.472 43.946
-17.474 43.95
-17.474 43.952
-17.458 43.953
-17.451 43.956
-17.427 43.966
-17.41 43.975
-17.411 43.979
-17.424 43.976
-17.427 43.977
-17.428 43.982
-17.419 43.981
-17.405 43.987
-17.404 43.992
-17.401 43.988
-17.378 43.991
-17.351 44.004
-17.35 44.007
-17.352 44.009
-17.363 44.014
-17.375 44.015
-17.377 44.017
-17.366 44.019
-17.364 44.026
-17.362 44.029
-17.357 44.031
-17.347 44.031
-17.345 44.033
-17.342 44.039
-17.34 44.034
-17.344 44.029
-17.348 44.026
-17.358 44.026
-17.363 44.022
-17.363 44.019
-17.361 44.018
-17.33 44.022
-17.314 44.031
-17.281 44.054
-17.271 44.061
-17.264 44.071
-17.28 44.062
-17.282 44.063
-17.269 44.076
-17.254 44.081
-17.246 44.09
-17.214 44.097
-17.211 44.099
-17.199 44.108
-17.186 44.112
-17.186 44.115
-17.191 44.118
-17.21 44.112
-17.211 44.113
-17.21 44.115
-17.198 44.12
-17.17 44.126
-17.17 44.129
-17.174 44.135
-17.174 44.143
-17.17 44.138
-17.166 44.131
-17.165 44.125
-17.163 44.124
-17.154 44.128
-17.154 44.13
-17.159 44.138
-17.153 44.138
-17.151 44.135
-17.149 44.13
-17.15 44.126
-17.149 44.121
-17.143 44.122
-17.138 44.126
-17.122 44.131
-17.115 44.136
-17.115 44.139
-17.106 44.141
-17.1 44.146
-17.099 44.148
-17.106 44.148
-17.111 44.15
-17.115 44.153
-17.12 44.158
-17.122 44.173
-17.121 44.175
-17.117 44.167
-17.112 44.165
-17.106 44.16
-17.101 44.163
-17.076 44.184
-17.056 44.193
-17.044 44.201
-17.044 44.204
-17.047 44.204
-17.069 44.192
-17.072 44.195
-17.057 44.205
-17.041 44.213
-17.035 44.218
-17.033 44.222
-17.027 44.226
-17.025 44.226
-17.024 44.222
-17.023 44.222
-17.003 44.233
-16.991 44.237
-16.978 44.242
-16.973 44.247
-16.973 44.25
-16.975 44.25
-16.99 44.244
-17.001 44.243
-17.003 44.247
-16.998 44.249
-16.985 44.25
-16.973 44.257
-16.962 44.257
-16.955 44.26
-16.958 44.268
-16.962 44.272
-16.964 44.276
-16.954 44.274
-16.946 44.279
-16.943 44.284
-16.95 44.286
-16.947 44.29
-16.939 44.29
-16.937 44.29
-16.936 44.286
-16.936 44.283
-16.945 44.272
-16.942 44.272
-16.927 44.279
-16.911 44.284
-16.898 44.289
-16.897 44.29
-16.91 44.292
-16.912 44.294
-16.91 44.295
-16.896 44.296
-16.89 44.299
-16.891 44.302
-16.898 44.306
-16.898 44.308
-16.887 44.308
-16.885 44.314
-16.882 44.313
-16.874 44.314
-16.883 44.306
-16.877 44.304
-16.867 44.311
-16.865 44.312
-16.851 44.319
-16.851 44.322
-16.858 44.321
-16.864 44.324
-16.864 44.327
-16.863 44.332
-16.859 44.334
-16.852 44.331
-16.846 44.331
-16.839 44.333
-16.832 44.339
-16.817 44.344
-16.798 44.347
-16.806 44.351
-16.807 44.355
-16.807 44.36
-16.794 44.352
-16.791 44.352
-16.795 44.359
-16.785 44.371
-16.774 44.382
-16.752 44.394
-16.746 44.398
-16.733 44.41
-16.731 44.414
-16.73 44.425
-16.728 44.429
-16.717 44.432
-16.713 44.436
-16.709 44.438
-16.699 44.438
-16.69 44.441
-16.686 44.446
-16.684 44.445
-16.678 44.442
-16.651 44.441
-16.65 44.438
-16.648 44.437
-16.633 44.435
-16.622 44.429
-16.59 44.413
-16.578 44.411
-16.566 44.415
-16.557 44.417
-16.551 44.422
-16.551 44.426
-16.555 44.429
-16.576 44.424
-16.583 44.425
-16.586 44.429
-16.582 44.431
-16.577 44.43
-16.569 44.433
-16.561 44.442
-16.558 44.447
-16.556 44.455
-16.553 44.459
-16.548 44.461
-16.547 44.462
-16.519 44.469
-16.502 44.471
-16.493 44.469
-16.465 44.457
-16.46 44.45
-16.45 44.446
-16.443 44.44
-16.441 44.44
-16.441 44.445
-16.439 44.445
-16.437 44.443
-16.435 44.44
-16.43 44.44
-16.374 44.406
-16.359 44.402
-16.347 44.405
-16.347 44.407
-16.362 44.414
-16.359 44.416
-16.356 44.415
-16.331 44.407
-16.327 44.408
-16.321 44.411
-16.314 44.412
-16.312 44.415
-16.312 44.418
-16.31 44.42
-16.301 44.427
-16.265 44.439
-16.255 44.441
-16.247 44.438
-16.243 44.441
-16.239 44.445
-16.233 44.447
-16.225 44.444
-16.22 44.444
-16.217 44.442
-16.215 44.442
-16.216 44.446
-16.213 44.448
-16.201 44.45
-16.199 44.448
-16.196 44.449
-16.194 44.452
-16.197 44.458
-16.195 44.461
-16.189 44.46
-16.191 44.463
-16.191 44.471
-16.183 44.483
-16.186 44.485
-16.192 44.487
-16.197 44.493
-16.199 44.501
-16.202 44.51
-16.219 44.524
-16.225 44.522
-16.226 44.524
-16.224 44.528
-16.218 44.529
-16.209 44.524
-16.2 44.517
-16.195 44.51
-16.192 44.495
-16.189 44.492
-16.185 44.493
-16.189 44.51
-16.188 44.516
-16.192 44.531
-16.197 44.603
-16.196 44.615
-16.201 44.622
-16.204 44.627
-16.205 44.633
-16.204 44.643
-16.204 44.684
-16.21 44.705
-16.211 44.713
-16.206 44.764
-16.207 44.773
-16.208 44.787
-16.211 44.793
-16.214 44.794
-16.224 44.783
-16.226 44.782
-16.228 44.783
-16.23 44.791
-16.229 44.799
-16.234 44.808
-16.233 44.823
-16.236 44.826
-16.246 44.83
-16.245 44.832
-16.233 44.839
-16.229 44.843
-16.215 44.867
-16.21 44.87
-16.194 44.881
-16.187 44.889
-16.185 44.894
-16.185 44.906
-16.189 44.916
-16.19 44.927
-16.191 44.936
-16.187 44.943
-16.192 44.96
-16.188 44.961
-16.188 44.966
-16.192 44.974
-16.193 44.981
-16.195 44.997
-16.189 44.994
-16.189 44.986
-16.18 44.953
-16.174 44.945
-16.17 44.947
-16.16 44.959
-16.157 44.964
-16.154 44.969
-16.148 44.986
-16.139 45
-16.134 45.009
-16.131 45.016
-16.117 45.035
-16.127 45.013
-16.125 45.011
-16.119 45.019
-16.114 45.025
-16.106 45.04
-16.079 45.069
-16.063 45.078
-16.026 45.116
-16.011 45.13
-16.012 45.134
-16.015 45.134
-16.018 45.136
-16.016 45.139
-16.01 45.141
-16.004 45.148
-16 45.151
-15.994 45.162
-15.986 45.174
-15.955 45.204
-15.952 45.209
-15.951 45.211
-15.944 45.236
-15.935 45.245
-15.934 45.249
-15.937 45.255
-15.934 45.264
-15.94 45.267
-15.947 45.263
-15.97 45.26
-15.99 45.268
-16 45.27
-16.001 45.27
-16.003 45.269
-16.009 45.27
-16.021 45.275
-16.035 45.29
-16.041 45.294
-16.047 45.295
-16.061 45.292
-16.065 45.289
-16.065 45.286
-16.061 45.282
-16.076 45.28
-16.085 45.282
-16.089 45.282
-16.103 45.275
-16.105 45.274
-16.111 45.274
-16.132 45.288
-16.141 45.291
