segment Madagascar
-13.554 48.067
-13.557 48.069
-13.56 48.073
-13.564 48.072
-13.574 48.079
-13.575 48.085
-13.577 48.086
-13.581 48.081
-13.577 48.076
-13.576 48.072
-13.58 48.068
-13.583 48.069
-13.585 48.075
-13.592 48.075
-13.595 48.077
-13.596 48.079
-13.595 48.081
-13.593 48.082
-13.586 48.083
-13.585 48.084
-13.586 48.089
-13.589 48.09
-13.595 48.087
-13.596 48.084
-13.607 48.084
-13.618 48.07
-13.62 48.068
-13.629 48.069
-13.633 48.071
-13.632 48.074
-13.623 48.072
-13.618 48.076
-13.611 48.092
-13.6 48.093
-13.597 48.101
-13.59 48.106
-13.59 48.109
-13.601 48.113
-13.603 48.117
-13.604 48.122
-13.599 48.124
-13.602 48.13
-13.6 48.138
-13.601 48.142
-13.604 48.143
-13.615 48.138
-13.626 48.138
-13.632 48.139
-13.633 48.142
-13.631 48.148
-13.634 48.15
-13.652 48.147
-13.659 48.144
-13.663 48.142
-13.666 48.142
-13.671 48.146
-13.672 48.15
-13.67 48.152
-13.672 48.158
-13.685 48.164
-13.698 48.16
-13.71 48.163
-13.716 48.163
-13.722 48.159
-13.725 48.16
-13.725 48.164
-13.722 48.167
-13.724 48.169
-13.729 48.17
-13.73 48.172
-13.728 48.177
-13.731 48.18
-13.731 48.184
-13.742 48.179
-13.747 48.177
-13.746 48.175
-13.738 48.173
-13.739 48.171
-13.742 48.171
-13.744 48.168
-13.741 48.166
-13.741 48.164
-13.743 48.163
-13.756 48.167
-13.76 48.169
-13.768 48.187
-13.777 48.199
-13.786 48.201
-13.788 48.206
-13.803 48.216
-13.809 48.225
-13.812 48.229
-13.812 48.232
-13.815 48.239
-13.808 48.244
-13.817 48.257
-13.813 48.261
-13.807 48.285
-13.793 48.305
-13.792 48.313
-13.788 48.311
-13.786 48.313
-13.789 48.318
-13.789 48.321
-13.784 48.324
-13.782 48.319
-13.775 48.315
-13.772 48.32
-13.769 48.329
-13.761 48.337
-13.754 48.343
-13.748 48.345
-13.742 48.345
-13.739 48.342
-13.739 48.337
-13.732 48.332
-13.733 48.323
-13.735 48.319
-13.734 48.316
-13.731 48.315
-13.722 48.317
-13.716 48.325
-13.708 48.326
-13.704 48.328
-13.694 48.323
-13.69 48.318
-13.683 48.316
-13.679 48.319
-13.677 48.323
-13.678 48.327
-13.676 48.33
-13.666 48.323
-13.659 48.328
-13.657 48.326
-13.66 48.318
-13.657 48.317
-13.648 48.324
-13.64 48.339
-13.638 48.332
-13.634 48.329
-13.636 48.324
-13.634 48.323
-13.631 48.326
-13.623 48.329
-13.619 48.333
-13.619 48.336
-13.621 48.338
-13.629 48.341
-13.624 48.342
-13.622 48.345
-13.625 48.352
-13.625 48.357
-13.623 48.353
-13.616 48.347
-13.614 48.346
-13.607 48.347
-13.599 48.341
-13.598 48.341
-13.598 48.343
-13.597 48.344
-13.602 48.348
-13.604 48.352
-13.603 48.354
-13.6 48.354
-13.589 48.336
-13.577 48.328
-13.565 48.321
-13.549 48.324
-13.547 48.326
-13.545 48.332
-13.546 48.338
-13.544 48.341
-13.531 48.349
-13.532 48.353
-13.539 48.356
-13.54 48.357
-13.548 48.365
-13.555 48.37
-13.565 48.368
-13.567 48.369
-13.568 48.374
-13.57 48.375
-13.58 48.373
-13.582 48.376
-13.581 48.379
-13.573 48.381
-13.574 48.384
-13.577 48.386
-13.577 48.387
-13.571 48.388
-13.563 48.377
-13.56 48.374
-13.557 48.375
-13.556 48.376
-13.556 48.378
-13.56 48.384
-13.561 48.39
-13.558 48.389
-13.556 48.386
-13.555 48.387
-13.549 48.403
-13.546 48.402
-13.546 48.4
-13.549 48.393
-13.548 48.389
-13.543 48.39
-13.535 48.4
-13.533 48.405
-13.528 48.412
-13.528 48.422
-13.533 48.427
-13.537 48.435
-13.543 48.439
-13.546 48.444
-13.542 48.447
-13.537 48.448
-13.532 48.447
-13.526 48.442
-13.525 48.44
-13.522 48.443
-13.527 48.455
-13.534 48.455
-13.535 48.458
-13.534 48.459
-13.526 48.459
-13.522 48.462
-13.523 48.478
-13.522 48.48
-13.514 48.482
-13.513 48.488
-13.517 48.501
-13.512 48.507
-13.513 48.508
-13.52 48.507
-13.533 48.495
-13.535 48.493
-13.539 48.491
-13.556 48.486
-13.563 48.487
-13.564 48.49
-13.552 48.493
-13.545 48.498
-13.539 48.498
-13.534 48.501
-13.534 48.504
-13.537 48.514
-13.541 48.517
-13.55 48.515
-13.553 48.517
-13.551 48.52
-13.545 48.521
-13.535 48.517
-13.532 48.517
-13.53 48.519
-13.53 48.524
-13.53 48.537
-13.527 48.545
-13.524 48.549
-13.522 48.55
-13.518 48.548
-13.518 48.542
-13.523 48.531
-13.522 48.521
-13.52 48.519
-13.495 48.516
-13.492 48.515
-13.488 48.509
-13.482 48.511
-13.477 48.506
-13.465 48.507
-13.463 48.505
-13.462 48.505
-13.462 48.498
-13.451 48.494
-13.447 48.489
-13.445 48.49
-13.437 48.489
-13.434 48.481
-13.425 48.478
-13.416 48.479
-13.405 48.477
-13.401 48.472
-13.394 48.472
-13.388 48.468
-13.378 48.471
-13.369 48.471
-13.363 48.473
-13.363 48.476
-13.368 48.477
-13.369 48.477
-13.367 48.482
-13.37 48.492
-13.377 48.493
-13.385 48.499
-13.39 48.507
-13.401 48.507
-13.405 48.51
-13.407 48.518
-13.429 48.537
-13.436 48.548
-13.438 48.556
-13.437 48.564
-13.439 48.567
-13.442 48.574
-13.452 48.585
-13.461 48.592
-13.459 48.594
-13.457 48.593
-13.455 48.591
-13.452 48.591
-13.446 48.603
-13.445 48.616
-13.447 48.628
-13.446 48.647
-13.447 48.652
-13.449 48.652
-13.462 48.643
-13.466 48.644
-13.465 48.647
-13.462 48.648
-13.456 48.657
-13.446 48.659
-13.435 48.665
-13.434 48.667
-13.44 48.676
-13.441 48.682
-13.434 48.701
-13.423 48.717
-13.42 48.725
-13.421 48.729
-13.432 48.728
-13.432 48.73
-13.429 48.732
-13.427 48.733
-13.428 48.737
-13.427 48.738
-13.42 48.736
-13.413 48.738
-13.407 48.753
-13.408 48.757
-13.412 48.763
-13.411 48.765
-13.403 48.761
-13.394 48.764
-13.382 48.772
-13.38 48.78
-13.374 48.781
-13.371 48.795
-13.366 48.802
-13.366 48.803
-13.369 48.805
-13.375 48.81
-13.372 48.812
-13.364 48.808
-13.361 48.803
-13.356 48.798
-13.356 48.793
-13.354 48.789
-13.346 48.78
-13.341 48.778
-13.337 48.779
-13.331 48.785
-13.326 48.782
-13.316 48.782
-13.311 48.791
-13.306 48.791
-13.304 48.795
-13.3 48.793
-13.296 48.798
-13.291 48.795
-13.288 48.796
-13.286 48.8
-13.285 48.808
-13.284 48.809
-13.282 48.805
-13.28 48.805
-13.274 48.814
-13.27 48.812
-13.266 48.812
-13.264 48.815
-13.264 48.82
-13.272 48.831
-13.27 48.836
-13.266 48.841
-13.269 48.848
-13.269 48.852
-13.263 48.863
-13.26 48.862
-13.26 48.857
-13.266 48.851
-13.266 48.849
-13.263 48.846
-13.261 48.843
-13.263 48.833
-13.251 48.823
-13.248 48.822
-13.245 48.824
-13.245 48.827
-13.245 48.828
-13.251 48.832
-13.252 48.835
-13.249 48.832
-13.242 48.828
-13.241 48.825
-13.242 48.821
-13.244 48.819
-13.251 48.817
-13.252 48.814
-13.251 48.811
-13.246 48.813
-13.243 48.812
-13.241 48.807
-13.238 48.807
-13.233 48.815
-13.232 48.82
-13.228 48.822
-13.226 48.821
-13.225 48.817
-13.231 48.807
-13.23 48.804
-13.21 48.806
-13.207 48.805
-13.206 48.804
-13.205 48.801
-13.2 48.798
-13.189 48.801
-13.186 48.8
-13.182 48.802
-13.186 48.81
-13.183 48.812
-13.176 48.806
-13.173 48.808
-13.17 48.801
-13.167 48.8
-13.164 48.802
-13.164 48.808
-13.167 48.811
-13.17 48.82
-13.168 48.824
-13.164 48.819
-13.161 48.81
-13.159 48.808
-13.156 48.811
-13.147 48.804
-13.146 48.808
-13.145 48.81
-13.147 48.817
-13.15 48.822
-13.146 48.824
-13.141 48.818
-13.137 48.809
-13.127 48.808
-13.122 48.811
-13.127 48.817
-13.122 48.822
-13.119 48.823
-13.118 48.822
-13.119 48.818
-13.115 48.816
-13.11 48.818
-13.103 48.824
-13.1 48.825
-13.098 48.821
-13.094 48.824
-13.091 48.83
-13.093 48.831
-13.098 48.832
-13.099 48.834
-13.1 48.835
-13.098 48.836
-13.095 48.835
-13.091 48.837
-13.088 48.836
-13.085 48.831
-13.077 48.83
-13.067 48.837
-13.064 48.843
-13.056 48.841
-13.048 48.846
-13.04 48.855
-13.043 48.866
-13.046 48.869
-13.041 48.868
-13.034 48.863
-13.032 48.864
-13.034 48.868
-13.033 48.874
-13.033 48.876
-13.032 48.877
-13.024 48.87
-13.021 48.871
-13.022 48.877
-13.021 48.883
-13.015 48.879
-13.014 48.876
-13.011 48.876
-13.008 48.877
-13.003 48.881
-13 48.885
-13.002 48.887
-13.011 48.888
-13.013 48.891
-13.014 48.895
-13.012 48.896
-13.008 48.894
-13.006 48.894
-13.005 48.895
-13.016 48.914
-13.014 48.916
-13.011 48.917
-13.005 48.913
-13.005 48.906
-12.997 48.896
-12.987 48.89
-12.981 48.891
-12.973 48.902
-12.971 48.907
-12.977 48.91
-12.97 48.923
-12.968 48.922
-12.967 48.918
-12.963 48.912
-12.957 48.911
-12.952 48.913
-12.944 48.919
-12.944 48.921
-12.95 48.931
-12.951 48.934
-12.949 48.936
-12.946 48.935
-12.938 48.923
-12.935 48.924
-12.934 48.935
-12.931 48.94
-12.929 48.935
-12.923 48.931
-12.923 48.928
-12.917 48.927
-12.913 48.932
-12.906 48.934
-12.898 48.937
-12.893 48.941
-12.889 48.945
-12.892 48.95
-12.891 48.957
-12.885 48.947
-12.879 48.943
-12.873 48.941
-12.869 48.941
-12.865 48.946
-12.858 48.948
-12.829 48.949
-12.823 48.947
-12.813 48.938
-12.8 48.932
-12.796 48.931
-12.78 48.923
-12.778 48.919
-12.779 48.913
-12.777 48.909
-12.774 48.906
-12.765 48.901
-12.757 48.902
-12.749 48.899
-12.741 48.904
-12.734 48.905
-12.722 48.9
-12.712 48.903
-12.697 48.894
-12.694 48.893
-12.693 48.896
-12.691 48.9
-12.688 48.903
-12.683 48.903
-12.674 48.898
-12.669 48.894
-12.664 48.888
-12.659 48.879
-12.658 48.87
-12.66 48.864
-12.664 48.859
-12.661 48.858
-12.653 48.86
-12.647 48.859
-12.64 48.854
-12.639 48.855
-12.639 48.861
-12.636 48.865
-12.625 48.869
-12.619 48.868
-12.612 48.872
-12.611 48.869
-12.611 48.866
-12.619 48.861
-12.618 48.857
-12.616 48.856
-12.605 48.858
-12.587 48.867
-12.581 48.866
-12.575 48.866
-12.573 48.872
-12.559 48.887
-12.548 48.888
-12.546 48.884
-12.545 48.882
-12.543 48.882
-12.542 48.884
-12.54 48.883
-12.54 48.879
-12.543 48.875
-12.549 48.874
-12.551 48.871
-12.544 48.869
-12.543 48.867
-12.542 48.863
-12.548 48.86
-12.552 48.855
-12.556 48.846
-12.554 48.84
-12.557 48.835
-12.567 48.837
-12.567 48.834
-12.565 48.826
-12.559 48.821
-12.557 48.821
-12.553 48.827
-12.549 48.828
-12.541 48.826
-12.527 48.823
-12.528 48.819
-12.52 48.816
-12.513 48.811
-12.506 48.81
-12.502 48.806
-12.497 48.799
-12.495 48.79
-12.493 48.785
-12.491 48.784
-12.487 48.785
-12.481 48.782
-12.478 48.776
-12.474 48.774
-12.466 48.779
-12.459 48.774
-12.445 48.774
-12.44 48.773
-12.435 48.771
-12.434 48.767
-12.441 48.763
-12.449 48.764
-12.457 48.76
-12.463 48.764
-12.465 48.763
-12.464 48.759
-12.453 48.749
-12.453 48.745
-12.451 48.741
-12.444 48.737
-12.443 48.733
-12.446 48.725
-12.444 48.721
-12.438 48.725
-12.431 48.741
-12.43 48.742
-12.429 48.743
-12.424 48.744
-12.417 48.74
-12.412 48.743
-12.405 48.742
-12.403 48.744
-12.401 48.75
-12.392 48.759
-12.396 48.76
-12.401 48.772
-12.408 48.78
-12.405 48.791
-12.406 48.8
-12.409 48.808
-12.41 48.823
-12.409 48.832
-12.408 48.835
-12.414 48.844
-12.413 48.854
-12.429 48.862
-12.442 48.862
-12.446 48.865
-12.45 48.872
-12.461 48.883
-12.467 48.887
-12.484 48.89
-12.486 48.896
-12.495 48.9
-12.499 48.899
-12.502 48.899
-12.508 48.901
-12.506 48.906
-12.502 48.91
-12.493 48.911
-12.49 48.914
-12.492 48.926
-12.491 48.936
-12.487 48.942
-12.483 48.943
-12.476 48.942
-12.455 48.945
-12.45 48.949
-12.445 48.951
-12.425 48.952
-12.419 48.952
-12.407 48.956
-12.4 48.96
-12.398 48.966
-12.384 48.969
-12.384 48.975
-12.382 48.975
-12.381 48.971
-12.378 48.97
-12.374 48.972
-12.371 48.971
-12.373 48.967
-12.372 48.957
-12.368 48.956
-12.357 48.961
-12.356 48.966
-12.363 48.982
-12.362 48.985
-12.361 48.985
-12.35 48.968
-12.345 48.968
-12.34 48.972
-12.334 48.981
-12.327 48.983
-12.329 48.992
-12.324 48.996
-12.327 49.003
-12.333 49.006
-12.335 49.009
-12.336 49.01
-12.33 49.016
-12.329 49.02
-12.324 49.021
-12.321 49.018
-12.312 49.015
-12.302 49.021
-12.301 49.021
-12.3 49.024
-12.306 49.028
-12.305 49.033
-12.307 49.036
-12.301 49.043
-12.297 49.043
-12.293 49.046
-12.292 49.053
-12.288 49.055
-12.287 49.062
-12.289 49.064
-12.292 49.059
-12.296 49.058
-12.302 49.062
-12.301 49.067
-12.301 49.073
-12.306 49.079
-12.303 49.081
-12.292 49.083
-12.287 49.09
-12.283 49.09
-12.279 49.088
-12.277 49.086
-12.269 49.085
-12.264 49.085
-12.251 49.089
-12.257 49.095
-12.258 49.098
-12.255 49.108
-12.246 49.113
-12.246 49.115
-12.252 49.117
-12.256 49.116
-12.258 49.118
-12.259 49.125
-12.265 49.131
-12.264 49.134
-12.261 49.137
-12.26 49.144
-12.244 49.152
-12.231 49.155
-12.225 49.157
-12.222 49.157
-12.215 49.146
-12.21 49.143
-12.206 49.143
-12.195 49.148
-12.191 49.147
-12.188 49.155
-12.183 49.157
-12.177 49.156
-12.172 49.156
-12.167 49.164
-12.151 49.171
-12.161 49.175
-12.165 49.175
-12.167 49.176
-12.166 49.183
-12.165 49.186
-12.163 49.188
-12.159 49.19
-12.154 49.189
-12.147 49.192
-12.143 49.192
-12.136 49.182
-12.126 49.177
-12.122 49.171
-12.129 49.163
-12.138 49.157
-12.139 49.153
-12.133 49.149
-12.127 49.151
-12.123 49.16
-12.12 49.162
-12.113 49.156
-12.116 49.152
-12.111 49.151
-12.108 49.15
-12.099 49.143
-12.099 49.139
-12.102 49.134
-12.103 49.129
-12.107 49.124
-12.108 49.113
-12.106 49.105
-12.109 49.091
-12.108 49.086
-12.108 49.085
-12.106 49.084
-12.097 49.087
-12.092 49.094
-12.08 49.107
-12.079 49.119
-12.078 49.121
-12.075 49.128
-12.076 49.129
-12.079 49.134
-12.081 49.142
-12.08 49.143
-12.077 49.142
-12.077 49.138
-12.075 49.137
-12.071 49.141
-12.068 49.142
-12.062 49.141
-12.057 49.144
-12.055 49.146
-12.055 49.149
-12.066 49.153
-12.065 49.157
-12.069 49.161
-12.069 49.167
-12.071 49.168
-12.079 49.167
-12.083 49.169
-12.084 49.175
-12.087 49.176
-12.093 49.174
-12.095 49.175
-12.093 49.18
-12.093 49.184
-12.096 49.186
-12.109 49.188
-12.115 49.193
-12.109 49.197
-12.104 49.195
-12.094 49.199
-12.094 49.202
-12.096 49.205
-12.11 49.211
-12.111 49.215
-12.108 49.219
-12.101 49.219
-12.099 49.217
-12.09 49.212
-12.083 49.214
-12.078 49.213
-12.079 49.21
-12.085 49.205
-12.085 49.204
-12.082 49.202
-12.074 49.204
-12.071 49.203
-12.067 49.195
-12.063 49.194
-12.056 49.199
-12.052 49.199
-12.05 49.195
-12.046 49.195
-12.042 49.199
-12.037 49.196
-12.035 49.194
-12.036 49.192
-12.045 49.186
-12.045 49.181
-12.041 49.18
-12.041 49.178
-12.042 49.175
-12.048 49.169
-12.047 49.166
-12.041 49.164
-12.038 49.165
-12.034 49.174
-12.032 49.176
segment Madagascar
-16.18 44.938
-16.178 44.925
-16.174 44.922
-16.172 44.924
-16.174 44.93
-16.18 44.938
segment Madagascar
-16.712 50
-16.712 50.006
-16.713 50.01
-16.719 50.015
-16.725 50.015
-16.753 50
-16.767 49.993
-16.779 49.987
-16.807 49.973
-16.848 49.957
-16.884 49.945
-16.898 49.943
-16.901 49.943
-16.922 49.928
-16.939 49.921
-16.946 49.914
-16.946 49.911
-16.901 49.936
-16.892 49.939
-16.889 49.938
-16.889 49.935
-16.892 49.932
-16.915 49.922
-16.92 49.916
-16.961 49.901
-16.972 49.895
-16.994 49.887
-17.001 49.881
-17.002 49.88
-17.014 49.874
-17.037 49.857
-17.054 49.85
-17.067 49.836
-17.083 49.828
-17.095 49.825
-17.109 49.817
-17.107 49.814
-17.1 49.81
-17.096 49.81
-17.085 49.817
-17.075 49.821
-17.05 49.823
-17.042 49.825
-17.04 49.826
-17.033 49.831
-17.017 49.837
-17.016 49.84
-17.017 49.844
-17.023 49.849
-17.023 49.852
-17.021 49.853
-17.017 49.852
-17.012 49.847
-17.006 49.844
-17.002 49.844
-16.98 49.858
-16.974 49.859
-16.954 49.852
-16.948 49.852
-16.945 49.852
-16.926 49.859
-16.906 49.872
-16.887 49.881
-16.879 49.896
-16.864 49.904
-16.857 49.912
-16.843 49.918
-16.825 49.925
-16.82 49.93
-16.809 49.947
-16.783 49.963
-16.775 49.966
-16.764 49.966
-16.746 49.962
-16.742 49.965
-16.741 49.97
-16.74 49.971
-16.738 49.974
-16.723 49.981
-16.716 49.988
-16.713 49.995
-16.712 50
segment Madagascar
-20.068 44.426
-20.063 44.426
-20.048 44.432
-20.049 44.434
-20.053 44.435
-20.068 44.426
