"shapeid","x","y"
"1","-109.52233169","42.7201922425"
"1","-109.62275924","42.815399524"
"1","-109.722021318","42.9038306171"
"1","-109.813282996","42.9759458814"
"1","-109.902544872","43.0379467827"
"1","-110.025294738","43.078837225"
"1","-110.139101541","43.1000346988"
"1","-110.289243048","43.1134312123"
"1","-110.438682742","43.123303047"
"1","-110.632072905","43.1587260708"
"1","-110.78861185","43.1776955381"
"1","-110.932995446","43.2255528574"
"1","-111.018163177","43.2840252165"
"1","-111.045773712","43.3112605174"
"1","-111.074080533","43.3391826404"
"1","-111.125840373","43.4569262363"
"1","-111.160256827","43.6216832537"
"1","-111.177345121","43.7334273733"
"1","-111.163127764","43.8145541026"
"1","-111.096679373","43.8986558486"
"1","-111.051479552","43.9538849961"
"1","-111.037034372","43.9715353981"
"1","-110.952252243","44.0405322003"
"1","-110.833681568","44.1100778902"
"1","-110.692957226","44.1890468896"
"1","-110.595845322","44.2281825909"
"1","-110.467310188","44.2571243256"
"1","-110.335601901","44.2725048523"
"1","-110.169368344","44.2848285906"
"1","-109.92696892","44.3021200957"
"1","-109.745715665","44.3121443799"
"1","-109.476271255","44.3385036997"
"1","-109.277129868","44.3326139461"
"1","-109.196037519","44.3413289945"
"2","-110.581845264","40.3626932062"
"2","-110.508755905","40.3220479722"
"2","-110.461979951","40.296035708"
"2","-110.233858009","40.2135208049"
"2","-109.9990651","40.0777548546"
"2","-109.788881984","39.9551051233"
"2","-109.647029161","39.8737044596"
"2","-109.512654649","39.7992853723"
"2","-109.556920448","39.7205157094"
"2","-109.729985931","39.4146963095"
"2","-109.980597842","39.1232945096"
"2","-110.072565753","39.0078999357"
"2","-110.263672838","39.108460429"
"2","-110.48188753","39.2334950248"
"2","-110.721840342","39.3734073812"
"2","-110.830667479","39.4222531148"
"2","-110.944044736","39.4554999582"
"2","-111.075221733","39.4624351557"
"2","-111.180240908","39.4577113371"
"2","-111.480906913","39.4150103213"
"2","-111.644775795","39.3930425781"
"2","-111.807460873","39.3829769214"
"2","-111.955186093","39.3927147104"
"2","-112.077683247","39.4117606588"
"2","-112.218642877","39.4580769196"
"2","-112.450129151","39.5514423581"
"2","-112.723965249","39.6534021155"
"2","-112.960100554","39.7513480395"
"2","-113.04130436","39.7905569384"
"2","-113.1421858","39.8598626468"
"2","-113.19499801","39.9421709954"
"2","-113.220370214","40.0255068787"
"2","-113.20285745","40.1121240393"
"2","-113.169442699","40.168035524"
"2","-113.08795314","40.2699363489"
"2","-113.008605834","40.3654444473"
"2","-112.919858825","40.4562215533"
"2","-112.782653709","40.5777995949"
"2","-112.685613918","40.6695258867"
"2","-112.577669367","40.7506744624"
"2","-112.417734141","40.8658971578"
"2","-112.316961206","40.9457609971"
"2","-112.236531931","41.0437251044"
"2","-112.217503243","41.0972884584"
"2","-112.223338905","41.1864404679"
"2","-112.240911513","41.2740031333"
"2","-112.259323867","41.3974495255"
"2","-112.25035515","41.5246390003"
"2","-112.207331571","41.596460903"
"2","-112.163466828","41.632380063"
"2","-112.110621249","41.6484962711"
"2","-112.055612476","41.6558818068"
"2","-111.982030086","41.6537306195"
"2","-111.904211646","41.6341098433"
"2","-111.802999461","41.5845759809"
"2","-111.648077519","41.4791117327"
"2","-111.50221262","41.3244380517"
"2","-111.387390446","41.1447348666"
"2","-111.314222324","40.9776053423"
"2","-111.180871292","40.7823531588"
"2","-110.995934645","40.6026329388"
"2","-110.843040422","40.4904730248"
"2","-110.611311328","40.3790793827"
"2","-110.581845264","40.3626932062"
"3","-82.4606014886","44.4995368799"
"3","-82.3742781752","44.4463538555"
"3","-82.2983889968","44.3995992094"
"3","-82.2885284422","44.3557739259"
"3","-82.2764049587","44.3017116137"
"3","-82.2418525255","44.1515931049"
"3","-82.2158966064","44.0387039191"
"3","-82.187446594","43.9144287108"
"3","-82.1591186528","43.7901458736"
"3","-82.1286163326","43.6557540892"
"3","-82.1242904658","43.6116027834"
"3","-82.1567764288","43.5441436763"
"3","-82.2138671873","43.4252166751"
"3","-82.2707290648","43.3062667844"
"3","-82.3273620603","43.187282562"
"3","-82.3725241348","43.092004878"
"3","-82.4136886598","42.9650764467"
"3","-82.4249954222","42.9527893064"
"3","-82.4524612427","42.9294090268"
"3","-82.4611587526","42.9046020501"
"3","-82.4705505373","42.8864517213"
"3","-82.4678802487","42.8740463255"
"3","-82.4654998781","42.8705444338"
"3","-82.4687347413","42.841281891"
"3","-82.4818038943","42.8156356805"
"3","-82.4768371581","42.7976684572"
"3","-82.4673461917","42.7757148738"
"3","-82.4661560055","42.7653770446"
"3","-82.4707412718","42.7503471375"
"3","-82.477218628","42.7433700568"
"3","-82.4799804685","42.7356376651"
"3","-82.4836814413","42.7221077948"
"3","-82.5179367062","42.6046295169"
"3","-82.5473022465","42.5879859923"
"3","-82.5556869506","42.5789794924"
"3","-82.5703582764","42.5673370356"
"3","-82.5904617313","42.5460968016"
"3","-82.5936737068","42.5445938115"
"3","-82.6077270509","42.5491523742"
"3","-82.616790771","42.5530052191"
"3","-82.6276245116","42.5538024906"
"3","-82.6386413577","42.5484352116"
"3","-82.6479721063","42.5436553959"
"3","-82.6557464594","42.5351448056"
"3","-82.6651687617","42.5272788997"
"3","-82.6834564216","42.5161361691"
"3","-82.7843170168","42.4146652229"
"3","-82.8284835814","42.3701019288"
"3","-82.92061615","42.3518486023"
"3","-82.9301528937","42.3467712405"
"3","-82.9451675411","42.3340148924"
"3","-82.9810333254","42.3262100217"
"3","-82.999961853","42.3243942257"
"3","-83.0148391721","42.3233489986"
"3","-83.0550613407","42.3109283449"
"3","-83.072723389","42.3025131223"
"3","-83.0966262817","42.2756767265"
"3","-83.1019210816","42.262176514"
"3","-83.1122665407","42.2456512448"
"3","-83.1266632081","42.2334976196"
"3","-83.1321640014","42.2101287848"
"3","-83.1326980584","42.1860771173"
"3","-83.1265640264","42.1637954711"
"3","-83.1229476933","42.1406860349"
"3","-83.1196975713","42.1098213194"
"3","-83.1354293822","42.0660858152"
"3","-83.1449203486","42.0396690368"
"3","-83.1078701716","41.9527504064"
"3","-83.0701751707","41.8640594479"
"3","-83.0247879033","41.8423805237"
"3","-82.882987976","41.774433136"
"3","-82.7415008545","41.7063064576"
"3","-82.6826095588","41.6778488162"
"3","-82.5846099858","41.6772537231"
"3","-82.4103012077","41.675979614"
"3","-82.2706680296","41.7373695375"
"3","-82.1253662106","41.8009414672"
"3","-81.9797592156","41.8643226624"
"3","-81.8330764768","41.9278526306"
"3","-81.6916198729","41.9953956598"
"3","-81.549095154","42.0631103516"
"3","-81.4089431759","42.1337051393"
"3","-81.2684707639","42.2041206364"
"3","-81.2471389772","42.2147865302"
"3","-81.1059875483","42.2354393"
"3","-80.9394760129","42.2595558167"
"3","-80.7728424072","42.283416748"
"3","-80.6060791021","42.3070335394"
"3","-80.5125961303","42.3201522819"
"3","-80.3455886836","42.3432235715"
"3","-80.1841201784","42.3652725226"
"3","-80.0637283327","42.384059906"
"3","-80.0226287846","42.4009208679"
"3","-80.0000000001","42.4101753234"
"3","-79.8736877438","42.4618225099"
"3","-79.7562713617","42.5096054085"
"3","-79.6485777688","42.5524950238"
"3","-79.4407316233","42.4290376492"
"3","-79.3928860509","42.3800294846"
"3","-79.2849728643","42.2713348689"
"3","-79.1461481695","42.1302961871"
"3","-79.0574536461","42.0004703785"
"3","-78.8566499637","41.7065458031"
"3","-78.6510727519","41.3804905564"
"3","-78.3510252233","40.6539536093"
"3","-78.1965236563","40.3292085506"
"3","-78.1097676962","40.2248579096"
"3","-78.1022120888","40.2139486682"
"3","-78.0187884775","39.9657543779"
"3","-77.8184001435","39.4334586522"
"3","-77.7001339003","38.948713121"
"3","-77.6831321279","38.7414681713"
"3","-77.6657808746","38.4171002623"
"3","-77.7302020926","37.9873340739"
"3","-77.8663610871","37.648300145"
"3","-78.0294090302","37.4300639682"
"3","-78.2547172643","37.2204418639"
"3","-78.500581333","37.0791607708"
"3","-79.0205794196","36.9087541556"
"3","-79.7267774315","36.6947631808"
"3","-80.2951626793","36.5257376554"
"3","-80.7362774512","36.3827965064"
"3","-81.2772062702","36.133584911"
"3","-81.7317383496","35.8871632555"
"3","-82.1436580001","35.6055703576"
"3","-82.3887668325","35.3849530493"
"3","-82.6909393134","35.0245913303"
"3","-82.9551780225","34.6306245536"
"3","-83.0321728041","34.485411048"
"3","-83.0940417138","34.3687252014"
"3","-83.1594627962","34.2579994732"
"3","-83.2668255348","34.0762871388"
"3","-83.3452288579","33.9435888578"
"3","-83.5182053488","33.611959739"
"3","-83.5865088447","33.3860387869"
"3","-83.6062284627","32.8276683984"
"3","-83.5623659014","32.1967945235"
"3","-83.4680843145","31.4723582749"
"3","-83.3853260433","30.9159844704"
"3","-83.308510814","30.6298409292"
"3","-83.1973508985","30.2157603868"
"3","-83.0599796502","29.5340548847"
"3","-83.0628175329","29.4324653035"
"3","-83.0381042638","29.0405310162"
"3","-83.2678968567","29.2703236081"
"3","-83.6328615622","29.6758399481"
"3","-83.8626541542","29.90563254"
"3","-84.1059639576","30.0272874413"
"3","-84.4303770288","29.8110120608"
"3","-84.9710654805","29.527150623"
"3","-85.1738236504","29.5541850459"
"3","-85.3900990318","29.6082538908"
"3","-85.4441678767","29.7704604273"
"3","-85.6198916238","30.0002530193"
"3","-86.0929940192","30.2570800341"
"3","-86.6336824718","30.3381833019"
"3","-87.1338192891","30.2570800341"
"3","-87.7015421655","30.1894939769"
"3","-88.7018158012","30.1624595549"
"3","-88.755884647","29.7163915815"
"3","-88.9991944504","29.3649440874"
"3","-88.9180911817","29.1892203403"
"3","-89.0262288724","28.9729449589"
"3","-89.2289870423","28.9594277484"
"3","-89.4182280008","28.8783244806"
"3","-89.4452624228","28.9459105369"
"3","-89.5128484801","29.1621859174"
"3","-89.6209861708","29.2027375518"
"3","-89.7561582835","29.2432891861"
"3","-89.8778131847","29.2162547632"
"3","-90.0400197203","29.094599862"
"3","-90.3238811581","28.9999793827"
"3","-90.6888458636","28.9729449589"
"3","-90.9727073005","28.9999793827"
"3","-91.2430515268","29.1621859174"
"3","-91.391740851","29.2838408196"
"3","-91.8242916129","29.4460473561"
"3","-92.0676014163","29.527150623"
"3","-92.2433251633","29.4865989896"
"3","-92.581255446","29.5136334116"
"3","-92.9732545735","29.6623227366"
"3","-93.3111848562","29.729908793"
"3","-93.5815290834","29.7163915815"
"3","-93.7842872516","29.6352883137"
"3","-94.0951831122","29.5947366794"
"3","-94.5412510856","29.4190129323"
"3","-94.7575264661","29.2432891861"
"3","-95.1360083822","28.9864621713"
"3","-95.5685591441","28.7296351555"
"3","-96.3120057667","28.3781876623"
"3","-96.6499360493","28.1619122809"
"3","-96.8592070043","28.0467441923"
"3","-96.9556589331","28.1167401125"
"3","-96.9562663937","28.1171809511"
"3","-96.959734452","28.1194542385"
"3","-96.9763301678","28.1303326125"
"3","-97.0211136727","28.1596878789"
"3","-97.0483397294","28.1775343655"
"3","-97.1726427914","28.2590141336"
"3","-97.4402400529","28.4429955096"
"3","-97.8528013589","28.7391833063"
"3","-98.2437581146","29.0415819055"
"3","-98.648067648","29.3929614216"
"3","-99.0787743752","29.7853349442"
"3","-99.359691259","30.0436817899"
"3","-99.6686293738","30.4672479387"
"3","-100.049775077","31.0462050526"
"3","-100.426395726","31.6018848134"
"3","-100.770162926","32.1649104741"
"3","-100.9751468","32.6035782735"
"3","-101.153583978","33.0069135479"
"3","-101.317009924","33.4178865531"
"3","-101.408562975","33.7890890139"
"3","-101.504572653","34.5719267569"
"3","-101.5246774","34.8092190886"
"3","-101.537054952","34.9553088738"
"3","-101.541744289","35.0106561985"
"3","-101.571173908","35.8756525187"
"3","-101.576069882","36.4528124032"
"3","-101.570753952","36.4962776683"
"3","-101.509442531","36.9975854569"
"3","-101.451069556","37.3830219716"
"3","-101.318305247","37.8803945904"
"3","-101.094926625","38.4324780901"
"3","-100.992738752","38.7114133196"
"3","-100.914467911","38.9234877195"
"3","-100.90334049","38.9536374002"
"3","-100.643118231","39.4198646243"
"3","-100.439085647","39.8542027006"
"3","-100.381456396","39.9999992915"
"3","-100.262293119","40.3014711852"
"3","-100.066094488","40.7781337754"
"3","-99.7665281823","41.3450075892"
"3","-99.3931129891","41.8272503908"
"3","-98.9038205792","42.355343295"
"3","-98.4063421991","42.8674986234"
"3","-98.3657330702","42.9040537119"
"3","-97.9280421028","43.2980496627"
"3","-97.342009659","43.6928341444"
"3","-96.6438226046","44.1155501542"
"3","-96.4611433318","44.2209498311"
"3","-95.8913622885","44.5496939545"
"3","-95.2821807629","44.8348069491"
"3","-94.7293106065","45.1391937164"
"3","-93.5998075729","45.6617709616"
"3","-93.1405744915","45.8087387207"
"3","-92.7018482929","45.9037212688"
"3","-92.6711866865","45.9073257165"
"3","-92.2218342721","45.9601496749"
"3","-91.6675493742","46.0276494584"
"3","-91.0852958241","46.1066768876"
"3","-90.5381185732","46.1844244341"
"3","-90.0340866653","46.2252062032"
"3","-89.3725541698","46.2650261581"
"3","-88.8040415061","46.3059301055"
"3","-88.3233688867","46.29780439"
"3","-87.9180387766","46.2700410009"
"3","-87.4572715283","46.1796570767"
"3","-87.0582690184","46.1058776655"
"3","-85.8528824154","46.0153865907"
"3","-85.315010876","45.9780142828"
"3","-85.0289062736","45.935340422"
"3","-84.7164732467","45.7950712038"
"3","-84.3415242489","45.5979828519"
"3","-83.5790927159","45.1920833496"
"3","-83.3830032275","45.0678203721"
"3","-82.4606014886","44.4995368799"
"4","-83.138568035","29.9240501339"
"4","-83.1973508985","30.2157603868"
"4","-83.308510814","30.6298409292"
"4","-83.3853260433","30.9159844704"
"4","-83.4680843145","31.4723582749"
"4","-83.5623659014","32.1967945235"
"4","-83.6062284627","32.8276683984"
"4","-83.5865088447","33.3860387869"
"4","-83.5182053488","33.611959739"
"4","-83.3452288579","33.9435888578"
"4","-83.2668255348","34.0762871388"
"4","-83.1594627962","34.2579994732"
"4","-83.0940417138","34.3687252014"
"4","-83.0321728041","34.485411048"
"4","-82.9551780225","34.6306245536"
"4","-82.6909393134","35.0245913303"
"4","-82.3887668325","35.3849530493"
"4","-82.1436580001","35.6055703576"
"4","-81.7317383496","35.8871632555"
"4","-81.2772062702","36.133584911"
"4","-80.7362774512","36.3827965064"
"4","-80.2951626793","36.5257376554"
"4","-80.2381044996","36.5427055277"
"4","-79.7267774315","36.6947631808"
"4","-79.0205794196","36.9087541556"
"4","-78.500581333","37.0791607708"
"4","-78.2547172643","37.2204418639"
"4","-78.0294090302","37.4300639682"
"4","-77.8663610871","37.648300145"
"4","-77.7302020926","37.9873340739"
"4","-77.7022399992","38.1738745167"
"4","-77.6910835099","38.2483015711"
"4","-77.6657808746","38.4171002623"
"4","-77.6831321279","38.7414681713"
"4","-77.7001339003","38.948713121"
"4","-77.769370271","39.2324967296"
"4","-77.8184001435","39.4334586522"
"4","-77.8467464011","39.5087554103"
"4","-77.8632342909","39.5525525379"
"4","-77.878275525","39.5925068821"
"4","-77.9233680468","39.7122870926"
"4","-78.0187884775","39.9657543779"
"4","-78.1022120888","40.2139486682"
"4","-77.9891580014","40.1299353013"
"4","-77.6569493657","39.9011787283"
"4","-77.3336038905","39.7121660456"
"4","-77.2936164404","39.6887912465"
"4","-76.8949338581","39.4332433068"
"4","-76.5996997817","39.266171296"
"4","-76.5977799117","39.2650848466"
"4","-76.5796866601","39.2548459338"
"4","-76.5084447274","39.2145303544"
"4","-76.49925899","39.2100088482"
"4","-76.4840087859","39.2025022224"
"4","-76.235240604","39.0800507718"
"4","-76.2232950297","39.0741707876"
"4","-76.2222671514","39.0758056642"
"4","-76.2187576299","39.0750503542"
"4","-76.2165145876","39.0713424683"
"4","-76.2164693364","39.070810969"
"4","-76.2086784043","39.0669760295"
"4","-76.1850588205","39.0553497335"
"4","-76.1753446298","39.0528471784"
"4","-76.1669146367","39.0506754568"
"4","-76.156852688","39.048083313"
"4","-75.7541703987","38.9443449142"
"4","-75.73075539","38.9388096598"
"4","-75.1778294514","38.8080992115"
"4","-75.0891102433","38.7914983911"
"4","-74.9240269771","38.7635975605"
"4","-74.9240269771","38.4338945718"
"4","-75.033927973","38.4000788811"
"4","-75.152282892","38.1126455062"
"4","-75.3636309617","37.8252121312"
"4","-75.439716267","37.8252121312"
"4","-75.5327094176","37.6645875984"
"4","-75.6764261051","37.351792456"
"4","-75.8539584832","37.0897208494"
"4","-75.9300437885","36.9121884704"
"4","-75.7694192557","36.3288677983"
"4","-75.6341564913","36.0498883465"
"4","-75.4312623439","35.7201853578"
"4","-75.4312623439","35.4496598281"
"4","-75.4988937261","35.2125117423"
"4","-75.7271496419","35.1533342824"
"4","-76.1667536266","34.9335322905"
"4","-76.4119173878","34.7052763746"
"4","-76.5218183837","34.5700136102"
"4","-76.648627225","34.6207371471"
"4","-76.7838899893","34.6630067609"
"4","-77.1389547474","34.5869214565"
"4","-77.4940195036","34.4093890783"
"4","-77.6969136501","34.2403106215"
"4","-77.9251695651","33.8429762507"
"4","-77.975893102","33.80916056"
"4","-78.1196097895","33.8767919422"
"4","-78.4746745466","33.8345223275"
"4","-78.7705618447","33.6992595632"
"4","-79.0495412965","33.4287340344"
"4","-79.134080524","33.1497545826"
"4","-79.3285207483","32.9722222036"
"4","-79.480691358","32.9130447445"
"4","-79.8103943467","32.6932427518"
"4","-80.0301963395","32.5072564505"
"4","-80.3768071744","32.4311711461"
"4","-80.5543395525","32.194461308"
"4","-80.7910493906","32.0591985428"
"4","-80.8755886181","31.8816661647"
"4","-81.0700288425","31.6956798634"
"4","-81.2052916068","31.3997925654"
"4","-81.3490082934","30.9686425038"
"4","-81.391277908","30.5966699014"
"4","-81.2813769121","29.9626256924"
"4","-81.0615749193","29.4215746341"
"4","-80.5458856294","28.6099980461"
"4","-80.4359846326","28.4071038995"
"4","-80.5374317063","28.2126636752"
"4","-80.1823669501","27.3841792419"
"4","-79.9710188804","26.8938517204"
"4","-79.9625649573","26.5641487317"
"4","-80.064012031","25.8219344978"
"4","-80.2330904869","25.1287128288"
"4","-80.8164111581","24.6975627664"
"4","-82.0168681948","24.4270372377"
"4","-82.202854496","24.5707539252"
"4","-82.2282162636","24.6891088433"
"4","-81.4758171365","24.8666412223"
"4","-81.0531209971","24.8328255308"
"4","-80.8755886181","24.9258186814"
"4","-80.926312155","25.0610814458"
"4","-81.2221994521","25.1371667519"
"4","-81.2221994521","25.3231530532"
"4","-81.2475612215","25.5091393544"
"4","-81.4335475227","25.7289413472"
"4","-81.5857181315","25.8050266516"
"4","-81.7040730514","25.779664884"
"4","-81.8393358158","25.9741051075"
"4","-81.8731515073","26.2192688678"
"4","-81.9661446579","26.354531633"
"4","-82.1690388036","26.354531633"
"4","-82.3043015689","26.6504189302"
"4","-82.3465711835","26.8279513092"
"4","-82.5494653301","27.1322925286"
"4","-82.6424584807","27.3098249076"
"4","-82.777721245","27.4873572857"
"4","-82.836898705","27.6310739732"
"4","-82.9045300863","27.8424220428"
"4","-82.8960761641","28.1044936494"
"4","-82.8791683188","28.2651181822"
"4","-82.777721245","28.315841719"
"4","-82.7100898629","28.4595584065"
"4","-82.7269977082","28.6793603984"
"4","-82.8030830135","28.9329780827"
"4","-82.9721614694","29.0175173102"
"4","-83.0384887671","29.0466289584"
"4","-83.0628175329","29.4324653035"
"4","-83.0599796502","29.5340548847"
"4","-83.1050443875","29.757688868"
"4","-83.138568035","29.9240501339"
"5","-135.060084202","65.592404124"
"5","-134.518188776","65.4740462614"
"5","-133.360333489","65.2211537868"
"5","-129.999997553","64.1806117826"
"5","-129.999998116","64.0999995114"
"5","-130.000000701","63.9999982957"
"5","-129.999998547","63.9000029553"
"5","-130.000000436","63.7999999859"
"5","-129.999997622","63.7000020105"
"5","-129.999998964","63.6000005412"
"5","-130.00000003","63.4999991762"
"5","-129.999998699","63.4000020084"
"5","-129.999999225","63.2999995876"
"5","-129.999999615","63.2000010186"
"5","-129.999997506","63.1000003992"
"5","-130.000001823","62.9999992788"
"5","-130.000001543","62.899999815"
"5","-130.000001005","62.7999975867"
"5","-129.999998266","62.7000017166"
"5","-129.999999547","62.599998276"
"5","-129.99999863","62.5000004202"
"5","-129.999997592","62.4000032541"
"5","-130.000002696","62.2999978692"
"5","-129.999999226","62.200000472"
"5","-129.999999844","62.0999986259"
"5","-129.999998304","62.0000004994"
"5","-129.999998793","61.9000017083"
"5","-129.999997012","61.8000009198"
"5","-130.000001516","61.699999732"
"5","-129.999999612","61.5999998635"
"5","-130.000001834","61.4999984104"
"5","-129.999997829","61.4000025844"
"5","-129.999999917","61.2999999801"
"5","-130.000001993","61.1999987923"
"5","-129.99999987","61.0999977124"
"5","-130.000001933","60.9999983601"
"5","-129.999997867","60.9000029676"
"5","-129.999999799","60.7999991447"
"5","-130.000001844","60.7000000991"
"5","-129.999999754","60.5999995408"
"5","-130.000001785","60.4999991058"
"5","-129.999999829","60.4000015278"
"5","-130.000001848","60.2999984542"
"5","-129.999997989","60.2000021317"
"5","-129.999998093","60.0999997028"
"5","-130.000000337","60.0000003757"
"5","-129.999998655","59.9000023868"
"5","-130.000000884","59.7999973976"
"5","-130.000001334","59.699998646"
"5","-129.999997901","59.6000003549"
"5","-130.000000468","59.4999996788"
"5","-130.000001149","59.3999993787"
"5","-129.999999963","59.299999172"
"5","-130.000000877","59.199999755"
"5","-129.999997962","59.0999993856"
"5","-129.999999109","58.9999997419"
"5","-130.000002322","58.9000000605"
"5","-130.000001728","58.7999986065"
"5","-129.999999422","58.7000006013"
"5","-130.000000625","58.6242947416"
"5","-130.102021719","58.7102990681"
"5","-131.745588386","59.8084136724"
"5","-135.058439813","61.4405331638"
"5","-138.358955321","62.6545292663"
"5","-139.318379842","62.9335642783"
"5","-139.706796682","63.0465298067"
"5","-140.929373201","63.4020988443"
"5","-141.000051909","63.424547902"
"5","-141.144566509","63.4652251698"
"5","-141.390427909","63.5767967401"
"5","-141.707485708","63.6821516262"
"5","-142.049248756","63.7642407362"
"5","-142.469509753","63.8546806666"
"5","-142.909381133","63.956742998"
"5","-143.371595967","64.0668900538"
"5","-144.076864674","64.1905206181"
"5","-144.591112432","64.2621557857"
"5","-145.098232962","64.3346889856"
"5","-145.642001429","64.3873333619"
"5","-145.937800487","64.4079424778"
"5","-145.837698628","64.541538087"
"5","-145.784180823","64.6473494555"
"5","-145.773380073","64.8000717759"
"5","-145.801002397","64.9599570884"
"5","-145.803237353","65.1533012586"
"5","-145.854545391","65.3511533921"
"5","-145.87963938","65.5180162153"
