segment Svalbard
77.565 24.093
77.559 24.002
77.56 23.976
77.559 23.944
77.562 23.885
77.561 23.839
77.559 23.815
77.554 23.803
77.531 23.741
77.523 23.74
77.512 23.709
77.506 23.679
77.489 23.639
77.481 23.652
77.473 23.65
77.471 23.638
77.47 23.591
77.469 23.572
77.451 23.534
77.431 23.461
77.411 23.36
77.402 23.333
77.403 23.314
77.402 23.297
77.386 23.201
77.376 23.221
77.377 23.177
77.376 23.152
77.372 23.134
77.366 23.116
77.347 23.091
77.335 23.057
77.306 23.019
77.297 22.95
77.295 22.916
77.293 22.881
77.278 22.787
77.269 22.744
77.255 22.705
77.245 22.699
77.241 22.682
77.254 22.596
77.272 22.557
77.275 22.555
77.278 22.552
77.282 22.561
77.293 22.554
77.309 22.597
77.309 22.591
77.322 22.65
77.333 22.674
77.379 22.717
77.388 22.703
77.392 22.684
77.395 22.631
77.391 22.628
77.391 22.616
77.397 22.62
77.401 22.614
77.412 22.629
77.42 22.618
77.424 22.635
77.426 22.639
77.429 22.635
77.43 22.65
77.426 22.661
77.428 22.674
77.425 22.699
77.434 22.74
77.442 22.765
77.454 22.785
77.47 22.79
77.49 22.767
77.504 22.717
77.529 22.646
77.545 22.655
77.548 22.654
77.556 22.649
77.573 22.666
77.58 22.662
77.581 22.636
77.584 22.605
77.602 22.557
77.613 22.52
77.616 22.491
77.617 22.482
77.616 22.447
77.605 22.423
77.588 22.361
77.582 22.287
77.57 22.223
77.543 22.047
77.54 22.033
77.536 22.02
77.527 22.021
77.518 22.007
77.497 21.782
77.499 21.671
77.502 21.576
77.501 21.537
77.501 21.536
77.496 21.476
77.488 21.435
77.467 21.241
77.452 21.17
77.448 21.12
77.447 21.12
77.444 21.036
77.444 21.028
77.447 21.005
77.446 20.906
77.444 20.902
77.44 20.868
77.451 20.845
77.465 20.841
77.487 20.859
77.5 20.883
77.514 20.894
77.521 20.883
77.522 20.875
77.524 20.853
77.532 20.828
77.535 20.851
77.535 20.875
77.539 20.881
77.541 20.86
77.539 20.845
77.538 20.831
77.539 20.829
77.541 20.815
77.546 20.813
77.544 20.842
77.548 20.853
77.549 20.863
77.547 20.876
77.549 20.892
77.556 20.901
77.562 20.885
77.566 20.895
77.569 20.879
77.571 20.88
77.573 20.899
77.576 20.9
77.576 20.916
77.58 20.92
77.583 20.934
77.585 20.916
77.588 20.914
77.593 20.951
77.593 20.961
77.588 20.964
77.588 20.973
77.592 21.003
77.589 21.027
77.589 21.042
77.593 21.075
77.605 21.136
77.611 21.156
77.62 21.17
77.634 21.164
77.656 21.192
77.69 21.174
77.71 21.179
77.739 21.209
77.751 21.23
77.764 21.275
77.771 21.287
77.791 21.324
77.808 21.343
77.83 21.392
77.859 21.474
77.876 21.471
77.883 21.476
77.886 21.489
77.894 21.52
77.909 21.553
77.918 21.55
77.929 21.543
77.932 21.531
77.946 21.474
77.953 21.425
77.968 21.223
77.985 21.179
78.006 21.127
78.027 21.049
78.044 20.951
78.067 20.897
78.073 20.841
78.081 20.806
78.084 20.809
78.085 20.82
78.1 20.808
78.108 20.819
78.108 20.825
78.114 20.825
78.122 20.843
78.126 20.881
78.127 20.892
78.142 20.977
78.146 21.018
78.154 21.06
78.156 21.103
78.173 21.254
78.179 21.328
78.189 21.386
78.189 21.399
78.19 21.447
78.198 21.503
78.198 21.529
78.202 21.605
78.215 21.719
78.216 21.776
78.208 21.971
78.208 21.974
78.2 22.061
78.194 22.163
78.193 22.21
78.2 22.252
78.201 22.294
78.199 22.382
78.2 22.401
78.207 22.434
78.211 22.443
78.224 22.43
78.228 22.44
78.232 22.454
78.232 22.495
78.228 22.529
78.227 22.555
78.233 22.594
78.242 22.701
78.245 22.728
78.253 22.793
78.258 22.817
78.259 22.841
78.231 22.98
78.224 22.999
78.214 23.053
78.213 23.078
78.207 23.112
78.19 23.172
78.188 23.177
78.177 23.203
78.163 23.254
78.158 23.263
78.14 23.238
78.128 23.184
78.118 23.153
78.101 23.128
78.088 23.128
78.078 23.136
78.059 23.133
78.034 23.223
78.021 23.248
78.012 23.264
77.961 23.324
77.942 23.384
77.942 23.385
77.94 23.414
77.935 23.443
77.909 23.521
77.889 23.562
77.877 23.604
77.855 23.722
77.847 23.749
segment Svalbard
78.217 20.691
78.222 20.698
78.223 20.708
78.223 20.719
78.218 20.728
78.21 20.718
78.204 20.691
78.203 20.671
78.206 20.657
78.208 20.626
78.211 20.607
78.215 20.62
78.212 20.683
78.217 20.691
segment Svalbard
78.21 20.454
78.201 20.416
78.207 20.421
78.214 20.439
78.216 20.465
78.214 20.487
78.212 20.487
78.21 20.454
segment Svalbard
77.395 22.473
77.382 22.437
77.382 22.396
77.386 22.392
77.394 22.423
77.402 22.432
77.403 22.443
77.399 22.462
77.395 22.473
segment Svalbard
77.389 22.487
77.392 22.514
77.389 22.548
77.381 22.55
77.381 22.526
77.389 22.487
segment Svalbard
77.286 21.396
77.284 21.423
77.28 21.419
77.279 21.403
77.281 21.375
77.284 21.367
77.286 21.375
77.286 21.396
segment Svalbard
77.28 23.115
77.282 23.176
77.286 23.237
77.296 23.237
77.299 23.248
77.3 23.271
77.292 23.273
77.289 23.285
77.286 23.28
77.282 23.243
77.274 23.203
77.273 23.191
77.269 23.181
77.259 23.118
77.257 23.101
77.259 23.063
77.261 23.05
77.263 23.047
77.267 23.038
77.277 23.073
77.28 23.115
segment Svalbard
77.22 22.012
77.223 21.994
77.227 22.007
77.228 22.045
77.225 22.049
77.222 22.035
77.22 22.012
segment Svalbard
77.165 22.835
77.158 22.867
77.156 22.868
77.153 22.858
77.153 22.846
77.156 22.826
77.165 22.835
segment Svalbard
77.011 21.877
77.009 21.855
77.007 21.855
77.007 21.846
77.013 21.837
77.015 21.854
77.011 21.877
segment Svalbard
76.999 21.975
76.998 21.939
77.002 21.917
77.005 21.911
77.007 21.92
77.007 21.929
77.005 21.953
76.999 21.975
segment Svalbard
76.879 21.71
76.876 21.718
76.873 21.696
76.869 21.687
76.874 21.664
76.877 21.661
76.879 21.667
76.878 21.704
76.879 21.71
segment Svalbard
79.111 20.383
79.111 20.408
79.114 20.419
79.12 20.398
79.119 20.418
79.113 20.444
79.112 20.473
79.112 20.488
79.105 20.514
79.105 20.549
79.101 20.571
79.091 20.666
79.073 20.789
79.065 20.803
79.053 20.779
79.052 20.759
79.031 20.686
79.029 20.669
79.021 20.655
79.021 20.646
79.029 20.629
79.029 20.603
79.03 20.573
79.024 20.496
79.02 20.476
79.02 20.454
79.02 20.452
79.019 20.437
79.01 20.423
79.006 20.392
79.004 20.289
79.012 20.291
79.021 20.237
79.025 20.196
79.025 20.153
79.03 20.152
79.033 20.128
79.042 20.098
79.046 20.067
79.047 20.067
79.05 20.095
79.055 20.105
79.061 20.093
79.064 20.088
79.08 20.073
79.084 20.087
79.094 20.094
79.1 20.114
79.108 20.125
79.119 20.096
79.123 20.107
79.124 20.148
79.112 20.197
79.11 20.229
79.111 20.383
segment Svalbard
80.472 24.094
80.474 24.081
80.477 24.082
80.48 24.072
80.48 24.037
80.486 23.969
80.489 23.967
80.494 24.016
80.494 24.059
80.486 24.14
80.479 24.183
80.469 24.197
80.468 24.182
80.468 24.173
80.472 24.163
80.472 24.094
segment Svalbard
80.371 24.291
80.372 24.279
80.38 24.266
80.383 24.171
80.386 24.116
80.391 24.085
80.395 24.076
80.399 24.107
80.404 24.104
80.406 24.117
80.407 24.131
80.412 24.129
80.433 24.15
80.439 24.176
80.442 24.2
80.44 24.23
80.434 24.274
80.412 24.311
80.398 24.358
80.382 24.34
80.371 24.291
segment Svalbard
80.345 24.752
80.353 24.739
80.354 24.707
80.357 24.704
80.361 24.742
80.359 24.758
80.361 24.79
80.358 24.792
80.354 24.776
80.347 24.77
80.345 24.752
segment Svalbard
80.292 23.884
80.294 23.853
80.305 23.874
80.306 23.884
80.293 23.894
80.292 23.884
segment Svalbard
80.816 20.352
80.819 20.331
80.824 20.327
80.832 20.33
80.834 20.346
80.829 20.354
80.825 20.389
80.821 20.39
80.817 20.371
80.816 20.352
segment Svalbard
80.676 20.82
80.678 20.803
80.682 20.79
80.704 20.789
80.71 20.777
80.711 20.754
80.706 20.682
80.706 20.664
80.709 20.653
80.71 20.654
80.714 20.658
80.732 20.636
80.737 20.617
80.74 20.578
80.745 20.542
80.748 20.534
80.752 20.54
80.759 20.59
80.762 20.63
80.76 20.658
80.751 20.659
80.75 20.674
80.743 20.689
80.74 20.726
80.731 20.716
80.727 20.781
80.721 20.794
80.717 20.803
80.714 20.827
80.716 20.882
80.728 20.938
80.726 20.955
80.715 20.984
80.709 21.058
80.706 21.058
80.696 21.002
80.695 20.973
80.697 20.905
80.694 20.872
80.682 20.872
80.676 20.862
80.675 20.845
80.676 20.82
segment Svalbard
80.652 21.13
80.653 21.118
80.672 21.066
80.687 21.054
80.69 21.064
80.7 21.16
80.699 21.217
80.699 21.23
80.706 21.268
80.708 21.289
80.701 21.349
80.698 21.358
80.695 21.349
80.69 21.286
80.687 21.287
80.684 21.302
80.684 21.331
80.681 21.368
80.674 21.371
80.67 21.345
80.67 21.322
80.675 21.282
80.675 21.255
80.673 21.237
80.669 21.233
80.664 21.182
80.659 21.158
80.653 21.147
80.652 21.13
segment Svalbard
80.61 20.731
80.613 20.711
80.621 20.693
80.629 20.664
80.634 20.631
80.638 20.562
80.651 20.51
80.661 20.49
80.668 20.505
80.67 20.519
80.669 20.537
80.667 20.583
80.67 20.607
80.67 20.651
80.667 20.662
80.658 20.664
80.658 20.692
80.666 20.769
80.666 20.79
80.664 20.817
80.661 20.832
80.654 20.845
80.642 20.761
80.637 20.74
80.631 20.737
80.625 20.76
80.62 20.764
80.61 20.731
segment Svalbard
80.491 20.23
80.495 20.215
80.497 20.214
80.514 20.256
80.513 20.273
80.509 20.288
80.5 20.306
80.494 20.307
80.491 20.29
80.489 20.263
80.491 20.23
segment Svalbard
80.475 20.146
80.483 20.162
80.488 20.188
80.487 20.205
80.477 20.19
80.474 20.168
80.475 20.146
segment Svalbard
80.335 21.318
80.338 21.303
80.342 21.308
80.351 21.37
80.367 21.424
80.368 21.441
80.362 21.465
80.355 21.46
80.349 21.443
80.333 21.349
80.335 21.318
segment Svalbard
80.273 21.191
80.276 21.188
80.281 21.204
80.291 21.19
80.294 21.212
80.293 21.24
80.279 21.246
80.272 21.217
80.273 21.191
segment Svalbard
80.21 20.981
80.213 20.973
80.217 20.989
80.222 20.997
80.227 21.012
80.226 21.025
80.223 21.038
80.219 21.037
80.21 20.996
80.21 20.981
segment Svalbard
80.123 21.999
80.124 21.988
80.132 21.991
80.138 22.025
80.146 22.055
80.139 22.063
80.133 22.036
80.125 22.013
80.123 21.999
segment Svalbard
78.97 28.428
78.961 28.453
78.955 28.529
78.961 28.556
78.961 28.649
78.957 28.736
78.955 28.848
78.95 28.873
78.95 28.906
78.95 28.915
78.957 28.931
78.957 28.95
78.942 28.963
78.934 29.015
78.933 29.014
78.933 28.979
78.93 28.969
78.919 28.993
78.911 29.055
78.91 29.055
78.905 29.11
78.904 29.194
78.899 29.279
78.896 29.333
78.897 29.374
78.904 29.451
78.905 29.51
78.913 29.566
78.917 29.615
78.918 29.665
78.911 29.69
78.906 29.691
78.903 29.692
78.892 29.654
78.889 29.627
78.888 29.523
78.879 29.44
78.871 29.385
78.864 29.357
78.854 29.342
78.846 29.358
78.847 29.327
78.853 29.265
78.854 29.246
78.856 29.194
78.862 29.12
78.869 29.088
78.87 29.067
78.903 28.955
78.907 28.924
78.909 28.804
78.907 28.76
78.903 28.728
78.899 28.706
78.895 28.642
78.892 28.633
78.884 28.654
78.88 28.63
78.88 28.599
78.891 28.547
78.893 28.511
78.888 28.454
78.887 28.449
78.883 28.428
78.882 28.39
78.871 28.34
78.864 28.29
78.858 28.27
78.843 28.172
78.829 28.123
78.819 28.107
78.797 28.096
78.796 28.087
78.797 28.086
78.798 28.078
78.815 28.081
78.828 28.09
78.832 28.092
78.835 28.051
78.838 27.91
78.851 27.865
78.856 27.873
78.861 27.933
78.873 28.026
78.898 28.112
78.902 28.128
78.913 28.142
78.913 28.233
78.916 28.33
78.926 28.417
78.937 28.446
78.951 28.455
78.959 28.434
78.961 28.403
78.965 28.402
78.97 28.428
segment Svalbard
78.87 28.794
78.873 28.781
78.875 28.744
78.881 28.748
78.883 28.761
78.88 28.793
78.87 28.794
segment Svalbard
78.782 28.695
78.782 28.681
78.793 28.638
78.795 28.647
78.793 28.678
78.797 28.68
78.796 28.695
78.789 28.713
78.783 28.708
78.782 28.695
segment Svalbard
78.773 28.603
78.773 28.616
78.759 28.696
78.756 28.709
78.754 28.703
78.754 28.689
78.765 28.625
78.769 28.609
78.773 28.603
segment Svalbard
78.664 26.61
78.665 26.623
78.663 26.634
78.655 26.602
78.654 26.59
78.656 26.581
78.659 26.582
78.664 26.61
segment Svalbard
78.63 26.723
78.632 26.709
78.639 26.689
78.657 26.699
78.671 26.653
78.674 26.609
78.697 26.509
78.703 26.469
78.725 26.466
78.726 26.462
78.74 26.428
78.764 26.404
78.781 26.399
78.798 26.415
78.805 26.454
78.817 26.503
78.816 26.547
78.809 26.577
78.805 26.608
78.804 26.613
78.798 26.604
78.781 26.623
78.769 26.645
78.753 26.708
78.731 26.752
78.722 26.781
78.705 26.857
78.7 26.903
78.7 26.909
78.701 27.001
78.698 27.006
78.693 26.993
78.686 26.95
78.676 26.939
78.668 26.948
78.656 26.917
78.647 26.878
78.645 26.814
78.646 26.755
78.64 26.725
78.63 26.723
segment Svalbard
77.76 25.204
77.77 25.203
77.771 25.228
77.767 25.239
77.761 25.228
77.76 25.204
segment Svalbard
80.45 25.967
80.456 25.943
80.461 25.949
80.466 25.965
80.466 25.978
80.459 26.015
80.455 26.015
80.452 26
80.45 25.967
segment Svalbard
80.44 26.14
80.443 26.125
80.451 26.113
80.462 26.169
80.461 26.188
80.454 26.171
80.443 26.165
80.44 26.14
segment Svalbard
80.272 25.358
80.274 25.351
80.277 25.325
80.281 25.35
80.282 25.369
80.281 25.395
80.28 25.395
80.272 25.358
segment Svalbard
80.181 26.008
80.185 26.005
80.188 26.024
80.195 26.023
80.198 26.043
80.197 26.096
80.195 26.102
80.19 26.098
80.183 26.055
80.181 26.008
segment Svalbard
78.993 30.34
78.99 30.335
78.987 30.237
78.98 30.217
78.978 30.182
78.974 30.184
78.974 30.187
78.971 30.211
78.967 30.207
78.967 30.162
78.971 30.152
78.97 30.124
78.98 30.125
78.999 30.076
79.006 30.08
79.006 30.121
79.002 30.196
79.004 30.234
79.005 30.278
79.002 30.304
78.995 30.301
78.993 30.34
segment Svalbard
80.653 25
80.659 24.988
80.67 24.991
80.672 25
80.673 25.007
80.673 25.036
80.661 25.024
80.65 25.035
80.649 25.02
80.651 25.004
80.653 25
segment Svalbard
80.539 20
80.537 20.02
80.516 20.084
80.513 20.103
80.509 20.11
80.503 20.106
80.484 20.019
80.482 20
80.477 19.954
80.476 19.931
80.477 19.914
80.488 19.848
80.495 19.832
80.511 19.836
80.512 19.841
80.513 19.85
80.514 19.874
80.521 19.931
80.529 19.931
80.539 19.982
80.54 19.999
80.539 20
segment Svalbard
80.246 25.05
80.265 25.145
80.267 25.193
80.271 25.224
80.271 25.248
80.276 25.299
80.271 25.31
80.268 25.332
80.265 25.328
80.262 25.301
80.258 25.291
80.256 25.279
80.256 25.25
80.253 25.236
80.236 25.245
80.229 25.267
80.228 25.279
80.231 25.373
80.227 25.388
80.224 25.414
80.224 25.431
80.227 25.44
80.232 25.427
80.233 25.449
80.233 25.478
80.221 25.481
80.219 25.495
80.221 25.518
80.222 25.532
80.22 25.542
80.216 25.555
80.198 25.548
80.188 25.573
80.188 25.592
80.205 25.672
80.204 25.693
80.209 25.74
80.209 25.767
80.206 25.838
80.203 25.847
80.197 25.801
80.185 25.807
80.184 25.783
80.183 25.778
80.18 25.762
80.177 25.733
80.174 25.733
80.172 25.747
80.169 25.747
80.165 25.703
80.162 25.707
80.16 25.723
80.159 25.747
80.16 25.783
80.163 25.811
80.163 25.853
80.169 25.911
80.166 25.91
80.157 25.861
80.154 25.869
80.154 25.888
80.16 25.911
80.165 25.945
80.165 25.97
80.162 25.98
80.154 25.965
80.152 25.972
80.155 25.994
80.168 26.002
80.179 26.053
80.181 26.126
80.179 26.168
80.179 26.204
80.18 26.344
80.178 26.382
80.172 26.443
80.172 26.491
80.168 26.549
80.169 26.577
80.169 26.586
80.163 26.616
80.161 26.645
80.162 26.722
80.162 26.751
80.158 26.806
80.153 26.858
80.146 26.896
80.138 26.918
80.111 26.956
80.098 27.002
80.092 27.003
80.088 26.993
80.08 26.971
80.078 26.982
80.083 27.049
80.084 27.079
80.083 27.133
80.083 27.172
80.078 27.188
80.07 27.231
80.056 27.237
80.049 27.224
80.032 27.157
80.019 27.126
80.015 27.126
80.008 27.194
80 27.212
80 27.2
80 27.166
80 27.12
80 27.1
80 27.082
80 27.029
80 27.02
79.994 26.995
79.986 26.974
79.974 26.965
79.971 26.97
79.949 27.003
79.938 27.049
79.935 27.07
79.922 27.086
79.911 27.124
79.903 27.124
79.89 27.043
79.868 27
79.863 26.971
79.858 26.947
79.848 26.821
79.832 26.673
79.823 26.671
79.818 26.681
79.807 26.665
79.789 26.55
79.78 26.518
79.777 26.507
79.769 26.545
79.758 26.426
79.748 26.395
79.727 26.363
79.719 26.331
79.7 26.216
79.695 26.164
79.691 26.148
79.681 26.115
79.667 26.01
79.662 25.949
79.647 25.864
79.635 25.751
79.624 25.713
79.617 25.7
79.604 25.71
79.602 25.711
79.583 25.788
79.564 25.835
79.52 25.879
79.505 25.85
79.5 25.827
79.489 25.816
79.486 25.814
79.476 25.75
79.469 25.687
79.453 25.735
79.441 25.758
79.431 25.689
79.412 25.62
79.403 25.542
79.398 25.519
79.389 25.472
79.351 25.191
79.334 25.127
79.333 25.107
79.338 25
79.339 24.985
79.341 24.932
79.347 24.885
79.353 24.877
79.363 24.887
79.367 24.883
79.373 24.859
79.377 24.829
79.378 24.751
79.377 24.72
79.354 24.62
79.341 24.541
79.337 24.521
79.328 24.487
79.322 24.451
79.317 24.374
79.305 24.265
79.303 24.211
79.294 24.196
79.272 24.246
79.237 24.155
79.232 24.103
79.231 24.043
79.232 23.999
79.234 23.914
79.228 23.864
79.228 23.689
79.225 23.643
79.22 23.631
79.222 23.585
79.232 23.457
79.234 23.445
79.247 23.358
79.247 23.32
79.246 23.32
79.244 23.29
79.266 23.168
79.27 23.063
79.289 22.882
79.29 22.871
79.31 22.765
79.325 22.721
79.34 22.655
79.353 22.652
79.371 22.695
79.391 22.78
79.397 22.811
79.405 22.824
79.404 22.758
79.399 22.664
79.397 22.607
79.395 22.563
79.392 22.528
79.391 22.514
79.392 22.501
79.392 22.448
79.389 22.259
79.384 22.187
79.379 22.152
79.374 22.115
79.367 22.01
79.353 21.903
79.354 21.903
79.353 21.85
79.351 21.832
79.353 21.777
79.363 21.705
79.369 21.636
79.372 21.552
79.374 21.503
79.375 21.45
79.373 21.313
79.372 21.262
79.367 21.22
79.356 21.117
79.348 20.992
79.349 20.939
79.354 20.91
79.36 20.842
79.362 20.796
79.361 20.753
79.383 20.751
79.386 20.778
79.397 20.784
79.402 20.777
79.41 20.765
79.412 20.736
79.423 20.694
79.424 20.666
79.429 20.645
79.43 20.607
79.435 20.563
79.432 20.533
79.432 20.503
79.438 20.45
79.441 20.405
79.449 20.293
79.465 20.153
79.464 20.078
79.474 20.029
79.484 20.027
79.494 20
79.516 19.938
79.519 19.924
79.52 19.882
79.52 19.865
79.527 19.832
79.527 19.831
79.546 19.795
79.558 19.701
79.569 19.662
79.593 19.632
79.606 19.62
79.614 19.646
79.623 19.688
79.625 19.755
79.628 19.891
79.627 19.893
79.63 19.937
79.635 19.976
79.634 20
79.633 20.026
79.63 20.102
79.63 20.134
79.627 20.184
79.618 20.269
79.606 20.279
79.604 20.281
79.589 20.336
79.579 20.433
79.574 20.513
79.571 20.556
79.568 20.672
79.569 20.821
79.565 20.869
79.555 20.88
79.552 20.947
79.546 20.987
79.545 21.038
79.538 21.087
79.547 21.119
79.551 21.194
79.557 21.256
79.568 21.217
79.571 21.171
79.568 21.144
79.569 21.128
79.569 21.089
79.571 21.066
79.577 21.059
79.578 21.058
79.582 21.039
79.584 21.041
79.587 21.023
79.591 21.016
79.593 20.996
79.589 20.959
79.589 20.939
79.6 20.904
79.607 20.844
79.608 20.779
79.615 20.718
79.616 20.688
79.616 20.67
79.609 20.637
79.62 20.608
79.629 20.558
79.634 20.556
79.643 20.552
79.652 20.535
79.667 20.456
79.673 20.478
79.676 20.554
79.682 20.618
79.682 20.667
79.686 20.701
79.687 20.757
79.696 20.893
79.696 20.953
79.698 21.047
79.701 21.114
79.7 21.114
79.702 21.123
79.704 21.134
79.703 21.219
79.705 21.278
79.703 21.331
79.698 21.362
79.689 21.466
79.689 21.509
79.694 21.549
79.697 21.563
79.702 21.554
79.71 21.563
79.722 21.549
79.726 21.533
79.754 21.531
79.757 21.559
79.766 21.641
79.775 21.648
79.776 21.7
79.779 21.706
79.784 21.655
79.784 21.635
79.78 21.636
79.776 21.626
79.774 21.6
79.766 21.555
79.766 21.528
79.769 21.526
79.782 21.56
79.793 21.567
79.805 21.636
79.806 21.664
79.81 21.652
79.811 21.634
79.818 21.605
79.82 21.542
79.824 21.459
79.824 21.442
79.817 21.382
79.812 21.275
79.804 21.278
79.8 21.25
79.805 21.24
79.802 21.203
79.803 21.118
79.798 21.055
79.795 20.996
79.796 20.945
79.794 20.914
79.792 20.877
79.788 20.841
79.786 20.772
79.788 20.721
79.792 20.678
79.79 20.628
79.788 20.587
79.78 20.537
79.768 20.517
79.776 20.466
79.78 20.474
79.778 20.407
79.773 20.386
79.773 20.318
79.774 20.294
79.775 20.266
79.77 20.197
79.764 20.135
79.757 20.11
79.757 20.068
79.756 20.068
79.75 20.014
79.75 20
79.749 19.828
79.747 19.802
79.735 19.756
79.728 19.733
79.721 19.668
79.72 19.58
79.718 19.53
79.712 19.505
79.714 19.479
79.718 19.45
79.731 19.393
79.736 19.309
79.731 19.173
79.731 19.041
79.733 18.977
79.728 18.875
79.723 18.851
79.715 18.847
79.715 18.824
79.712 18.801
79.713 18.786
79.719 18.74
79.723 18.728
79.727 18.73
79.732 18.75
79.738 18.756
79.745 18.727
79.764 18.684
79.771 18.689
79.774 18.699
79.779 18.692
79.779 18.66
79.781 18.631
79.792 18.593
79.791 18.577
79.795 18.568
79.797 18.557
79.796 18.545
79.789 18.537
79.785 18.554
79.778 18.544
79.784 18.521
79.792 18.522
79.794 18.511
79.793 18.499
79.784 18.499
79.78 18.49
79.782 18.478
79.791 18.467
79.795 18.462
79.798 18.473
79.813 18.407
79.818 18.406
79.825 18.377
79.824 18.349
79.826 18.326
79.831 18.323
79.835 18.305
79.879 18.224
79.895 18.171
79.898 18.125
79.899 18.113
79.902 18.096
79.907 18.089
79.91 18.098
79.911 18.136
79.92 18.184
79.931 18.211
79.94 18.244
79.942 18.373
79.95 18.461
79.951 18.583
79.953 18.637
79.954 18.66
79.957 18.665
79.958 18.63
79.965 18.618
79.97 18.643
79.971 18.683
79.974 18.693
79.984 18.667
79.98 18.63
79.97 18.523
79.975 18.534
79.977 18.565
79.984 18.573
79.985 18.581
79.985 18.608
79.988 18.626
79.998 18.643
80 18.643
80 18.665
80 18.679
79.993 18.685
79.992 18.659
79.988 18.659
79.985 18.692
79.985 18.714
79.979 18.728
79.977 18.757
79.974 18.775
79.969 18.767
79.963 18.782
79.96 18.815
79.965 18.827
79.975 18.788
79.982 18.791
79.997 18.767
80 18.765
80.018 18.759
80.022 18.775
80.021 18.81
80.024 18.85
80.023 18.88
80.024 18.914
80.028 18.911
80.028 18.884
80.049 18.935
80.052 18.928
80.045 18.885
80.043 18.854
80.039 18.843
80.035 18.833
80.034 18.817
80.038 18.764
80.038 18.744
80.035 18.72
80.027 18.723
80.025 18.711
80.025 18.696
80.028 18.686
80.038 18.682
80.039 18.664
80.038 18.641
80.033 18.611
80.033 18.594
80.042 18.563
80.042 18.547
80.045 18.515
80.041 18.484
80.041 18.375
80.036 18.335
80.03 18.297
80.031 18.284
80.038 18.285
80.056 18.223
80.057 18.208
80.055 18.198
80.05 18.188
80.042 18.188
80.04 18.173
80.044 18.147
80.061 18.119
80.068 18.128
80.083 18.087
80.098 18.059
80.13 18.001
80.139 17.957
80.142 17.936
80.139 17.843
80.133 17.767
80.129 17.741
80.13 17.699
80.136 17.701
80.144 17.754
80.155 17.792
80.166 17.829
80.167 17.846
80.163 17.898
80.159 17.921
80.162 17.942
80.175 17.947
80.178 17.959
80.178 18.014
80.183 18.048
80.183 18.061
80.173 18.043
80.171 18.061
80.173 18.078
80.184 18.096
80.187 18.113
80.184 18.155
80.184 18.223
80.183 18.27
80.185 18.325
80.188 18.343
80.193 18.434
80.186 18.466
80.184 18.492
80.184 18.526
80.187 18.552
80.173 18.575
80.169 18.635
80.164 18.641
80.161 18.658
80.161 18.686
80.163 18.706
80.172 18.728
80.18 18.729
80.182 18.729
80.185 18.744
80.186 18.773
80.189 18.775
80.192 18.767
80.195 18.734
80.198 18.717
80.203 18.712
80.205 18.723
80.197 18.843
80.19 18.862
80.189 18.937
80.181 18.914
80.176 18.915
80.167 18.953
80.157 18.98
80.149 19.012
80.141 19.048
80.139 19.063
80.139 19.085
80.138 19.098
80.123 19.133
80.094 19.237
80.084 19.249
80.084 19.26
80.092 19.285
80.101 19.353
80.113 19.422
80.115 19.422
80.116 19.421
80.118 19.41
80.116 19.383
80.118 19.372
80.126 19.375
80.131 19.385
80.137 19.44
80.142 19.443
80.143 19.423
80.14 19.402
80.141 19.391
80.147 19.384
80.148 19.354
80.153 19.342
80.156 19.363
80.149 19.443
80.144 19.576
80.146 19.591
80.151 19.584
80.154 19.565
80.165 19.496
80.165 19.445
80.173 19.374
80.171 19.333
80.172 19.311
80.176 19.282
80.183 19.257
80.187 19.222
80.194 19.189
80.199 19.178
80.213 19.172
80.23 19.142
80.236 19.122
80.246 19.092
80.26 19.07
80.286 19.056
80.297 19.071
80.299 19.056
80.306 19.047
80.317 19.019
80.332 18.997
80.344 18.999
80.349 19.019
80.351 19.052
80.35 19.056
80.338 19.233
80.301 19.368
80.296 19.379
80.275 19.386
80.267 19.403
80.257 19.451
80.256 19.457
80.222 19.587
80.22 19.618
80.219 19.654
80.219 19.744
80.213 19.758
80.215 19.78
80.223 19.817
80.226 19.82
80.228 19.812
80.232 19.724
80.234 19.707
80.24 19.691
80.246 19.69
80.255 19.689
80.266 19.73
80.269 19.752
80.267 19.767
80.28 19.795
80.283 19.79
80.29 19.749
80.293 19.745
80.301 19.794
80.304 19.797
80.306 19.825
80.314 19.776
80.313 19.748
80.318 19.726
80.326 19.715
80.333 19.749
80.335 19.782
80.337 19.808
80.333 19.842
80.335 19.859
80.338 19.862
80.34 19.829
80.344 19.793
80.345 19.776
80.339 19.731
80.342 19.724
80.346 19.732
80.353 19.761
80.358 19.853
80.36 19.856
80.364 19.831
80.374 19.914
80.377 19.911
80.379 19.893
80.38 19.795
80.38 19.789
80.382 19.756
80.39 19.771
80.398 19.763
80.393 19.709
80.392 19.675
80.387 19.627
80.387 19.583
80.384 19.509
80.385 19.487
80.389 19.466
80.415 19.419
80.434 19.4
80.435 19.401
80.448 19.419
80.461 19.479
80.464 19.505
80.461 19.533
80.452 19.572
80.443 19.624
80.443 19.641
80.474 19.589
80.499 19.602
80.5 19.602
80.507 19.645
80.505 19.668
80.477 19.789
80.455 19.829
80.457 19.854
80.462 19.885
80.472 19.969
80.472 19.989
80.471 20
80.469 20.016
80.455 20.021
80.454 20.025
80.451 20.032
80.444 20.013
80.437 20.008
80.42 20.051
80.396 20.088
80.396 20.109
80.411 20.199
80.413 20.224
80.411 20.251
80.413 20.282
80.413 20.303
