        rjb        rcd      y5.50  y/sig5.50  y*sig5.50      y7.50  y/sig7.50  y*sig7.50
  5.195E+00  7.210E+00  7.923E+00  3.971E+00  1.581E+01  5.138E+01  2.575E+01  1.025E+02
  5.353E+00  7.325E+00  7.772E+00  3.895E+00  1.551E+01  5.086E+01  2.549E+01  1.015E+02
  5.516E+00  7.445E+00  7.619E+00  3.819E+00  1.520E+01  5.032E+01  2.522E+01  1.004E+02
  5.683E+00  7.570E+00  7.465E+00  3.742E+00  1.490E+01  4.978E+01  2.495E+01  9.932E+01
  5.856E+00  7.700E+00  7.311E+00  3.664E+00  1.459E+01  4.923E+01  2.467E+01  9.822E+01
  6.034E+00  7.837E+00  7.156E+00  3.586E+00  1.428E+01  4.867E+01  2.439E+01  9.711E+01
  6.218E+00  7.979E+00  7.000E+00  3.508E+00  1.397E+01  4.810E+01  2.411E+01  9.597E+01
  6.407E+00  8.127E+00  6.845E+00  3.430E+00  1.366E+01  4.753E+01  2.382E+01  9.483E+01
  6.602E+00  8.281E+00  6.689E+00  3.352E+00  1.335E+01  4.695E+01  2.353E+01  9.367E+01
  6.802E+00  8.442E+00  6.533E+00  3.274E+00  1.304E+01  4.636E+01  2.324E+01  9.250E+01
  7.009E+00  8.610E+00  6.378E+00  3.197E+00  1.273E+01  4.577E+01  2.294E+01  9.133E+01
  7.222E+00  8.784E+00  6.224E+00  3.119E+00  1.242E+01  4.518E+01  2.264E+01  9.014E+01
  7.442E+00  8.966E+00  6.070E+00  3.042E+00  1.211E+01  4.458E+01  2.234E+01  8.894E+01
  7.668E+00  9.154E+00  5.917E+00  2.966E+00  1.181E+01  4.398E+01  2.204E+01  8.774E+01
  7.902E+00  9.351E+00  5.765E+00  2.890E+00  1.150E+01  4.337E+01  2.174E+01  8.654E+01
  8.142E+00  9.555E+00  5.615E+00  2.814E+00  1.120E+01  4.276E+01  2.143E+01  8.533E+01
  8.389E+00  9.766E+00  5.467E+00  2.740E+00  1.091E+01  4.216E+01  2.113E+01  8.411E+01
  8.645E+00  9.986E+00  5.319E+00  2.666E+00  1.061E+01  4.155E+01  2.082E+01  8.290E+01
  8.907E+00  1.021E+01  5.142E+00  2.577E+00  1.026E+01  4.056E+01  2.033E+01  8.093E+01
  9.178E+00  1.045E+01  4.965E+00  2.489E+00  9.907E+00  3.956E+01  1.983E+01  7.893E+01
  9.457E+00  1.070E+01  4.793E+00  2.402E+00  9.563E+00  3.857E+01  1.933E+01  7.696E+01
  9.745E+00  1.095E+01  4.624E+00  2.318E+00  9.226E+00  3.759E+01  1.884E+01  7.501E+01
  1.004E+01  1.122E+01  4.459E+00  2.235E+00  8.897E+00  3.663E+01  1.836E+01  7.308E+01
  1.035E+01  1.149E+01  4.298E+00  2.154E+00  8.576E+00  3.568E+01  1.788E+01  7.118E+01
  1.066E+01  1.178E+01  4.141E+00  2.076E+00  8.263E+00  3.474E+01  1.741E+01  6.931E+01
  1.099E+01  1.207E+01  3.989E+00  1.999E+00  7.959E+00  3.382E+01  1.695E+01  6.747E+01
  1.132E+01  1.237E+01  3.840E+00  1.925E+00  7.662E+00  3.291E+01  1.649E+01  6.566E+01
  1.166E+01  1.269E+01  3.696E+00  1.852E+00  7.374E+00  3.202E+01  1.605E+01  6.388E+01
  1.202E+01  1.302E+01  3.555E+00  1.782E+00  7.094E+00  3.114E+01  1.561E+01  6.214E+01
  1.238E+01  1.336E+01  3.419E+00  1.714E+00  6.822E+00  3.028E+01  1.518E+01  6.042E+01
  1.276E+01  1.371E+01  3.287E+00  1.647E+00  6.558E+00  2.944E+01  1.475E+01  5.874E+01
  1.315E+01  1.407E+01  3.159E+00  1.583E+00  6.303E+00  2.861E+01  1.434E+01  5.709E+01
  1.355E+01  1.444E+01  3.035E+00  1.521E+00  6.055E+00  2.780E+01  1.393E+01  5.547E+01
  1.396E+01  1.483E+01  2.915E+00  1.461E+00  5.816E+00  2.701E+01  1.354E+01  5.389E+01
  1.439E+01  1.523E+01  2.799E+00  1.403E+00  5.584E+00  2.624E+01  1.315E+01  5.235E+01
  1.482E+01  1.564E+01  2.687E+00  1.347E+00  5.361E+00  2.548E+01  1.277E+01  5.084E+01
  1.527E+01  1.607E+01  2.578E+00  1.292E+00  5.144E+00  2.474E+01  1.240E+01  4.936E+01
  1.574E+01  1.651E+01  2.474E+00  1.240E+00  4.936E+00  2.401E+01  1.204E+01  4.791E+01
  1.622E+01  1.697E+01  2.373E+00  1.189E+00  4.734E+00  2.331E+01  1.168E+01  4.650E+01
  1.671E+01  1.744E+01  2.276E+00  1.140E+00  4.540E+00  2.262E+01  1.134E+01  4.513E+01
  1.722E+01  1.793E+01  2.182E+00  1.093E+00  4.353E+00  2.195E+01  1.100E+01  4.379E+01
  1.774E+01  1.843E+01  2.091E+00  1.048E+00  4.173E+00  2.129E+01  1.067E+01  4.248E+01
  1.828E+01  1.895E+01  2.004E+00  1.005E+00  3.999E+00  2.065E+01  1.035E+01  4.120E+01
  1.884E+01  1.949E+01  1.921E+00  9.626E-01  3.832E+00  2.003E+01  1.004E+01  3.996E+01
  1.941E+01  2.004E+01  1.840E+00  9.222E-01  3.671E+00  1.942E+01  9.734E+00  3.875E+01
  2.000E+01  2.062E+01  1.762E+00  8.833E-01  3.517E+00  1.883E+01  9.437E+00  3.757E+01
  2.061E+01  2.121E+01  1.688E+00  8.460E-01  3.368E+00  1.826E+01  9.149E+00  3.642E+01
  2.123E+01  2.182E+01  1.616E+00  8.101E-01  3.225E+00  1.770E+01  8.869E+00  3.531E+01
  2.188E+01  2.244E+01  1.547E+00  7.756E-01  3.088E+00  1.715E+01  8.596E+00  3.422E+01
  2.255E+01  2.309E+01  1.481E+00  7.424E-01  2.956E+00  1.662E+01  8.331E+00  3.317E+01
  2.323E+01  2.376E+01  1.418E+00  7.106E-01  2.829E+00  1.611E+01  8.073E+00  3.214E+01
  2.394E+01  2.445E+01  1.357E+00  6.801E-01  2.707E+00  1.561E+01  7.822E+00  3.114E+01
  2.467E+01  2.517E+01  1.298E+00  6.507E-01  2.591E+00  1.512E+01  7.578E+00  3.017E+01
  2.542E+01  2.590E+01  1.242E+00  6.226E-01  2.479E+00  1.465E+01  7.342E+00  2.923E+01
  2.619E+01  2.666E+01  1.188E+00  5.956E-01  2.371E+00  1.419E+01  7.112E+00  2.831E+01
  2.699E+01  2.744E+01  1.137E+00  5.697E-01  2.268E+00  1.374E+01  6.888E+00  2.742E+01
  2.781E+01  2.825E+01  1.087E+00  5.449E-01  2.169E+00  1.331E+01  6.671E+00  2.656E+01
  2.865E+01  2.908E+01  1.040E+00  5.211E-01  2.075E+00  1.289E+01  6.460E+00  2.572E+01
  2.952E+01  2.994E+01  9.943E-01  4.983E-01  1.984E+00  1.248E+01  6.256E+00  2.491E+01
  3.042E+01  3.083E+01  9.507E-01  4.765E-01  1.897E+00  1.209E+01  6.058E+00  2.412E+01
  3.135E+01  3.174E+01  9.090E-01  4.556E-01  1.814E+00  1.170E+01  5.865E+00  2.335E+01
  3.230E+01  3.268E+01  8.690E-01  4.355E-01  1.734E+00  1.133E+01  5.678E+00  2.260E+01
  3.328E+01  3.366E+01  8.307E-01  4.163E-01  1.657E+00  1.097E+01  5.497E+00  2.188E+01
  3.429E+01  3.466E+01  7.940E-01  3.979E-01  1.584E+00  1.062E+01  5.321E+00  2.118E+01
  3.534E+01  3.569E+01  7.588E-01  3.803E-01  1.514E+00  1.028E+01  5.150E+00  2.050E+01
  3.641E+01  3.675E+01  7.252E-01  3.634E-01  1.447E+00  9.946E+00  4.985E+00  1.984E+01
  3.752E+01  3.785E+01  6.930E-01  3.473E-01  1.383E+00  9.626E+00  4.824E+00  1.921E+01
  3.866E+01  3.898E+01  6.621E-01  3.319E-01  1.321E+00  9.316E+00  4.669E+00  1.859E+01
  3.984E+01  4.015E+01  6.327E-01  3.171E-01  1.262E+00  9.015E+00  4.518E+00  1.799E+01
  4.105E+01  4.135E+01  6.044E-01  3.029E-01  1.206E+00  8.723E+00  4.372E+00  1.740E+01
  4.229E+01  4.259E+01  5.774E-01  2.894E-01  1.152E+00  8.440E+00  4.230E+00  1.684E+01
  4.358E+01  4.387E+01  5.516E-01  2.764E-01  1.101E+00  8.166E+00  4.093E+00  1.629E+01
  4.491E+01  4.518E+01  5.268E-01  2.640E-01  1.051E+00  7.900E+00  3.959E+00  1.576E+01
  4.627E+01  4.654E+01  5.032E-01  2.522E-01  1.004E+00  7.643E+00  3.830E+00  1.525E+01
  4.768E+01  4.794E+01  4.806E-01  2.409E-01  9.589E-01  7.393E+00  3.705E+00  1.475E+01
  4.913E+01  4.938E+01  4.590E-01  2.300E-01  9.157E-01  7.151E+00  3.584E+00  1.427E+01
  5.062E+01  5.087E+01  4.383E-01  2.197E-01  8.745E-01  6.917E+00  3.467E+00  1.380E+01
  5.216E+01  5.240E+01  4.185E-01  2.097E-01  8.350E-01  6.690E+00  3.353E+00  1.335E+01
  5.375E+01  5.398E+01  3.996E-01  2.003E-01  7.972E-01  6.470E+00  3.243E+00  1.291E+01
  5.538E+01  5.561E+01  3.815E-01  1.912E-01  7.612E-01  6.257E+00  3.136E+00  1.248E+01
  5.707E+01  5.729E+01  3.642E-01  1.825E-01  7.267E-01  6.051E+00  3.033E+00  1.207E+01
  5.880E+01  5.902E+01  3.477E-01  1.742E-01  6.937E-01  5.851E+00  2.932E+00  1.167E+01
  6.059E+01  6.080E+01  3.319E-01  1.663E-01  6.622E-01  5.657E+00  2.835E+00  1.129E+01
  6.243E+01  6.263E+01  3.168E-01  1.588E-01  6.320E-01  5.470E+00  2.741E+00  1.091E+01
  6.433E+01  6.453E+01  3.023E-01  1.515E-01  6.032E-01  5.288E+00  2.650E+00  1.055E+01
  6.629E+01  6.648E+01  2.885E-01  1.446E-01  5.757E-01  5.112E+00  2.562E+00  1.020E+01
  6.830E+01  6.849E+01  2.753E-01  1.380E-01  5.494E-01  4.942E+00  2.477E+00  9.860E+00
  7.038E+01  7.056E+01  2.659E-01  1.333E-01  5.306E-01  4.818E+00  2.415E+00  9.613E+00
  7.252E+01  7.269E+01  2.654E-01  1.330E-01  5.296E-01  4.809E+00  2.410E+00  9.595E+00
  7.473E+01  7.490E+01  2.649E-01  1.328E-01  5.286E-01  4.800E+00  2.406E+00  9.577E+00
  7.700E+01  7.716E+01  2.644E-01  1.325E-01  5.276E-01  4.791E+00  2.401E+00  9.558E+00
  7.934E+01  7.950E+01  2.639E-01  1.323E-01  5.265E-01  4.781E+00  2.396E+00  9.539E+00
  8.175E+01  8.191E+01  2.634E-01  1.320E-01  5.255E-01  4.771E+00  2.391E+00  9.520E+00
  8.424E+01  8.439E+01  2.628E-01  1.317E-01  5.243E-01  4.761E+00  2.386E+00  9.499E+00
  8.680E+01  8.695E+01  2.622E-01  1.314E-01  5.232E-01  4.750E+00  2.381E+00  9.478E+00
  8.944E+01  8.958E+01  2.616E-01  1.311E-01  5.220E-01  4.740E+00  2.375E+00  9.457E+00
  9.216E+01  9.230E+01  2.610E-01  1.308E-01  5.208E-01  4.729E+00  2.370E+00  9.435E+00
  9.497E+01  9.510E+01  2.604E-01  1.305E-01  5.195E-01  4.717E+00  2.364E+00  9.412E+00
  9.785E+01  9.798E+01  2.597E-01  1.302E-01  5.183E-01  4.706E+00  2.358E+00  9.389E+00
  1.008E+02  1.010E+02  2.591E-01  1.298E-01  5.169E-01  4.694E+00  2.352E+00  9.365E+00
  1.039E+02  1.040E+02  2.584E-01  1.295E-01  5.156E-01  4.681E+00  2.346E+00  9.341E+00
  1.071E+02  1.072E+02  2.577E-01  1.292E-01  5.142E-01  4.669E+00  2.340E+00  9.315E+00
  1.103E+02  1.104E+02  2.570E-01  1.288E-01  5.127E-01  4.656E+00  2.333E+00  9.289E+00
  1.137E+02  1.138E+02  2.562E-01  1.284E-01  5.113E-01  4.642E+00  2.327E+00  9.263E+00
  1.171E+02  1.172E+02  2.555E-01  1.280E-01  5.098E-01  4.629E+00  2.320E+00  9.235E+00
  1.207E+02  1.208E+02  2.547E-01  1.277E-01  5.082E-01  4.614E+00  2.313E+00  9.207E+00
  1.244E+02  1.245E+02  2.539E-01  1.273E-01  5.066E-01  4.600E+00  2.305E+00  9.178E+00
  1.281E+02  1.282E+02  2.531E-01  1.268E-01  5.050E-01  4.585E+00  2.298E+00  9.148E+00
  1.320E+02  1.321E+02  2.522E-01  1.264E-01  5.033E-01  4.570E+00  2.290E+00  9.118E+00
  1.360E+02  1.361E+02  2.514E-01  1.260E-01  5.015E-01  4.554E+00  2.282E+00  9.086E+00
  1.402E+02  1.403E+02  2.500E-01  1.253E-01  4.988E-01  4.534E+00  2.272E+00  9.046E+00
  1.444E+02  1.445E+02  2.419E-01  1.212E-01  4.827E-01  4.458E+00  2.234E+00  8.894E+00
  1.488E+02  1.489E+02  2.341E-01  1.173E-01  4.670E-01  4.382E+00  2.196E+00  8.743E+00
  1.534E+02  1.534E+02  2.264E-01  1.135E-01  4.518E-01  4.307E+00  2.159E+00  8.594E+00
  1.580E+02  1.581E+02  2.190E-01  1.098E-01  4.370E-01  4.233E+00  2.122E+00  8.447E+00
  1.628E+02  1.629E+02  2.118E-01  1.062E-01  4.227E-01  4.160E+00  2.085E+00  8.301E+00
  1.678E+02  1.679E+02  2.049E-01  1.027E-01  4.088E-01  4.088E+00  2.049E+00  8.156E+00
  1.729E+02  1.730E+02  1.981E-01  9.928E-02  3.952E-01  4.016E+00  2.013E+00  8.013E+00
  1.781E+02  1.782E+02  1.915E-01  9.598E-02  3.821E-01  3.945E+00  1.977E+00  7.871E+00
  1.836E+02  1.836E+02  1.851E-01  9.278E-02  3.694E-01  3.875E+00  1.942E+00  7.731E+00
  1.891E+02  1.892E+02  1.789E-01  8.968E-02  3.570E-01  3.805E+00  1.907E+00  7.592E+00
  1.949E+02  1.950E+02  1.729E-01  8.667E-02  3.450E-01  3.736E+00  1.873E+00  7.455E+00
  2.008E+02  2.009E+02  1.671E-01  8.374E-02  3.334E-01  3.668E+00  1.838E+00  7.319E+00
  2.069E+02  2.070E+02  1.614E-01  8.090E-02  3.221E-01  3.601E+00  1.805E+00  7.184E+00
  2.132E+02  2.133E+02  1.559E-01  7.814E-02  3.111E-01  3.534E+00  1.771E+00  7.051E+00
  2.197E+02  2.198E+02  1.506E-01  7.547E-02  3.005E-01  3.468E+00  1.738E+00  6.919E+00
  2.264E+02  2.264E+02  1.454E-01  7.288E-02  2.901E-01  3.402E+00  1.705E+00  6.788E+00
  2.333E+02  2.333E+02  1.404E-01  7.036E-02  2.801E-01  3.337E+00  1.673E+00  6.659E+00
  2.404E+02  2.404E+02  1.355E-01  6.791E-02  2.704E-01  3.273E+00  1.641E+00  6.531E+00
  2.477E+02  2.477E+02  1.308E-01  6.554E-02  2.609E-01  3.210E+00  1.609E+00  6.404E+00
  2.552E+02  2.553E+02  1.262E-01  6.324E-02  2.518E-01  3.147E+00  1.577E+00  6.279E+00
  2.630E+02  2.630E+02  1.217E-01  6.101E-02  2.429E-01  3.085E+00  1.546E+00  6.154E+00
  2.710E+02  2.710E+02  1.174E-01  5.885E-02  2.343E-01  3.023E+00  1.515E+00  6.031E+00
  2.792E+02  2.793E+02  1.132E-01  5.675E-02  2.259E-01  2.962E+00  1.484E+00  5.910E+00
  2.877E+02  2.877E+02  1.092E-01  5.471E-02  2.178E-01  2.901E+00  1.454E+00  5.789E+00
  2.965E+02  2.965E+02  1.052E-01  5.273E-02  2.099E-01  2.842E+00  1.424E+00  5.670E+00
  3.055E+02  3.055E+02  1.014E-01  5.082E-02  2.023E-01  2.782E+00  1.394E+00  5.551E+00
  3.148E+02  3.148E+02  9.769E-02  4.896E-02  1.949E-01  2.724E+00  1.365E+00  5.434E+00
  3.243E+02  3.244E+02  9.410E-02  4.716E-02  1.877E-01  2.666E+00  1.336E+00  5.319E+00
  3.342E+02  3.342E+02  9.061E-02  4.541E-02  1.808E-01  2.608E+00  1.307E+00  5.204E+00
  3.444E+02  3.444E+02  8.724E-02  4.372E-02  1.741E-01  2.551E+00  1.279E+00  5.090E+00
  3.548E+02  3.549E+02  8.396E-02  4.208E-02  1.675E-01  2.495E+00  1.250E+00  4.978E+00
  3.656E+02  3.657E+02  8.079E-02  4.049E-02  1.612E-01  2.439E+00  1.222E+00  4.867E+00
  3.767E+02  3.768E+02  7.771E-02  3.895E-02  1.551E-01  2.384E+00  1.195E+00  4.757E+00
  3.882E+02  3.882E+02  7.473E-02  3.745E-02  1.491E-01  2.329E+00  1.167E+00  4.648E+00
  4.000E+02  4.000E+02  7.184E-02  3.601E-02  1.433E-01  2.275E+00  1.140E+00  4.540E+00
