s	name
205	Inversion Src #9625; 13 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 0 AND Elsinore (Julian), Subsection 1
206	Inversion Src #9627; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 0 AND Elsinore (Coyote Mountain), Subsection 5
207	Inversion Src #9631; 19 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 0 AND Elsinore (Coyote Mountain), Subsection 1
208	Inversion Src #9717; 9 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 0 AND Whittier, alt 2, Subsection 1
209	Inversion Src #9719; 11 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 0 AND Whittier, alt 2, Subsection 3
210	Inversion Src #9721; 13 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 0 AND Whittier, alt 2, Subsection 5
211	Inversion Src #9885; 9 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Whittier, alt 2, Subsection 0
212	Inversion Src #9887; 11 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Whittier, alt 2, Subsection 2
213	Inversion Src #9889; 13 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Whittier, alt 2, Subsection 4
214	Inversion Src #9974; 3 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Temecula) rev, Subsection 3
215	Inversion Src #9975; 4 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Temecula) rev, Subsection 4
216	Inversion Src #9976; 5 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Temecula) rev, Subsection 5
217	Inversion Src #9977; 6 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Julian), Subsection 7
218	Inversion Src #9978; 7 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Julian), Subsection 6
219	Inversion Src #9980; 9 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Julian), Subsection 4
220	Inversion Src #9981; 10 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Julian), Subsection 3
221	Inversion Src #9982; 11 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Julian), Subsection 2
222	Inversion Src #9983; 12 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Julian), Subsection 1
223	Inversion Src #9986; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Coyote Mountain), Subsection 4
224	Inversion Src #9990; 19 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 1 AND Elsinore (Coyote Mountain), Subsection 0
225	Inversion Src #10019; 10 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Whittier, alt 2, Subsection 0
226	Inversion Src #10020; 11 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Whittier, alt 2, Subsection 1
227	Inversion Src #10022; 13 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Whittier, alt 2, Subsection 3
228	Inversion Src #10024; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Whittier, alt 2, Subsection 5
229	Inversion Src #10025; 16 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Whittier, alt 2, Subsection 6
230	Inversion Src #10053; 3 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Temecula) rev, Subsection 4
231	Inversion Src #10054; 4 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Temecula) rev, Subsection 5
232	Inversion Src #10055; 5 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Julian), Subsection 7
233	Inversion Src #10056; 6 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Julian), Subsection 6
234	Inversion Src #10057; 7 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Julian), Subsection 5
235	Inversion Src #10058; 8 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Julian), Subsection 4
236	Inversion Src #10059; 9 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Julian), Subsection 3
237	Inversion Src #10060; 10 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Julian), Subsection 2
238	Inversion Src #10062; 12 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Julian), Subsection 0
239	Inversion Src #10065; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 2 AND Elsinore (Coyote Mountain), Subsection 3
240	Inversion Src #10097; 11 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Whittier, alt 2, Subsection 0
241	Inversion Src #10099; 13 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Whittier, alt 2, Subsection 2
242	Inversion Src #10102; 16 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Whittier, alt 2, Subsection 5
243	Inversion Src #10132; 3 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Temecula) rev, Subsection 5
244	Inversion Src #10133; 4 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Julian), Subsection 7
245	Inversion Src #10134; 5 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Julian), Subsection 6
246	Inversion Src #10135; 6 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Julian), Subsection 5
247	Inversion Src #10136; 7 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Julian), Subsection 4
248	Inversion Src #10137; 8 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Julian), Subsection 3
249	Inversion Src #10139; 10 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Julian), Subsection 1
250	Inversion Src #10141; 12 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Coyote Mountain), Subsection 5
251	Inversion Src #10144; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Coyote Mountain), Subsection 2
252	Inversion Src #10145; 16 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 3 AND Elsinore (Coyote Mountain), Subsection 1
253	Inversion Src #10176; 13 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Whittier, alt 2, Subsection 1
254	Inversion Src #10179; 16 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Whittier, alt 2, Subsection 4
255	Inversion Src #10210; 3 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 7
256	Inversion Src #10211; 4 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 6
257	Inversion Src #10212; 5 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 5
258	Inversion Src #10213; 6 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 4
259	Inversion Src #10214; 7 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 3
260	Inversion Src #10215; 8 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 2
261	Inversion Src #10216; 9 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 1
262	Inversion Src #10217; 10 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Julian), Subsection 0
263	Inversion Src #10218; 11 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Coyote Mountain), Subsection 5
264	Inversion Src #10222; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 4 AND Elsinore (Coyote Mountain), Subsection 1
265	Inversion Src #10250; 13 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Whittier, alt 2, Subsection 0
266	Inversion Src #10252; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Whittier, alt 2, Subsection 2
267	Inversion Src #10253; 16 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Whittier, alt 2, Subsection 3
268	Inversion Src #10256; 19 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Whittier, alt 2, Subsection 6
269	Inversion Src #10283; 2 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 7
270	Inversion Src #10284; 3 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 6
271	Inversion Src #10285; 4 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 5
272	Inversion Src #10286; 5 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 4
273	Inversion Src #10287; 6 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 3
274	Inversion Src #10288; 7 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 2
275	Inversion Src #10289; 8 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 1
276	Inversion Src #10290; 9 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Julian), Subsection 0
277	Inversion Src #10292; 11 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Coyote Mountain), Subsection 4
278	Inversion Src #10293; 12 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Coyote Mountain), Subsection 3
279	Inversion Src #10296; 15 SECTIONS BETWEEN Elsinore (Temecula) rev, Subsection 5 AND Elsinore (Coyote Mountain), Subsection 0
280	Inversion Src #10299; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Julian), Subsection 6
281	Inversion Src #10300; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Julian), Subsection 5
282	Inversion Src #10301; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Julian), Subsection 4
283	Inversion Src #10302; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Julian), Subsection 3
284	Inversion Src #10303; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Julian), Subsection 2
285	Inversion Src #10304; 7 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Julian), Subsection 1
286	Inversion Src #10305; 8 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Julian), Subsection 0
287	Inversion Src #10306; 9 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Coyote Mountain), Subsection 5
288	Inversion Src #10309; 12 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Coyote Mountain), Subsection 2
289	Inversion Src #10311; 14 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Elsinore (Coyote Mountain), Subsection 0
290	Inversion Src #10418; 15 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Whittier, alt 2, Subsection 1
291	Inversion Src #10421; 18 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Whittier, alt 2, Subsection 4
292	Inversion Src #10422; 19 SECTIONS BETWEEN Elsinore (Julian), Subsection 7 AND Whittier, alt 2, Subsection 5
293	Inversion Src #10528; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Julian), Subsection 5
294	Inversion Src #10529; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Julian), Subsection 4
295	Inversion Src #10530; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Julian), Subsection 3
296	Inversion Src #10531; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Julian), Subsection 2
297	Inversion Src #10532; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Julian), Subsection 1
298	Inversion Src #10533; 7 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Julian), Subsection 0
299	Inversion Src #10534; 8 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Coyote Mountain), Subsection 5
300	Inversion Src #10535; 9 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Coyote Mountain), Subsection 4
301	Inversion Src #10536; 10 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Coyote Mountain), Subsection 3
302	Inversion Src #10538; 12 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Elsinore (Coyote Mountain), Subsection 1
303	Inversion Src #10645; 15 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Whittier, alt 2, Subsection 0
304	Inversion Src #10648; 18 SECTIONS BETWEEN Elsinore (Julian), Subsection 6 AND Whittier, alt 2, Subsection 3
305	Inversion Src #10756; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Julian), Subsection 4
306	Inversion Src #10757; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Julian), Subsection 3
307	Inversion Src #10758; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Julian), Subsection 2
308	Inversion Src #10759; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Julian), Subsection 1
309	Inversion Src #10760; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Julian), Subsection 0
310	Inversion Src #10761; 7 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 5
311	Inversion Src #10764; 10 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 2
312	Inversion Src #10766; 12 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 0
313	Inversion Src #10874; 18 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Whittier, alt 2, Subsection 2
314	Inversion Src #10878; 22 SECTIONS BETWEEN Elsinore (Julian), Subsection 5 AND Whittier, alt 2, Subsection 6
315	Inversion Src #10983; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Julian), Subsection 3
316	Inversion Src #10984; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Julian), Subsection 2
317	Inversion Src #10985; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Julian), Subsection 1
318	Inversion Src #10986; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Julian), Subsection 0
319	Inversion Src #10987; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Coyote Mountain), Subsection 5
320	Inversion Src #10988; 7 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Coyote Mountain), Subsection 4
321	Inversion Src #10989; 8 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Coyote Mountain), Subsection 3
322	Inversion Src #10991; 10 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Elsinore (Coyote Mountain), Subsection 1
323	Inversion Src #11098; 17 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Whittier, alt 2, Subsection 0
324	Inversion Src #11099; 18 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Whittier, alt 2, Subsection 1
325	Inversion Src #11103; 22 SECTIONS BETWEEN Elsinore (Julian), Subsection 4 AND Whittier, alt 2, Subsection 5
326	Inversion Src #11209; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Julian), Subsection 2
327	Inversion Src #11210; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Julian), Subsection 1
328	Inversion Src #11211; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Julian), Subsection 0
329	Inversion Src #11212; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 5
330	Inversion Src #11213; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 4
331	Inversion Src #11214; 7 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 3
332	Inversion Src #11215; 8 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 2
333	Inversion Src #11216; 9 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 1
334	Inversion Src #11217; 10 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 0
335	Inversion Src #11246; 18 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Whittier, alt 2, Subsection 0
336	Inversion Src #11249; 21 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Whittier, alt 2, Subsection 3
337	Inversion Src #11250; 22 SECTIONS BETWEEN Elsinore (Julian), Subsection 3 AND Whittier, alt 2, Subsection 4
338	Inversion Src #11280; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Julian), Subsection 1
339	Inversion Src #11281; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Julian), Subsection 0
340	Inversion Src #11282; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Coyote Mountain), Subsection 5
341	Inversion Src #11283; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Coyote Mountain), Subsection 4
342	Inversion Src #11284; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Coyote Mountain), Subsection 3
343	Inversion Src #11285; 7 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Coyote Mountain), Subsection 2
344	Inversion Src #11286; 8 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Coyote Mountain), Subsection 1
345	Inversion Src #11287; 9 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Elsinore (Coyote Mountain), Subsection 0
346	Inversion Src #11370; 20 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Whittier, alt 2, Subsection 1
347	Inversion Src #11371; 21 SECTIONS BETWEEN Elsinore (Julian), Subsection 2 AND Whittier, alt 2, Subsection 2
348	Inversion Src #11461; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Elsinore (Julian), Subsection 0
349	Inversion Src #11462; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Elsinore (Coyote Mountain), Subsection 5
350	Inversion Src #11463; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Elsinore (Coyote Mountain), Subsection 4
351	Inversion Src #11464; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Elsinore (Coyote Mountain), Subsection 3
352	Inversion Src #11465; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Elsinore (Coyote Mountain), Subsection 2
353	Inversion Src #11466; 7 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Elsinore (Coyote Mountain), Subsection 1
354	Inversion Src #11467; 8 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Elsinore (Coyote Mountain), Subsection 0
355	Inversion Src #11571; 20 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Whittier, alt 2, Subsection 0
356	Inversion Src #11572; 21 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Whittier, alt 2, Subsection 1
357	Inversion Src #11576; 25 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Whittier, alt 2, Subsection 5
358	Inversion Src #11577; 26 SECTIONS BETWEEN Elsinore (Julian), Subsection 1 AND Whittier, alt 2, Subsection 6
359	Inversion Src #11790; 25 SECTIONS BETWEEN Elsinore (Julian), Subsection 0 AND Whittier, alt 2, Subsection 4
360	Inversion Src #11792; 27 SECTIONS BETWEEN Elsinore (Julian), Subsection 0 AND Whittier, alt 2, Subsection 6
361	Inversion Src #11897; 2 SECTIONS BETWEEN Elsinore (Julian), Subsection 0 AND Elsinore (Coyote Mountain), Subsection 5
362	Inversion Src #11898; 3 SECTIONS BETWEEN Elsinore (Julian), Subsection 0 AND Elsinore (Coyote Mountain), Subsection 4
363	Inversion Src #11899; 4 SECTIONS BETWEEN Elsinore (Julian), Subsection 0 AND Elsinore (Coyote Mountain), Subsection 3
364	Inversion Src #11900; 5 SECTIONS BETWEEN Elsinore (Julian), Subsection 0 AND Elsinore (Coyote Mountain), Subsection 2
365	Inversion Src #11901; 6 SECTIONS BETWEEN Elsinore (Julian), Subsection 0 AND Elsinore (Coyote Mountain), Subsection 1
366	Inversion Src #11903; 2 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 4
367	Inversion Src #11904; 3 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 3
368	Inversion Src #11905; 4 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 2
369	Inversion Src #11906; 5 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 1
370	Inversion Src #11907; 6 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 5 AND Elsinore (Coyote Mountain), Subsection 0
371	Inversion Src #12013; 24 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 5 AND Whittier, alt 2, Subsection 2
372	Inversion Src #12014; 25 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 5 AND Whittier, alt 2, Subsection 3
373	Inversion Src #12123; 3 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 4 AND Elsinore (Coyote Mountain), Subsection 2
374	Inversion Src #12124; 4 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 4 AND Elsinore (Coyote Mountain), Subsection 1
375	Inversion Src #12125; 5 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 4 AND Elsinore (Coyote Mountain), Subsection 0
376	Inversion Src #12208; 24 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 4 AND Whittier, alt 2, Subsection 1
377	Inversion Src #12297; 3 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 1
378	Inversion Src #12298; 4 SECTIONS BETWEEN Elsinore (Coyote Mountain), Subsection 3 AND Elsinore (Coyote Mountain), Subsection 0
